,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
28,2020-12-02,APPLING,650,226,6,-,-,-,2,118,715,355,406,1239
26,2020-12-02,ATKINSON,273,77,0,-,-,-,0,152,274,182,106,532
27,2020-12-02,BACON,418,90,4,-,-,-,0,107,465,152,92,664
23,2020-12-02,BAKER,49,50,0,-,-,-,0,10,80,9,18,108
0,2020-12-02,BALDWIN,1237,767,17,-,-,-,2,66,1770,515,702,2538
25,2020-12-02,BANKS,599,22,9,-,-,-,1,44,553,150,184,781
24,2020-12-02,BARROW,1994,404,101,-,-,-,1,401,2017,796,878,3296
31,2020-12-02,BARTOW,2641,444,38,-,-,-,6,542,2288,1471,1770,4600
33,2020-12-02,BEN HILL,430,283,4,-,-,-,0,46,663,232,240,949
108,2020-12-02,BERRIEN,426,74,0,-,-,-,2,40,482,102,82,604
4,2020-12-02,BIBB,2019,4237,79,-,-,-,2,174,5828,1125,1460,7462
34,2020-12-02,BLECKLEY,349,172,3,-,-,-,0,17,472,27,62,551
32,2020-12-02,BRANTLEY,427,22,1,-,-,-,0,4,433,103,116,553
133,2020-12-02,BROOKS,202,261,1,-,-,-,0,46,408,156,166,620
124,2020-12-02,BRYAN,921,231,16,-,-,-,2,60,1082,280,308,1450
29,2020-12-02,BULLOCH,1824,783,22,-,-,-,2,139,2396,685,781,3316
119,2020-12-02,BURKE,301,545,4,-,-,-,0,32,750,162,230,1012
30,2020-12-02,BUTTS,464,248,3,-,-,-,0,12,603,186,286,901
134,2020-12-02,CALHOUN,59,167,2,-,-,-,0,7,203,51,69,279
116,2020-12-02,CAMDEN,1034,375,18,-,-,-,0,86,1301,357,397,1784
35,2020-12-02,CANDLER,294,114,0,-,-,-,2,82,358,170,140,580
105,2020-12-02,CARROLL,2342,909,18,-,-,-,1,286,2072,889,1801,4159
40,2020-12-02,CATOOSA,1392,58,15,-,-,-,3,57,1223,648,836,2116
37,2020-12-02,CHARLTON,246,143,5,-,-,-,0,100,296,306,304,700
39,2020-12-02,CHATHAM,4509,4262,207,-,-,-,12,741,7983,1765,2031,10755
36,2020-12-02,CHATTAHOOCHEE,1387,248,33,-,-,-,0,130,661,331,1208,1999
38,2020-12-02,CHATTOOGA,627,87,5,-,-,-,4,85,560,426,504,1149
135,2020-12-02,CHEROKEE,6490,496,88,-,-,-,4,1518,5397,2268,2431,9346
1,2020-12-02,CLARKE,3927,1176,245,-,-,-,3,826,4454,1452,1523,6803
132,2020-12-02,CLAY,27,80,0,-,-,-,1,4,106,18,16,126
41,2020-12-02,CLAYTON,1196,5598,308,-,-,-,8,1457,5438,2860,3075,9970
44,2020-12-02,CLINCH,224,143,0,-,-,-,0,20,354,126,119,493
42,2020-12-02,COBB,12087,6774,725,-,-,-,23,5751,15534,7297,5621,26906
9,2020-12-02,COFFEE,1231,714,8,-,-,-,2,307,1639,728,737,2683
43,2020-12-02,COLQUITT,1256,427,12,-,-,-,1,757,1218,551,272,2247
13,2020-12-02,COLUMBIA,2846,1152,145,-,-,-,4,208,3609,1307,1637,5454
104,2020-12-02,COOK,407,211,1,-,-,-,0,52,599,170,138,789
45,2020-12-02,COWETA,2007,837,31,-,-,-,2,338,2454,834,919,3711
107,2020-12-02,CRAWFORD,116,78,0,-,-,-,0,2,177,39,54,233
46,2020-12-02,CRISP,238,331,8,-,-,-,1,40,539,146,145,724
49,2020-12-02,DADE,335,8,5,-,-,-,0,15,300,151,184,499
130,2020-12-02,DAWSON,985,9,6,-,-,-,1,69,910,150,172,1151
48,2020-12-02,DECATUR,625,558,2,-,-,-,1,127,998,207,268,1393
113,2020-12-02,DEKALB,6409,12130,1302,-,-,-,16,3614,15703,6594,7134,26451
120,2020-12-02,DODGE,415,248,2,-,-,-,0,9,601,52,107,717
50,2020-12-02,DOOLY,144,223,1,-,-,-,0,32,337,56,55,424
51,2020-12-02,DOUGHERTY,633,2512,19,-,-,-,0,79,2786,296,595,3460
129,2020-12-02,DOUGLAS,1684,2344,86,-,-,-,2,718,3487,954,865,5070
52,2020-12-02,EARLY,163,370,1,-,-,-,0,6,494,84,118,618
47,2020-12-02,ECHOLS,112,7,2,-,-,-,0,127,80,153,67,274
100,2020-12-02,EFFINGHAM,1393,371,12,-,-,-,0,97,1627,334,386,2110
