,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
20,2020-12-02,ELBERT,429,346,6,-,-,-,0,51,701,154,183,935
54,2020-12-02,EMANUEL,566,377,9,-,-,-,1,33,875,331,376,1284
53,2020-12-02,EVANS,232,134,1,-,-,-,0,81,333,153,106,520
139,2020-12-02,FANNIN,880,1,0,-,-,-,0,38,808,123,158,1004
141,2020-12-02,FAYETTE,1174,749,49,-,-,-,4,191,1667,787,905,2763
137,2020-12-02,FLOYD,2642,649,35,-,-,-,5,705,2508,1807,1925,5138
55,2020-12-02,FORSYTH,4263,213,268,-,-,-,6,932,3743,1656,1731,6406
103,2020-12-02,FRANKLIN,866,101,7,-,-,-,0,65,877,232,264,1206
14,2020-12-02,FULTON,12705,15046,905,-,-,-,39,3988,24299,9406,9814,38101
57,2020-12-02,GILMER,1056,5,6,-,-,-,0,224,817,166,192,1233
58,2020-12-02,GLASCOCK,41,8,0,-,-,-,0,0,45,14,18,63
56,2020-12-02,GLYNN,2326,1025,48,-,-,-,2,571,2969,778,639,4179
59,2020-12-02,GORDON,1798,119,34,-,-,-,8,634,1375,1171,1121,3130
60,2020-12-02,GRADY,513,286,0,-,-,-,2,235,589,121,98,922
106,2020-12-02,GREENE,264,259,1,-,-,-,0,38,409,126,203,650
64,2020-12-02,GWINNETT,13795,6924,2120,-,-,-,40,10006,15579,14609,11903,37488
61,2020-12-02,HABERSHAM,1745,60,34,-,-,-,0,460,1413,552,518,2391
138,2020-12-02,HALL,7506,747,84,-,-,-,0,3843,6218,4320,2596,12657
110,2020-12-02,HANCOCK,84,293,0,-,-,-,0,3,340,138,172,515
62,2020-12-02,HARALSON,746,21,2,-,-,-,0,8,445,131,447,900
136,2020-12-02,HARRIS,590,228,6,-,-,-,0,27,747,145,195,969
111,2020-12-02,HART,453,161,10,-,-,-,1,41,567,124,141,749
63,2020-12-02,HEARD,223,49,1,-,-,-,0,2,234,32,69,305
10,2020-12-02,HENRY,2283,3505,154,-,-,-,12,511,4839,1883,2487,7837
140,2020-12-02,HOUSTON,1752,1421,71,-,-,-,5,236,2966,1126,1173,4375
66,2020-12-02,IRWIN,189,120,1,-,-,-,0,24,298,109,97,419
126,2020-12-02,JACKSON,2274,191,67,-,-,-,5,286,2105,712,858,3249
146,2020-12-02,JASPER,175,68,0,-,-,-,0,5,219,47,66,290
142,2020-12-02,JEFF DAVIS,576,81,4,-,-,-,0,114,561,179,165,840
21,2020-12-02,JEFFERSON,263,569,1,-,-,-,3,26,743,126,193,962
68,2020-12-02,JENKINS,217,227,1,-,-,-,0,24,408,42,55,487
145,2020-12-02,JOHNSON,263,182,0,-,-,-,0,7,401,21,58,466
143,2020-12-02,JONES,456,202,3,-,-,-,0,5,589,103,170,764
144,2020-12-02,LAMAR,292,157,1,-,-,-,1,8,392,113,164,564
65,2020-12-02,LANIER,137,69,0,-,-,-,0,34,199,137,110,343
69,2020-12-02,LAURENS,1162,911,13,-,-,-,3,38,1943,157,265,2246
147,2020-12-02,LEE,429,287,5,-,-,-,1,18,645,107,166,829
152,2020-12-02,LIBERTY,449,743,23,-,-,-,1,96,1033,282,369,1498
123,2020-12-02,LINCOLN,117,97,0,-,-,-,0,2,185,69,96,283
70,2020-12-02,LONG,182,96,1,-,-,-,0,23,246,45,55,324
5,2020-12-02,LOWNDES,1983,1860,45,-,-,-,5,300,3691,1386,1288,5279
67,2020-12-02,LUMPKIN,1108,23,4,-,-,-,0,48,1067,160,180,1295
8,2020-12-02,MACON,65,144,1,-,-,-,0,23,210,87,64,297
101,2020-12-02,MADISON,648,115,9,-,-,-,0,100,620,280,332,1052
153,2020-12-02,MARION,87,84,2,-,-,-,0,23,163,48,35,221
75,2020-12-02,MCDUFFIE,284,343,2,-,-,-,0,33,524,165,237,794
127,2020-12-02,MCINTOSH,192,144,0,-,-,-,0,3,315,29,47,365
73,2020-12-02,MERIWETHER,229,360,3,-,-,-,1,6,541,52,98,645
16,2020-12-02,MILLER,183,144,1,-,-,-,0,11,312,30,35,358
151,2020-12-02,MITCHELL,339,476,3,-,-,-,0,62,675,92,173,910
15,2020-12-02,MONROE,464,301,3,-,-,-,1,17,711,154,195,923
149,2020-12-02,MONTGOMERY,271,93,0,-,-,-,0,38,327,33,32,397
155,2020-12-02,MORGAN,308,192,0,-,-,-,1,9,409,90,173,591
128,2020-12-02,MURRAY,1360,11,1,-,-,-,0,408,1012,451,403,1823
71,2020-12-02,MUSCOGEE,2247,3098,83,-,-,-,8,462,4808,1572,1738,7008
150,2020-12-02,NEWTON,1126,1617,17,-,-,-,3,254,2313,674,870,3437
72,2020-12-02,OCONEE,794,59,15,-,-,-,0,68,726,200,274,1068
74,2020-12-02,OGLETHORPE,289,118,1,-,-,-,0,38,360,102,112,510
76,2020-12-02,PAULDING,2246,902,23,-,-,-,9,340,2020,966,1786,4146
78,2020-12-02,PEACH,298,450,4,-,-,-,0,47,681,205,229,957
6,2020-12-02,PICKENS,904,11,2,-,-,-,0,29,798,132,222,1049
121,2020-12-02,PIERCE,507,94,1,-,-,-,0,34,556,141,153,743
109,2020-12-02,PIKE,338,50,1,-,-,-,0,16,353,83,103,472
148,2020-12-02,POLK,1033,206,9,-,-,-,6,362,953,783,722,2037
11,2020-12-02,PULASKI,178,179,2,-,-,-,1,5,290,23,88,383
131,2020-12-02,PUTNAM,390,320,4,-,-,-,0,80,564,203,273,917
112,2020-12-02,QUITMAN,4,34,0,-,-,-,0,0,38,6,6,44
79,2020-12-02,RABUN,491,10,1,-,-,-,0,64,426,108,120,610
17,2020-12-02,RANDOLPH,68,199,1,-,-,-,1,5,287,78,55,347
82,2020-12-02,RICHMOND,2727,5037,91,-,-,-,4,302,7077,1779,2259,9638
77,2020-12-02,ROCKDALE,655,1434,36,-,-,-,4,295,1668,499,665,2628
80,2020-12-02,SCHLEY,72,47,1,-,-,-,0,3,119,10,8,130
81,2020-12-02,SCREVEN,179,204,6,-,-,-,0,8,370,80,91,469
83,2020-12-02,SEMINOLE,266,184,0,-,-,-,0,8,430,34,46,484
88,2020-12-02,SPALDING,920,671,13,-,-,-,1,89,1271,366,611,1971
156,2020-12-02,STEPHENS,1160,164,12,-,-,-,0,28,1271,231,268,1567
86,2020-12-02,STEWART,50,132,4,-,-,-,0,299,181,389,95,575
7,2020-12-02,SUMTER,285,521,3,-,-,-,0,59,792,239,197,1048
87,2020-12-02,TALBOT,55,123,0,-,-,-,0,0,174,25,29,203
84,2020-12-02,TALIAFERRO,12,24,0,-,-,-,0,1,34,2,3,38
85,2020-12-02,TATTNALL,527,151,1,-,-,-,0,142,563,343,317,1022
159,2020-12-02,TAYLOR,101,138,0,-,-,-,1,5,242,42,35,282
92,2020-12-02,TELFAIR,309,133,1,-,-,-,1,32,381,77,108,521
154,2020-12-02,TERRELL,60,267,2,-,-,-,0,4,306,24,43,353
90,2020-12-02,THOMAS,813,837,9,-,-,-,2,66,1509,106,192,1767
89,2020-12-02,TIFT,1083,698,12,-,-,-,1,337,1714,559,302,2353
93,2020-12-02,TOOMBS,671,305,7,-,-,-,2,173,947,671,536,1656
91,2020-12-02,TOWNS,496,4,4,-,-,-,1,17,478,65,75,570
95,2020-12-02,TREUTLEN,187,130,4,-,-,-,0,1,298,10,32,331
96,2020-12-02,TROUP,1115,1580,17,-,-,-,2,103,2247,631,995,3345
125,2020-12-02,TURNER,131,173,4,-,-,-,0,13,302,73,66,381
97,2020-12-02,TWIGGS,64,156,1,-,-,-,0,3,194,32,56,253
118,2020-12-02,UNION,975,6,4,-,-,-,0,18,927,115,155,1100
98,2020-12-02,UPSON,432,345,3,-,-,-,0,17,766,169,166,949
157,2020-12-02,WALKER,1695,127,12,-,-,-,2,76,1485,789,1064,2625
18,2020-12-02,WALTON,1652,600,43,-,-,-,4,130,1995,653,827,2952
99,2020-12-02,WARE,883,581,9,-,-,-,1,79,1303,440,532,1914
114,2020-12-02,WARREN,35,124,0,-,-,-,1,1,146,27,40,187
160,2020-12-02,WASHINGTON,314,484,0,-,-,-,0,18,688,195,287,993
161,2020-12-02,WAYNE,713,200,8,-,-,-,0,52,836,557,590,1478
122,2020-12-02,WEBSTER,16,29,0,-,-,-,0,0,45,1,1,46
158,2020-12-02,WHEELER,149,71,2,-,-,-,0,7,206,147,156,369
19,2020-12-02,WHITE,1157,23,1,-,-,-,0,27,1100,155,209,1336
94,2020-12-02,WHITFIELD,4734,211,51,-,-,-,1,3345,2511,2763,1904,7760
12,2020-12-02,WILCOX,153,121,1,-,-,-,0,7,254,16,30,291
102,2020-12-02,WILKES,163,165,0,-,-,-,0,24,302,44,46,372
115,2020-12-02,WILKINSON,163,196,0,-,-,-,0,4,323,57,89,416
117,2020-12-02,WORTH,316,293,1,-,-,-,0,9,571,46,76,656
