,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
117,2020-11-09,DEKALB,5267,10245,1134,-,-,-,11,3319,12844,5993,6487,22650
114,2020-11-09,DODGE,378,234,2,-,-,-,0,8,557,52,101,666
44,2020-11-09,DOOLY,122,203,1,-,-,-,0,32,299,62,57,388
51,2020-11-09,DOUGHERTY,600,2428,16,-,-,-,0,76,2641,304,631,3348
128,2020-11-09,DOUGLAS,1412,2009,77,-,-,-,1,640,2961,872,770,4371
52,2020-11-09,EARLY,143,349,1,-,-,-,0,6,449,77,115,570
55,2020-11-09,ECHOLS,89,7,1,-,-,-,0,117,66,149,63,246
103,2020-11-09,EFFINGHAM,1237,339,12,-,-,-,0,88,1435,328,393,1916
20,2020-11-09,ELBERT,355,322,4,-,-,-,0,46,626,135,144,816
56,2020-11-09,EMANUEL,533,365,9,-,-,-,1,33,833,346,388,1254
53,2020-11-09,EVANS,213,127,1,-,-,-,0,72,298,151,122,492
134,2020-11-09,FANNIN,756,2,0,-,-,-,0,36,693,106,135,864
135,2020-11-09,FAYETTE,938,586,36,-,-,-,2,150,1299,717,830,2279
138,2020-11-09,FLOYD,2201,499,29,-,-,-,5,651,2005,1622,1700,4356
54,2020-11-09,FORSYTH,3402,174,190,-,-,-,3,800,2923,1329,1375,5098
101,2020-11-09,FRANKLIN,691,93,5,-,-,-,0,61,707,227,248,1016
18,2020-11-09,FULTON,10215,13070,668,-,-,-,26,3505,20181,8807,9100,32786
50,2020-11-09,GILMER,938,4,6,-,-,-,0,217,715,145,161,1093
57,2020-11-09,GLASCOCK,35,9,0,-,-,-,0,0,40,11,15,55
61,2020-11-09,GLYNN,2124,948,39,-,-,-,0,550,2698,776,639,3887
58,2020-11-09,GORDON,1461,90,29,-,-,-,6,566,1111,1034,943,2620
59,2020-11-09,GRADY,484,276,0,-,-,-,2,230,550,126,108,888
107,2020-11-09,GREENE,238,234,0,-,-,-,0,31,368,126,199,598
62,2020-11-09,GWINNETT,11932,5732,1715,-,-,-,28,9011,12830,12860,10426,32267
60,2020-11-09,HABERSHAM,1418,47,26,-,-,-,0,411,1128,454,406,1945
139,2020-11-09,HALL,6526,656,63,-,-,-,1,3580,5332,3955,2289,11201
108,2020-11-09,HANCOCK,76,279,0,-,-,-,0,3,317,68,103,423
63,2020-11-09,HARALSON,594,19,1,-,-,-,0,6,345,120,383,734
145,2020-11-09,HARRIS,530,217,6,-,-,-,0,28,672,125,178,878
111,2020-11-09,HART,359,136,10,-,-,-,1,39,456,126,137,632
68,2020-11-09,HEARD,179,41,0,-,-,-,0,2,190,34,62,254
8,2020-11-09,HENRY,1834,2883,121,-,-,-,9,416,3836,1831,2426,6678
143,2020-11-09,HOUSTON,1456,1236,46,-,-,-,4,198,2479,1123,1188,3865
69,2020-11-09,IRWIN,159,101,1,-,-,-,0,23,250,110,98,371
127,2020-11-09,JACKSON,1809,157,55,-,-,-,3,244,1723,614,671,2638
140,2020-11-09,JASPER,148,60,0,-,-,-,0,4,191,47,60,255
141,2020-11-09,JEFF DAVIS,537,78,4,-,-,-,0,109,516,200,194,819
24,2020-11-09,JEFFERSON,233,505,1,-,-,-,3,25,657,129,189,871
65,2020-11-09,JENKINS,209,223,1,-,-,-,0,23,398,44,56,477
142,2020-11-09,JOHNSON,248,173,0,-,-,-,0,6,376,22,61,443
144,2020-11-09,JONES,382,177,1,-,-,-,0,5,488,119,186,679
150,2020-11-09,LAMAR,238,129,1,-,-,-,1,6,323,87,127,456
64,2020-11-09,LANIER,123,61,0,-,-,-,0,33,179,140,112,324
66,2020-11-09,LAURENS,1077,856,10,-,-,-,2,32,1805,165,273,2110
146,2020-11-09,LEE,395,268,5,-,-,-,0,16,589,97,160,765
147,2020-11-09,LIBERTY,397,662,22,-,-,-,1,83,943,272,328,1354
122,2020-11-09,LINCOLN,96,81,0,-,-,-,0,2,149,74,100,251
67,2020-11-09,LONG,167,82,1,-,-,-,0,22,221,39,46,289
10,2020-11-09,LOWNDES,1655,1552,28,-,-,-,3,252,3113,1423,1296,4661
75,2020-11-09,LUMPKIN,940,20,4,-,-,-,0,43,917,128,132,1092
6,2020-11-09,MACON,54,130,1,-,-,-,0,24,186,78,53,263
102,2020-11-09,MADISON,508,87,7,-,-,-,1,87,498,259,277,862
148,2020-11-09,MARION,79,79,2,-,-,-,0,23,149,50,38,210
73,2020-11-09,MCDUFFIE,245,284,2,-,-,-,0,28,435,198,266,729
126,2020-11-09,MCINTOSH,168,130,0,-,-,-,0,3,280,29,44,327
74,2020-11-09,MERIWETHER,210,348,3,-,-,-,1,3,514,54,99,616
12,2020-11-09,MILLER,171,134,0,-,-,-,0,10,290,27,32,332
149,2020-11-09,MITCHELL,323,450,3,-,-,-,0,62,632,91,173,867
13,2020-11-09,MONROE,379,267,1,-,-,-,1,15,597,156,192,804
151,2020-11-09,MONTGOMERY,257,87,0,-,-,-,0,33,309,28,30,372
161,2020-11-09,MORGAN,271,184,0,-,-,-,1,8,368,97,177,553
121,2020-11-09,MURRAY,892,8,1,-,-,-,0,329,620,326,278,1227
70,2020-11-09,MUSCOGEE,2025,2864,71,-,-,-,8,441,4382,1574,1719,6542
153,2020-11-09,NEWTON,971,1314,13,-,-,-,4,225,1939,743,881,3045
71,2020-11-09,OCONEE,653,46,14,-,-,-,0,59,589,198,263,911
72,2020-11-09,OGLETHORPE,240,107,1,-,-,-,0,34,304,100,110,448
81,2020-11-09,PAULDING,1783,767,18,-,-,-,9,307,1602,827,1495,3404
76,2020-11-09,PEACH,238,390,5,-,-,-,0,42,562,201,230,834
7,2020-11-09,PICKENS,749,7,2,-,-,-,0,24,670,110,174,868
118,2020-11-09,PIERCE,473,91,0,-,-,-,0,33,522,149,158,713
109,2020-11-09,PIKE,280,44,1,-,-,-,0,15,298,82,94,407
154,2020-11-09,POLK,869,171,8,-,-,-,6,345,770,755,694,1809
14,2020-11-09,PULASKI,154,167,2,-,-,-,1,5,267,26,78,350
130,2020-11-09,PUTNAM,345,290,4,-,-,-,0,77,499,215,278,854
112,2020-11-09,QUITMAN,4,33,0,-,-,-,0,0,37,6,6,43
78,2020-11-09,RABUN,356,8,0,-,-,-,0,53,305,96,102,460
15,2020-11-09,RANDOLPH,63,197,1,-,-,-,1,5,281,79,55,341
80,2020-11-09,RICHMOND,2180,4288,71,-,-,-,2,255,5987,1856,2155,8397
79,2020-11-09,ROCKDALE,550,1182,27,-,-,-,1,272,1333,515,670,2275
77,2020-11-09,SCHLEY,61,44,1,-,-,-,0,2,107,11,8,117
85,2020-11-09,SCREVEN,169,200,6,-,-,-,0,8,357,83,93,458
86,2020-11-09,SEMINOLE,217,165,0,-,-,-,0,8,366,27,35,409
84,2020-11-09,SPALDING,774,571,12,-,-,-,1,84,1115,345,504,1703
157,2020-11-09,STEPHENS,959,133,9,-,-,-,0,25,1058,223,241,1324
83,2020-11-09,STEWART,49,131,4,-,-,-,0,299,180,388,93,572
9,2020-11-09,SUMTER,266,472,3,-,-,-,0,57,730,235,189,976
82,2020-11-09,TALBOT,53,116,0,-,-,-,0,0,164,22,27,191
87,2020-11-09,TALIAFERRO,11,19,0,-,-,-,0,1,28,1,2,31
88,2020-11-09,TATTNALL,488,144,1,-,-,-,0,128,529,339,315,972
155,2020-11-09,TAYLOR,89,117,0,-,-,-,1,3,211,39,32,246
89,2020-11-09,TELFAIR,303,125,1,-,-,-,1,32,367,76,107,506
152,2020-11-09,TERRELL,60,261,2,-,-,-,0,4,296,23,46,346
94,2020-11-09,THOMAS,759,789,9,-,-,-,2,59,1409,91,182,1650
92,2020-11-09,TIFT,906,572,12,-,-,-,1,303,1423,529,294,2020
90,2020-11-09,TOOMBS,606,273,7,-,-,-,2,160,861,658,525,1546
93,2020-11-09,TOWNS,419,4,4,-,-,-,1,16,403,55,64,483
91,2020-11-09,TREUTLEN,175,125,4,-,-,-,0,1,281,13,35,317
99,2020-11-09,TROUP,980,1468,14,-,-,-,1,96,2042,652,977,3115
129,2020-11-09,TURNER,114,167,4,-,-,-,0,12,274,67,66,352
95,2020-11-09,TWIGGS,50,146,1,-,-,-,0,3,172,34,56,231
124,2020-11-09,UNION,852,6,1,-,-,-,1,15,808,90,127,950
96,2020-11-09,UPSON,380,310,1,-,-,-,0,17,684,166,156,857
156,2020-11-09,WALKER,1334,105,12,-,-,-,1,65,1148,642,881,2094
21,2020-11-09,WALTON,1335,489,31,-,-,-,4,111,1598,610,760,2469
98,2020-11-09,WARE,802,535,8,-,-,-,1,75,1199,451,523,1797
113,2020-11-09,WARREN,32,109,0,-,-,-,0,1,129,32,43,173
159,2020-11-09,WASHINGTON,260,407,0,-,-,-,0,16,572,205,284,872
160,2020-11-09,WAYNE,610,158,6,-,-,-,1,48,692,521,556,1296
119,2020-11-09,WEBSTER,14,29,0,-,-,-,0,0,43,1,1,44
158,2020-11-09,WHEELER,148,71,2,-,-,-,0,6,205,148,158,369
16,2020-11-09,WHITE,921,20,1,-,-,-,0,17,876,117,166,1059
97,2020-11-09,WHITFIELD,3811,163,42,-,-,-,0,2891,1797,2159,1487,6175
11,2020-11-09,WILCOX,132,113,1,-,-,-,0,6,229,16,27,262
100,2020-11-09,WILKES,142,145,0,-,-,-,0,24,264,43,42,330
120,2020-11-09,WILKINSON,145,172,0,-,-,-,0,4,285,70,98,387
115,2020-11-09,WORTH,283,293,1,-,-,-,0,9,538,37,67,614
