,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-12-10,APPLING,683,241,7,-,-,-,2,121,760,359,411,1292
2,2020-12-10,ATKINSON,279,89,0,-,-,-,0,156,290,191,113,559
3,2020-12-10,BACON,431,98,4,-,-,-,0,108,485,158,98,691
4,2020-12-10,BAKER,51,54,0,-,-,-,0,10,87,10,18,115
5,2020-12-10,BALDWIN,1297,803,22,-,-,-,2,72,1868,517,701,2641
6,2020-12-10,BANKS,691,27,9,-,-,-,1,54,634,191,231,919
7,2020-12-10,BARROW,2272,443,117,-,-,-,1,446,2309,954,1032,3787
8,2020-12-10,BARTOW,3043,492,45,-,-,-,7,596,2656,1661,1996,5248
9,2020-12-10,BEN HILL,477,317,4,-,-,-,0,48,749,256,257,1054
10,2020-12-10,BERRIEN,464,85,0,-,-,-,2,42,531,104,82,655
11,2020-12-10,BIBB,2174,4593,91,-,-,-,0,184,6339,1220,1555,8078
12,2020-12-10,BLECKLEY,366,176,3,-,-,-,0,17,490,31,69,576
13,2020-12-10,BRANTLEY,458,23,1,-,-,-,0,4,461,105,122,587
14,2020-12-10,BROOKS,220,290,1,-,-,-,0,52,448,167,178,678
15,2020-12-10,BRYAN,1005,245,18,-,-,-,2,66,1173,281,312,1551
16,2020-12-10,BULLOCH,1894,829,24,-,-,-,2,142,2515,693,785,3442
17,2020-12-10,BURKE,322,574,4,-,-,-,0,32,797,159,230,1059
18,2020-12-10,BUTTS,539,271,3,-,-,-,0,13,684,208,324,1021
19,2020-12-10,CALHOUN,72,174,3,-,-,-,0,9,219,59,80,308
20,2020-12-10,CAMDEN,1150,401,18,-,-,-,0,96,1439,372,406,1941
21,2020-12-10,CANDLER,306,118,0,-,-,-,0,80,376,162,130,586
22,2020-12-10,CARROLL,2611,966,22,-,-,-,2,306,2322,1011,1984,4612
23,2020-12-10,CATOOSA,1630,62,15,-,-,-,3,60,1434,785,1001,2495
24,2020-12-10,CHARLTON,267,160,5,-,-,-,0,102,328,321,323,753
25,2020-12-10,CHATHAM,4850,4565,230,-,-,-,17,791,8576,1752,2047,11414
26,2020-12-10,CHATTAHOOCHEE,1456,262,35,-,-,-,0,132,679,345,1287,2098
27,2020-12-10,CHATTOOGA,706,92,5,-,-,-,4,89,629,481,570,1288
28,2020-12-10,CHEROKEE,7226,541,105,-,-,-,6,1657,6077,2520,2664,10398
29,2020-12-10,CLARKE,4224,1350,272,-,-,-,5,896,4876,1584,1663,7435
30,2020-12-10,CLAY,27,82,0,-,-,-,1,4,107,22,21,132
31,2020-12-10,CLAYTON,1355,6320,369,-,-,-,8,1626,6285,3188,3329,11240
32,2020-12-10,CLINCH,233,147,0,-,-,-,1,20,370,122,113,503
33,2020-12-10,COBB,13496,7492,798,-,-,-,27,6326,17253,8371,6605,30184
34,2020-12-10,COFFEE,1358,850,9,-,-,-,2,332,1872,745,760,2964
35,2020-12-10,COLQUITT,1322,451,14,-,-,-,1,767,1321,588,288,2376
36,2020-12-10,COLUMBIA,3210,1292,159,-,-,-,5,235,4106,1455,1780,6121
37,2020-12-10,COOK,444,234,1,-,-,-,0,53,659,178,145,857
38,2020-12-10,COWETA,2272,909,34,-,-,-,2,373,2776,935,1003,4152
39,2020-12-10,CRAWFORD,135,85,0,-,-,-,0,2,205,49,62,269
40,2020-12-10,CRISP,284,367,8,-,-,-,1,40,597,154,177,814
41,2020-12-10,DADE,412,8,5,-,-,-,0,16,369,169,209,594
42,2020-12-10,DAWSON,1116,9,6,-,-,-,1,72,1041,197,216,1329
43,2020-12-10,DECATUR,649,600,2,-,-,-,1,130,1059,218,281,1470
44,2020-12-10,DEKALB,7199,13596,1383,-,-,-,18,3843,17977,7312,7688,29508
45,2020-12-10,DODGE,437,261,2,-,-,-,0,11,632,58,115,758
46,2020-12-10,DOOLY,174,238,2,-,-,-,0,33,378,56,59,470
47,2020-12-10,DOUGHERTY,670,2605,19,-,-,-,1,82,2989,315,539,3610
48,2020-12-10,DOUGLAS,1888,2625,99,-,-,-,3,783,3918,1065,979,5680
49,2020-12-10,EARLY,174,386,1,-,-,-,0,6,526,87,116,648
50,2020-12-10,ECHOLS,131,7,2,-,-,-,0,132,94,154,68,294
51,2020-12-10,EFFINGHAM,1474,383,13,-,-,-,1,105,1711,330,385,2201
52,2020-12-10,ELBERT,472,355,6,-,-,-,0,52,748,177,210,1010
53,2020-12-10,EMANUEL,581,387,9,-,-,-,1,35,899,335,379,1313
54,2020-12-10,EVANS,240,139,1,-,-,-,0,86,345,153,102,533
55,2020-12-10,FANNIN,963,1,0,-,-,-,1,47,883,158,193,1123
56,2020-12-10,FAYETTE,1315,819,53,-,-,-,6,222,1883,902,990,3095
57,2020-12-10,FLOYD,2973,727,39,-,-,-,7,743,2807,1989,2185,5735
58,2020-12-10,FORSYTH,4850,244,328,-,-,-,6,1033,4352,1937,1980,7365
59,2020-12-10,FRANKLIN,963,111,9,-,-,-,0,72,970,245,286,1328
60,2020-12-10,FULTON,14283,16573,1097,-,-,-,41,4406,27310,10394,10672,42388
61,2020-12-10,GILMER,1163,6,7,-,-,-,0,243,911,191,213,1367
62,2020-12-10,GLASCOCK,46,11,0,-,-,-,0,0,52,12,17,69
63,2020-12-10,GLYNN,2441,1080,49,-,-,-,2,582,3134,754,610,4326
64,2020-12-10,GORDON,2013,130,46,-,-,-,8,686,1565,1260,1206,3457
65,2020-12-10,GRADY,536,298,0,-,-,-,2,237,624,124,99,960
66,2020-12-10,GREENE,287,285,1,-,-,-,0,44,449,140,220,713
67,2020-12-10,GWINNETT,15115,7785,2417,-,-,-,39,10824,17668,16816,13680,42172
68,2020-12-10,HABERSHAM,2017,69,36,-,-,-,0,488,1661,615,588,2737
69,2020-12-10,HALL,8501,835,104,-,-,-,1,4184,7086,4845,3016,14286
70,2020-12-10,HANCOCK,86,300,0,-,-,-,0,3,351,142,174,528
71,2020-12-10,HARALSON,831,26,2,-,-,-,0,10,502,167,514,1026
72,2020-12-10,HARRIS,634,241,6,-,-,-,0,29,797,158,213,1039
73,2020-12-10,HART,532,195,11,-,-,-,1,42,679,134,152,873
74,2020-12-10,HEARD,264,51,1,-,-,-,0,2,267,46,93,362
75,2020-12-10,HENRY,2581,3923,170,-,-,-,15,582,5562,2209,2754,8898
76,2020-12-10,HOUSTON,1957,1551,79,-,-,-,7,249,3264,1231,1312,4825
77,2020-12-10,IRWIN,208,130,1,-,-,-,0,26,332,114,95,453
78,2020-12-10,JACKSON,2635,221,84,-,-,-,7,316,2439,905,1097,3852
79,2020-12-10,JASPER,193,75,0,-,-,-,0,5,247,59,75,327
80,2020-12-10,JEFF DAVIS,608,85,4,-,-,-,0,117,596,176,160,873
81,2020-12-10,JEFFERSON,284,607,1,-,-,-,3,26,796,126,199,1021
82,2020-12-10,JENKINS,220,231,1,-,-,-,0,24,416,42,54,494
83,2020-12-10,JOHNSON,270,193,0,-,-,-,0,7,417,23,62,486
84,2020-12-10,JONES,491,231,4,-,-,-,0,7,654,110,175,836
85,2020-12-10,LAMAR,325,179,2,-,-,-,1,8,447,136,188,643
86,2020-12-10,LANIER,147,73,0,-,-,-,0,34,214,134,106,354
87,2020-12-10,LAURENS,1245,954,13,-,-,-,2,38,2039,174,311,2388
88,2020-12-10,LEE,457,304,5,-,-,-,1,20,694,126,179,893
89,2020-12-10,LIBERTY,501,796,23,-,-,-,1,105,1119,294,391,1615
90,2020-12-10,LINCOLN,132,99,0,-,-,-,0,3,202,67,93,298
91,2020-12-10,LONG,194,98,1,-,-,-,0,24,261,59,67,352
92,2020-12-10,LOWNDES,2138,1984,51,-,-,-,4,329,3971,1429,1306,5606
93,2020-12-10,LUMPKIN,1246,28,4,-,-,-,1,51,1220,197,205,1476
94,2020-12-10,MACON,70,165,1,-,-,-,0,25,233,93,71,329
95,2020-12-10,MADISON,774,137,9,-,-,-,0,104,727,313,402,1233
96,2020-12-10,MARION,87,86,2,-,-,-,0,23,167,48,33,223
97,2020-12-10,MCDUFFIE,326,373,2,-,-,-,0,35,597,169,238,870
98,2020-12-10,MCINTOSH,204,157,0,-,-,-,0,3,337,42,63,403
99,2020-12-10,MERIWETHER,245,372,3,-,-,-,1,7,568,69,115,690
100,2020-12-10,MILLER,185,150,1,-,-,-,0,12,322,38,40,374
101,2020-12-10,MITCHELL,358,508,3,-,-,-,0,64,746,99,158,968
102,2020-12-10,MONROE,503,325,3,-,-,-,3,18,774,195,237,1029
103,2020-12-10,MONTGOMERY,282,99,0,-,-,-,0,38,343,35,35,416
104,2020-12-10,MORGAN,335,203,0,-,-,-,1,9,443,98,185,637
105,2020-12-10,MURRAY,1578,14,2,-,-,-,0,432,1216,506,452,2100
106,2020-12-10,MUSCOGEE,2421,3332,90,-,-,-,9,490,5177,1708,1893,7560
107,2020-12-10,NEWTON,1283,1890,18,-,-,-,3,275,2660,691,950,3885
109,2020-12-10,OCONEE,881,63,16,-,-,-,0,76,808,235,311,1195
110,2020-12-10,OGLETHORPE,313,137,1,-,-,-,0,38,396,117,134,568
111,2020-12-10,PAULDING,2552,987,24,-,-,-,10,377,2362,1138,1972,4711
112,2020-12-10,PEACH,326,474,4,-,-,-,0,52,732,224,244,1028
113,2020-12-10,PICKENS,1035,12,2,-,-,-,1,41,911,154,252,1204
114,2020-12-10,PIERCE,523,103,1,-,-,-,0,34,578,147,162,774
115,2020-12-10,PIKE,372,52,1,-,-,-,0,16,388,95,116,520
116,2020-12-10,POLK,1118,217,9,-,-,-,6,371,1048,807,738,2157
117,2020-12-10,PULASKI,189,184,3,-,-,-,1,5,305,24,91,401
118,2020-12-10,PUTNAM,438,331,4,-,-,-,0,81,618,215,289,988
119,2020-12-10,QUITMAN,5,34,0,-,-,-,0,0,40,7,6,46
