,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
42,2020-11-07,CHATTOOGA,523,81,3,-,-,-,4,83,466,419,481,1030
136,2020-11-07,CHEROKEE,5395,419,74,-,-,-,2,1309,4423,1860,2018,7750
1,2020-11-07,CLARKE,3417,964,219,-,-,-,1,746,3808,1449,1496,6050
137,2020-11-07,CLAY,26,80,0,-,-,-,1,4,105,17,15,124
43,2020-11-07,CLAYTON,1004,4798,250,-,-,-,6,1277,4596,2730,2915,8788
40,2020-11-07,CLINCH,204,135,0,-,-,-,0,20,325,132,126,471
41,2020-11-07,COBB,10183,5893,586,-,-,-,19,5179,13179,6470,4793,23151
4,2020-11-07,COFFEE,1066,600,7,-,-,-,2,294,1375,703,709,2378
47,2020-11-07,COLQUITT,1174,417,11,-,-,-,1,743,1138,566,288,2169
17,2020-11-07,COLUMBIA,2314,905,111,-,-,-,3,170,2931,1293,1525,4626
105,2020-11-07,COOK,317,161,1,-,-,-,0,50,466,175,138,654
48,2020-11-07,COWETA,1544,696,22,-,-,-,1,306,1925,840,872,3103
104,2020-11-07,CRAWFORD,89,69,0,-,-,-,0,1,141,45,61,203
49,2020-11-07,CRISP,217,311,8,-,-,-,1,35,497,148,153,685
45,2020-11-07,DADE,267,7,5,-,-,-,0,15,229,131,166,410
133,2020-11-07,DAWSON,817,9,2,-,-,-,1,59,749,121,142,950
46,2020-11-07,DECATUR,605,529,2,-,-,-,1,122,952,207,270,1344
117,2020-11-07,DEKALB,5267,10244,1134,-,-,-,11,3318,12843,5991,6486,22647
114,2020-11-07,DODGE,378,234,2,-,-,-,0,8,557,52,101,666
44,2020-11-07,DOOLY,122,203,1,-,-,-,0,32,299,62,57,388
51,2020-11-07,DOUGHERTY,600,2427,16,-,-,-,0,76,2640,304,631,3347
128,2020-11-07,DOUGLAS,1412,2009,77,-,-,-,1,640,2961,872,770,4371
52,2020-11-07,EARLY,143,349,1,-,-,-,0,6,449,77,115,570
55,2020-11-07,ECHOLS,89,7,1,-,-,-,0,117,66,149,63,246
103,2020-11-07,EFFINGHAM,1237,339,12,-,-,-,0,88,1435,328,393,1916
20,2020-11-07,ELBERT,355,322,4,-,-,-,0,46,626,135,144,816
56,2020-11-07,EMANUEL,533,365,9,-,-,-,1,33,833,346,388,1254
53,2020-11-07,EVANS,213,127,1,-,-,-,0,72,298,151,122,492
134,2020-11-07,FANNIN,756,2,0,-,-,-,0,36,693,106,135,864
135,2020-11-07,FAYETTE,938,586,36,-,-,-,2,150,1299,716,829,2278
138,2020-11-07,FLOYD,2201,499,29,-,-,-,5,651,2005,1622,1700,4356
54,2020-11-07,FORSYTH,3402,174,190,-,-,-,3,800,2923,1329,1375,5098
101,2020-11-07,FRANKLIN,691,93,5,-,-,-,0,61,707,223,244,1012
18,2020-11-07,FULTON,10213,13068,668,-,-,-,26,3505,20177,8804,9097,32779
50,2020-11-07,GILMER,938,4,6,-,-,-,0,217,715,145,161,1093
57,2020-11-07,GLASCOCK,35,9,0,-,-,-,0,0,40,11,15,55
61,2020-11-07,GLYNN,2124,948,39,-,-,-,0,550,2698,776,639,3887
58,2020-11-07,GORDON,1461,90,29,-,-,-,6,566,1111,1034,943,2620
59,2020-11-07,GRADY,484,276,0,-,-,-,2,230,550,126,108,888
107,2020-11-07,GREENE,238,234,0,-,-,-,0,31,368,126,199,598
62,2020-11-07,GWINNETT,11931,5730,1715,-,-,-,28,9011,12827,12857,10423,32261
60,2020-11-07,HABERSHAM,1418,47,26,-,-,-,0,411,1128,454,406,1945
139,2020-11-07,HALL,6526,656,63,-,-,-,1,3580,5332,3955,2289,11201
108,2020-11-07,HANCOCK,76,279,0,-,-,-,0,3,317,68,103,423
63,2020-11-07,HARALSON,594,19,1,-,-,-,0,6,345,120,383,734
145,2020-11-07,HARRIS,530,217,6,-,-,-,0,28,672,125,178,878
111,2020-11-07,HART,359,136,10,-,-,-,1,39,456,125,136,631
68,2020-11-07,HEARD,179,41,0,-,-,-,0,2,190,34,62,254
8,2020-11-07,HENRY,1833,2883,121,-,-,-,9,416,3835,1831,2426,6677
143,2020-11-07,HOUSTON,1456,1236,46,-,-,-,4,198,2479,1123,1188,3865
69,2020-11-07,IRWIN,159,101,1,-,-,-,0,23,250,110,98,371
127,2020-11-07,JACKSON,1809,157,55,-,-,-,3,244,1723,614,671,2638
140,2020-11-07,JASPER,148,60,0,-,-,-,0,4,191,47,60,255
141,2020-11-07,JEFF DAVIS,537,78,4,-,-,-,0,109,516,200,194,819
24,2020-11-07,JEFFERSON,233,505,1,-,-,-,3,25,657,129,189,871
65,2020-11-07,JENKINS,209,223,1,-,-,-,0,23,398,44,56,477
142,2020-11-07,JOHNSON,248,173,0,-,-,-,0,6,376,22,61,443
144,2020-11-07,JONES,382,177,1,-,-,-,0,5,488,119,186,679
150,2020-11-07,LAMAR,238,129,1,-,-,-,1,6,323,87,127,456
64,2020-11-07,LANIER,123,61,0,-,-,-,0,33,179,140,112,324
66,2020-11-07,LAURENS,1077,856,10,-,-,-,2,32,1805,165,273,2110
146,2020-11-07,LEE,395,268,5,-,-,-,0,16,589,97,160,765
147,2020-11-07,LIBERTY,397,662,22,-,-,-,1,83,943,272,328,1354
122,2020-11-07,LINCOLN,96,81,0,-,-,-,0,2,149,74,100,251
67,2020-11-07,LONG,167,82,1,-,-,-,0,22,221,39,46,289
10,2020-11-07,LOWNDES,1654,1552,28,-,-,-,3,252,3112,1423,1296,4660
75,2020-11-07,LUMPKIN,939,20,4,-,-,-,0,43,916,127,131,1090
6,2020-11-07,MACON,54,130,1,-,-,-,0,24,186,78,53,263
102,2020-11-07,MADISON,508,87,7,-,-,-,1,87,498,259,277,862
148,2020-11-07,MARION,79,79,2,-,-,-,0,23,149,50,38,210
73,2020-11-07,MCDUFFIE,245,284,2,-,-,-,0,28,435,198,266,729
126,2020-11-07,MCINTOSH,168,130,0,-,-,-,0,3,280,29,44,327
74,2020-11-07,MERIWETHER,210,348,3,-,-,-,1,3,514,54,99,616
12,2020-11-07,MILLER,171,134,0,-,-,-,0,10,290,27,32,332
149,2020-11-07,MITCHELL,323,450,3,-,-,-,0,62,632,91,173,867
13,2020-11-07,MONROE,379,267,1,-,-,-,1,15,597,156,192,804
151,2020-11-07,MONTGOMERY,257,87,0,-,-,-,0,33,309,28,30,372
161,2020-11-07,MORGAN,271,184,0,-,-,-,1,8,368,97,177,553
121,2020-11-07,MURRAY,892,8,1,-,-,-,0,329,620,326,278,1227
70,2020-11-07,MUSCOGEE,2025,2864,71,-,-,-,8,441,4382,1574,1719,6542
153,2020-11-07,NEWTON,971,1314,13,-,-,-,4,225,1939,743,881,3045
71,2020-11-07,OCONEE,653,46,14,-,-,-,0,59,589,198,263,911
72,2020-11-07,OGLETHORPE,240,107,1,-,-,-,0,34,304,100,110,448
81,2020-11-07,PAULDING,1783,767,18,-,-,-,9,307,1602,827,1495,3404
76,2020-11-07,PEACH,238,390,5,-,-,-,0,42,562,201,230,834
7,2020-11-07,PICKENS,749,7,2,-,-,-,0,24,670,110,174,868
118,2020-11-07,PIERCE,473,91,0,-,-,-,0,33,522,149,158,713
109,2020-11-07,PIKE,280,44,1,-,-,-,0,15,298,82,94,407
154,2020-11-07,POLK,869,171,8,-,-,-,6,345,770,755,694,1809
14,2020-11-07,PULASKI,154,167,2,-,-,-,1,5,267,26,78,350
130,2020-11-07,PUTNAM,345,290,4,-,-,-,0,77,499,215,278,854
112,2020-11-07,QUITMAN,4,33,0,-,-,-,0,0,37,6,6,43
78,2020-11-07,RABUN,356,8,0,-,-,-,0,53,305,96,102,460
15,2020-11-07,RANDOLPH,63,197,1,-,-,-,1,5,281,79,55,341
80,2020-11-07,RICHMOND,2180,4288,71,-,-,-,2,255,5987,1856,2155,8397
79,2020-11-07,ROCKDALE,550,1182,27,-,-,-,1,272,1333,515,670,2275
77,2020-11-07,SCHLEY,61,44,1,-,-,-,0,2,107,11,8,117
85,2020-11-07,SCREVEN,169,200,6,-,-,-,0,8,357,83,93,458
86,2020-11-07,SEMINOLE,217,165,0,-,-,-,0,8,366,27,35,409
84,2020-11-07,SPALDING,774,571,12,-,-,-,1,84,1115,345,504,1703
157,2020-11-07,STEPHENS,959,133,9,-,-,-,0,25,1058,223,241,1324
83,2020-11-07,STEWART,49,131,4,-,-,-,0,299,180,388,93,572
9,2020-11-07,SUMTER,266,472,3,-,-,-,0,57,730,235,189,976
82,2020-11-07,TALBOT,53,116,0,-,-,-,0,0,164,22,27,191
87,2020-11-07,TALIAFERRO,11,19,0,-,-,-,0,1,28,1,2,31
88,2020-11-07,TATTNALL,488,144,1,-,-,-,0,128,529,339,315,972
156,2020-11-07,TAYLOR,89,117,0,-,-,-,1,3,211,39,32,246
89,2020-11-07,TELFAIR,303,125,1,-,-,-,1,32,367,76,107,506
152,2020-11-07,TERRELL,60,261,2,-,-,-,0,4,296,23,46,346
94,2020-11-07,THOMAS,759,789,9,-,-,-,2,59,1409,91,182,1650
91,2020-11-07,TIFT,905,571,12,-,-,-,1,303,1421,529,294,2018
92,2020-11-07,TOOMBS,606,273,7,-,-,-,2,160,861,657,524,1545
93,2020-11-07,TOWNS,419,4,4,-,-,-,1,16,403,55,64,483
90,2020-11-07,TREUTLEN,175,125,4,-,-,-,0,1,281,13,35,317
99,2020-11-07,TROUP,980,1468,14,-,-,-,1,96,2042,652,977,3115
129,2020-11-07,TURNER,114,167,4,-,-,-,0,12,274,67,66,352
95,2020-11-07,TWIGGS,50,146,1,-,-,-,0,3,172,34,56,231
124,2020-11-07,UNION,852,6,1,-,-,-,1,15,808,90,127,950
96,2020-11-07,UPSON,380,310,1,-,-,-,0,17,684,166,156,857
155,2020-11-07,WALKER,1334,105,12,-,-,-,1,65,1148,642,881,2094
21,2020-11-07,WALTON,1334,489,31,-,-,-,4,111,1597,610,760,2468
98,2020-11-07,WARE,802,535,8,-,-,-,1,75,1199,451,523,1797
113,2020-11-07,WARREN,32,109,0,-,-,-,0,1,129,32,43,173
159,2020-11-07,WASHINGTON,260,406,0,-,-,-,0,16,572,205,283,871
160,2020-11-07,WAYNE,610,158,6,-,-,-,1,48,692,521,556,1296
119,2020-11-07,WEBSTER,14,29,0,-,-,-,0,0,43,1,1,44
158,2020-11-07,WHEELER,148,71,2,-,-,-,0,6,205,148,158,369
16,2020-11-07,WHITE,921,20,1,-,-,-,0,17,876,117,166,1059
97,2020-11-07,WHITFIELD,3811,163,42,-,-,-,0,2891,1797,2158,1486,6174
11,2020-11-07,WILCOX,132,113,1,-,-,-,0,6,229,16,27,262
100,2020-11-07,WILKES,142,145,0,-,-,-,0,24,264,43,42,330
120,2020-11-07,WILKINSON,145,172,0,-,-,-,0,4,285,70,98,387
115,2020-11-07,WORTH,283,293,1,-,-,-,0,9,538,37,67,614
