,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
21,2020-11-11,APPLING,615,211,6,-,-,-,2,115,672,361,408,1195
23,2020-11-11,ATKINSON,246,56,0,-,-,-,0,151,228,193,116,495
26,2020-11-11,BACON,401,90,2,-,-,-,0,103,442,152,100,645
25,2020-11-11,BAKER,45,47,0,-,-,-,0,10,76,8,14,100
4,2020-11-11,BALDWIN,1168,692,15,-,-,-,1,59,1630,526,713,2402
29,2020-11-11,BANKS,479,19,8,-,-,-,1,41,436,114,144,621
30,2020-11-11,BARROW,1669,332,74,-,-,-,1,348,1702,711,737,2787
28,2020-11-11,BARTOW,2213,389,35,-,-,-,4,486,1902,1289,1542,3930
27,2020-11-11,BEN HILL,391,262,4,-,-,-,0,41,609,247,254,904
112,2020-11-11,BERRIEN,355,68,0,-,-,-,2,29,412,85,69,510
1,2020-11-11,BIBB,1767,3727,59,-,-,-,0,163,5069,1329,1650,6882
32,2020-11-11,BLECKLEY,329,167,2,-,-,-,0,17,446,27,62,525
33,2020-11-11,BRANTLEY,377,22,1,-,-,-,0,3,390,94,101,494
130,2020-11-11,BROOKS,183,233,1,-,-,-,0,40,366,137,148,554
120,2020-11-11,BRYAN,853,208,13,-,-,-,1,50,987,265,303,1340
34,2020-11-11,BULLOCH,1710,722,19,-,-,-,1,129,2225,724,822,3176
123,2020-11-11,BURKE,264,502,3,-,-,-,0,31,674,159,223,928
31,2020-11-11,BUTTS,391,228,3,-,-,-,0,11,528,167,250,789
137,2020-11-11,CALHOUN,65,165,2,-,-,-,0,11,202,49,68,281
115,2020-11-11,CAMDEN,841,346,17,-,-,-,0,74,1084,318,364,1522
36,2020-11-11,CANDLER,282,112,0,-,-,-,2,82,344,171,141,567
104,2020-11-11,CARROLL,1967,781,8,-,-,-,2,247,1663,875,1723,3633
35,2020-11-11,CATOOSA,1050,48,10,-,-,-,3,49,900,545,707,1656
41,2020-11-11,CHARLTON,218,133,5,-,-,-,0,99,264,304,297,660
42,2020-11-11,CHATHAM,4005,3910,164,-,-,-,10,656,7211,1745,1967,9834
38,2020-11-11,CHATTAHOOCHEE,1279,228,31,-,-,-,0,113,609,316,1132,1854
43,2020-11-11,CHATTOOGA,527,82,3,-,-,-,4,83,469,426,490,1042
138,2020-11-11,CHEROKEE,5464,424,76,-,-,-,2,1325,4487,1862,2016,7828
2,2020-11-11,CLARKE,3461,982,221,-,-,-,1,751,3864,1453,1503,6118
