,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
27,2020-11-10,APPLING,647,226,6,-,-,-,2,115,713,329,382,1210
26,2020-11-10,ATKINSON,263,61,0,-,-,-,0,152,248,181,105,505
25,2020-11-10,BACON,410,92,4,-,-,-,0,106,459,149,90,655
28,2020-11-10,BAKER,46,50,0,-,-,-,0,10,78,7,15,103
0,2020-11-10,BALDWIN,1232,746,18,-,-,-,1,64,1759,461,635,2458
23,2020-11-10,BANKS,533,19,9,-,-,-,1,45,492,114,139,676
24,2020-11-10,BARROW,1790,367,84,-,-,-,1,373,1838,663,694,2905
31,2020-11-10,BARTOW,2441,418,39,-,-,-,5,513,2145,1226,1471,4129
33,2020-11-10,BEN HILL,411,276,4,-,-,-,0,43,640,221,229,912
104,2020-11-10,BERRIEN,369,71,0,-,-,-,2,30,427,78,63,520
4,2020-11-10,BIBB,1943,4027,68,-,-,-,1,168,5551,993,1313,7032
32,2020-11-10,BLECKLEY,338,169,3,-,-,-,0,17,459,25,59,535
29,2020-11-10,BRANTLEY,399,23,1,-,-,-,0,3,412,82,90,505
129,2020-11-10,BROOKS,187,247,1,-,-,-,0,42,382,128,139,563
126,2020-11-10,BRYAN,879,217,16,-,-,-,2,55,1029,232,262,1346
30,2020-11-10,BULLOCH,1808,765,21,-,-,-,1,133,2363,617,716,3212
125,2020-11-10,BURKE,276,527,3,-,-,-,0,31,712,145,208,951
35,2020-11-10,BUTTS,428,238,3,-,-,-,0,11,575,152,235,821
128,2020-11-10,CALHOUN,54,165,2,-,-,-,0,5,201,46,61,267
113,2020-11-10,CAMDEN,929,358,18,-,-,-,0,81,1185,284,323,1589
36,2020-11-10,CANDLER,298,115,0,-,-,-,0,80,364,158,127,571
109,2020-11-10,CARROLL,2183,860,11,-,-,-,1,275,1951,750,1579,3805
39,2020-11-10,CATOOSA,1301,55,14,-,-,-,3,54,1150,585,754,1958
38,2020-11-10,CHARLTON,233,139,5,-,-,-,0,99,283,296,291,673
37,2020-11-10,CHATHAM,4190,4078,186,-,-,-,12,690,7547,1550,1779,10016
34,2020-11-10,CHATTAHOOCHEE,1318,234,32,-,-,-,0,118,637,321,1150,1905
43,2020-11-10,CHATTOOGA,589,84,4,-,-,-,4,84,528,398,467,1079
135,2020-11-10,CHEROKEE,5970,453,80,-,-,-,4,1411,4973,1739,1862,8246
3,2020-11-10,CLARKE,3712,1081,229,-,-,-,2,788,4190,1312,1358,6336
134,2020-11-10,CLAY,27,80,0,-,-,-,1,4,106,17,15,125
40,2020-11-10,CLAYTON,1110,5241,279,-,-,-,6,1352,5161,2576,2699,9212
41,2020-11-10,CLINCH,222,143,0,-,-,-,0,20,355,119,109,484
42,2020-11-10,COBB,11027,6265,636,-,-,-,23,5410,14353,6394,4582,24345
5,2020-11-10,COFFEE,1144,640,8,-,-,-,2,297,1494,673,676,2467
44,2020-11-10,COLQUITT,1207,416,12,-,-,-,1,747,1176,533,246,2169
13,2020-11-10,COLUMBIA,2599,1033,126,-,-,-,4,184,3296,1143,1425,4905
103,2020-11-10,COOK,355,173,1,-,-,-,0,51,514,159,123,688
45,2020-11-10,COWETA,1760,765,29,-,-,-,1,328,2189,694,732,3249
107,2020-11-10,CRAWFORD,106,72,0,-,-,-,0,2,162,33,47,211
49,2020-11-10,CRISP,227,320,8,-,-,-,1,36,522,134,132,690
46,2020-11-10,DADE,354,8,5,-,-,-,0,15,320,142,174,509
136,2020-11-10,DAWSON,870,9,5,-,-,-,1,60,809,114,130,999
48,2020-11-10,DECATUR,623,545,2,-,-,-,1,123,987,188,249,1359
120,2020-11-10,DEKALB,5921,11133,1209,-,-,-,15,3463,14512,5610,5913,23888
117,2020-11-10,DODGE,402,242,2,-,-,-,0,9,585,49,101,695
50,2020-11-10,DOOLY,131,214,1,-,-,-,0,32,315,53,52,399
51,2020-11-10,DOUGHERTY,611,2457,17,-,-,-,0,77,2784,276,500,3361
127,2020-11-10,DOUGLAS,1489,2131,81,-,-,-,2,671,3152,855,735,4558
47,2020-11-10,EARLY,153,361,1,-,-,-,0,6,480,65,94,580
