,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
89,2020-12-22,THOMAS,1014,1038,11,-,-,-,3,84,1892,172,262,2238
90,2020-12-22,TIFT,1309,841,14,-,-,-,1,395,2054,633,349,2798
88,2020-12-22,TOOMBS,838,390,9,-,-,-,3,186,1189,758,623,1998
94,2020-12-22,TOWNS,607,4,4,-,-,-,1,18,583,84,99,700
98,2020-12-22,TREUTLEN,197,156,4,-,-,-,0,1,333,27,50,384
97,2020-12-22,TROUP,1349,1743,17,-,-,-,4,119,2556,783,1221,3896
131,2020-12-22,TURNER,163,204,4,-,-,-,0,14,369,80,68,451
95,2020-12-22,TWIGGS,93,191,1,-,-,-,0,4,255,51,77,336
125,2020-12-22,UNION,1165,6,7,-,-,-,0,23,1112,140,183,1318
96,2020-12-22,UPSON,511,395,4,-,-,-,0,19,887,192,196,1102
158,2020-12-22,WALKER,2236,151,15,-,-,-,4,89,1994,1189,1512,3595
19,2020-12-22,WALTON,2347,788,52,-,-,-,4,167,2804,996,1216,4187
93,2020-12-22,WARE,988,607,10,-,-,-,1,84,1431,490,581,2096
114,2020-12-22,WARREN,46,136,0,-,-,-,0,3,169,32,42,214
160,2020-12-22,WASHINGTON,374,553,0,-,-,-,0,19,811,199,296,1126
161,2020-12-22,WAYNE,861,232,9,-,-,-,0,60,1007,633,668,1735
116,2020-12-22,WEBSTER,20,40,0,-,-,-,0,0,59,1,2,61
157,2020-12-22,WHEELER,154,78,2,-,-,-,0,7,217,148,158,382
20,2020-12-22,WHITE,1581,29,2,-,-,-,0,35,1529,278,326,1890
102,2020-12-22,WHITFIELD,6166,318,71,-,-,-,4,4000,3645,3823,2737,10382
15,2020-12-22,WILCOX,184,132,1,-,-,-,0,7,292,47,65,364
100,2020-12-22,WILKES,185,212,0,-,-,-,0,26,364,50,57,447
110,2020-12-22,WILKINSON,201,223,0,-,-,-,0,5,383,76,112,500
117,2020-12-22,WORTH,385,354,2,-,-,-,0,11,703,88,115,829
