,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
134,2020-11-16,DAWSON,842,9,2,-,-,-,1,61,772,126,147,980
43,2020-11-16,DECATUR,618,544,2,-,-,-,1,128,977,215,275,1380
114,2020-11-16,DEKALB,5631,10743,1175,-,-,-,15,3391,13620,6108,6661,23672
118,2020-11-16,DODGE,389,240,2,-,-,-,0,8,566,57,114,688
51,2020-11-16,DOOLY,129,209,1,-,-,-,0,32,310,58,55,397
52,2020-11-16,DOUGHERTY,611,2449,17,-,-,-,0,77,2675,299,624,3376
125,2020-11-16,DOUGLAS,1464,2076,82,-,-,-,1,656,3080,898,785,4521
54,2020-11-16,EARLY,149,361,1,-,-,-,0,6,466,80,119,591
55,2020-11-16,ECHOLS,93,7,1,-,-,-,0,117,70,150,64,251
101,2020-11-16,EFFINGHAM,1280,346,12,-,-,-,1,92,1480,335,402,1974
22,2020-11-16,ELBERT,369,335,4,-,-,-,0,47,648,136,149,844
53,2020-11-16,EMANUEL,542,364,9,-,-,-,1,33,838,346,391,1262
49,2020-11-16,EVANS,218,128,1,-,-,-,0,72,305,155,125,502
135,2020-11-16,FANNIN,777,2,0,-,-,-,0,37,713,128,157,907
137,2020-11-16,FAYETTE,995,627,38,-,-,-,2,160,1382,711,831,2373
141,2020-11-16,FLOYD,2316,550,30,-,-,-,5,669,2136,1707,1803,4608
50,2020-11-16,FORSYTH,3593,183,202,-,-,-,4,819,3108,1361,1416,5343
103,2020-11-16,FRANKLIN,729,96,5,-,-,-,0,62,749,228,247,1058
17,2020-11-16,FULTON,10757,13503,715,-,-,-,26,3604,21041,8979,9335,33980
61,2020-11-16,GILMER,963,4,6,-,-,-,0,220,736,157,174,1130
60,2020-11-16,GLASCOCK,39,8,0,-,-,-,0,0,43,12,16,59
59,2020-11-16,GLYNN,2185,967,41,-,-,-,0,557,2778,791,649,3984
57,2020-11-16,GORDON,1587,95,29,-,-,-,7,575,1210,1065,998,2783
58,2020-11-16,GRADY,497,279,0,-,-,-,2,233,566,122,101,900
109,2020-11-16,GREENE,243,240,0,-,-,-,0,30,377,123,199,606
56,2020-11-16,GWINNETT,12397,6011,1784,-,-,-,32,9257,13466,13373,10874,33597
67,2020-11-16,HABERSHAM,1465,50,27,-,-,-,0,415,1173,487,441,2029
142,2020-11-16,HALL,6727,673,66,-,-,-,1,3644,5509,4026,2340,11493
105,2020-11-16,HANCOCK,79,286,0,-,-,-,0,3,328,66,100,431
62,2020-11-16,HARALSON,640,19,1,-,-,-,0,6,368,124,410,784
138,2020-11-16,HARRIS,540,219,6,-,-,-,0,28,684,133,186,898
111,2020-11-16,HART,383,139,9,-,-,-,1,39,479,123,137,655
63,2020-11-16,HEARD,188,43,0,-,-,-,0,2,198,36,67,267
6,2020-11-16,HENRY,1953,3016,128,-,-,-,9,429,4063,1814,2428,6920
139,2020-11-16,HOUSTON,1522,1272,53,-,-,-,4,209,2580,1122,1184,3973
64,2020-11-16,IRWIN,168,105,1,-,-,-,0,23,263,109,97,383
124,2020-11-16,JACKSON,1939,162,57,-,-,-,3,251,1829,638,719,2799
140,2020-11-16,JASPER,156,61,0,-,-,-,0,5,198,47,61,264
148,2020-11-16,JEFF DAVIS,560,79,4,-,-,-,0,112,538,182,175,825
23,2020-11-16,JEFFERSON,243,524,1,-,-,-,3,25,687,136,195,907
66,2020-11-16,JENKINS,213,227,1,-,-,-,0,24,404,43,56,484
147,2020-11-16,JOHNSON,256,177,0,-,-,-,0,7,389,21,58,454
144,2020-11-16,JONES,398,179,2,-,-,-,0,5,507,122,189,701
145,2020-11-16,LAMAR,253,137,1,-,-,-,1,6,343,90,133,482
65,2020-11-16,LANIER,130,65,0,-,-,-,0,33,188,134,108,329
71,2020-11-16,LAURENS,1101,872,10,-,-,-,2,38,1841,156,262,2141
146,2020-11-16,LEE,402,271,5,-,-,-,0,16,599,98,161,776
143,2020-11-16,LIBERTY,415,688,23,-,-,-,1,90,976,273,334,1400
121,2020-11-16,LINCOLN,98,92,0,-,-,-,0,2,161,75,102,265
69,2020-11-16,LONG,169,86,1,-,-,-,0,22,225,38,47,294
8,2020-11-16,LOWNDES,1762,1659,28,-,-,-,3,264,3312,1369,1245,4821
70,2020-11-16,LUMPKIN,983,20,4,-,-,-,0,44,960,138,141,1145
7,2020-11-16,MACON,55,136,1,-,-,-,0,24,193,80,55,272
100,2020-11-16,MADISON,535,94,8,-,-,-,0,89,521,264,291,901
153,2020-11-16,MARION,83,79,2,-,-,-,0,23,153,49,37,213
68,2020-11-16,MCDUFFIE,255,300,2,-,-,-,0,29,461,193,260,750
127,2020-11-16,MCINTOSH,173,136,0,-,-,-,0,3,289,27,44,336
72,2020-11-16,MERIWETHER,212,354,3,-,-,-,1,3,521,51,97,621
12,2020-11-16,MILLER,178,139,0,-,-,-,0,10,302,28,33,345
149,2020-11-16,MITCHELL,326,456,3,-,-,-,0,62,642,92,173,877
13,2020-11-16,MONROE,397,275,1,-,-,-,1,16,622,152,188,826
150,2020-11-16,MONTGOMERY,263,88,0,-,-,-,0,36,314,29,30,380
157,2020-11-16,MORGAN,277,184,0,-,-,-,1,8,373,97,178,559
128,2020-11-16,MURRAY,994,10,1,-,-,-,0,348,706,380,331,1385
73,2020-11-16,MUSCOGEE,2066,2911,72,-,-,-,8,447,4463,1584,1731,6641
154,2020-11-16,NEWTON,1023,1380,14,-,-,-,4,228,2007,699,885,3120
75,2020-11-16,OCONEE,684,47,14,-,-,-,0,62,617,199,265,944
76,2020-11-16,OGLETHORPE,247,108,1,-,-,-,0,36,312,101,109,457
79,2020-11-16,PAULDING,1875,794,21,-,-,-,9,316,1689,854,1548,3553
77,2020-11-16,PEACH,250,407,4,-,-,-,0,41,587,201,234,862
9,2020-11-16,PICKENS,803,7,2,-,-,-,0,25,712,128,203,940
119,2020-11-16,PIERCE,482,92,1,-,-,-,0,33,532,147,157,722
106,2020-11-16,PIKE,291,48,1,-,-,-,0,15,312,81,94,421
151,2020-11-16,POLK,924,179,8,-,-,-,6,345,829,768,711,1885
14,2020-11-16,PULASKI,158,173,2,-,-,-,1,5,275,24,78,358
131,2020-11-16,PUTNAM,353,298,4,-,-,-,0,78,514,215,278,870
115,2020-11-16,QUITMAN,4,33,0,-,-,-,0,0,37,6,6,43
78,2020-11-16,RABUN,385,8,0,-,-,-,0,56,334,106,109,499
15,2020-11-16,RANDOLPH,66,198,1,-,-,-,1,5,285,78,54,344
74,2020-11-16,RICHMOND,2350,4529,79,-,-,-,2,268,6347,1868,2213,8828
81,2020-11-16,ROCKDALE,570,1235,30,-,-,-,2,275,1401,508,669,2345
85,2020-11-16,SCHLEY,63,44,1,-,-,-,0,2,109,10,7,118
86,2020-11-16,SCREVEN,174,201,6,-,-,-,0,8,363,82,92,463
84,2020-11-16,SEMINOLE,244,173,0,-,-,-,0,8,397,32,44,449
80,2020-11-16,SPALDING,808,593,13,-,-,-,1,84,1157,344,518,1759
152,2020-11-16,STEPHENS,1002,137,9,-,-,-,0,26,1098,226,250,1374
82,2020-11-16,STEWART,49,131,4,-,-,-,0,299,180,387,92,571
10,2020-11-16,SUMTER,271,482,3,-,-,-,0,57,742,231,188,987
83,2020-11-16,TALBOT,53,118,0,-,-,-,0,0,166,23,28,194
88,2020-11-16,TALIAFERRO,11,19,0,-,-,-,0,1,28,3,4,33
92,2020-11-16,TATTNALL,502,147,1,-,-,-,0,133,541,337,313,987
159,2020-11-16,TAYLOR,90,122,0,-,-,-,1,4,216,39,32,252
91,2020-11-16,TELFAIR,305,129,1,-,-,-,1,32,372,76,108,512
160,2020-11-16,TERRELL,60,261,2,-,-,-,0,4,296,24,47,347
89,2020-11-16,THOMAS,776,805,9,-,-,-,2,63,1442,93,180,1685
90,2020-11-16,TIFT,944,595,12,-,-,-,1,308,1478,526,292,2078
87,2020-11-16,TOOMBS,623,280,7,-,-,-,2,165,885,661,523,1573
96,2020-11-16,TOWNS,439,4,4,-,-,-,1,16,423,60,69,508
97,2020-11-16,TREUTLEN,178,127,4,-,-,-,0,1,285,14,37,323
93,2020-11-16,TROUP,1010,1488,15,-,-,-,1,99,2080,670,1005,3184
126,2020-11-16,TURNER,115,169,4,-,-,-,0,12,277,68,67,356
94,2020-11-16,TWIGGS,54,147,1,-,-,-,0,3,176,32,55,234
122,2020-11-16,UNION,878,6,2,-,-,-,0,15,833,96,134,982
98,2020-11-16,UPSON,394,318,3,-,-,-,0,17,707,169,160,884
158,2020-11-16,WALKER,1436,106,11,-,-,-,1,71,1243,681,921,2235
20,2020-11-16,WALTON,1408,520,33,-,-,-,4,115,1683,602,769,2567
95,2020-11-16,WARE,826,555,8,-,-,-,1,75,1232,447,530,1837
116,2020-11-16,WARREN,34,113,0,-,-,-,0,1,134,29,41,176
155,2020-11-16,WASHINGTON,275,433,0,-,-,-,0,18,609,212,293,920
161,2020-11-16,WAYNE,632,170,7,-,-,-,1,50,725,524,559,1334
120,2020-11-16,WEBSTER,14,29,0,-,-,-,0,0,43,2,2,45
156,2020-11-16,WHEELER,149,71,2,-,-,-,0,6,206,148,158,370
19,2020-11-16,WHITE,966,21,1,-,-,-,0,20,920,118,166,1106
99,2020-11-16,WHITFIELD,4054,177,44,-,-,-,0,3026,1986,2456,1719,6731
11,2020-11-16,WILCOX,134,117,1,-,-,-,0,7,233,15,27,267
102,2020-11-16,WILKES,149,153,0,-,-,-,0,24,277,44,45,346
112,2020-11-16,WILKINSON,149,177,0,-,-,-,0,4,292,71,101,397
117,2020-11-16,WORTH,289,294,1,-,-,-,0,9,546,36,65,620
