,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
25,2020-12-24,APPLING,736,247,7,-,-,-,2,119,823,408,458,1400
26,2020-12-24,ATKINSON,310,110,0,-,-,-,0,163,336,201,122,621
22,2020-12-24,BACON,502,107,4,-,-,-,0,112,561,181,121,794
23,2020-12-24,BAKER,62,57,0,-,-,-,0,16,96,9,16,128
0,2020-12-24,BALDWIN,1375,855,22,-,-,-,1,75,1994,584,768,2837
28,2020-12-24,BANKS,824,29,9,-,-,-,1,62,752,234,283,1097
30,2020-12-24,BARROW,2723,526,134,-,-,-,2,526,2736,1205,1328,4590
27,2020-12-24,BARTOW,3623,577,51,-,-,-,8,649,3231,1982,2361,6241
29,2020-12-24,BEN HILL,533,359,5,-,-,-,0,61,846,282,272,1179
107,2020-12-24,BERRIEN,537,100,0,-,-,-,2,47,617,120,95,759
4,2020-12-24,BIBB,2425,5129,102,-,-,-,1,205,7056,1391,1787,9048
31,2020-12-24,BLECKLEY,408,183,2,-,-,-,0,21,536,36,72,629
32,2020-12-24,BRANTLEY,501,24,1,-,-,-,0,6,504,123,139,649
127,2020-12-24,BROOKS,248,328,1,-,-,-,0,54,503,179,199,756
121,2020-12-24,BRYAN,1107,275,20,-,-,-,3,81,1293,307,338,1712
36,2020-12-24,BULLOCH,2014,882,32,-,-,-,2,150,2713,735,802,3665
122,2020-12-24,BURKE,351,609,4,-,-,-,0,34,856,180,254,1144
33,2020-12-24,BUTTS,659,293,3,-,-,-,0,14,801,266,406,1221
133,2020-12-24,CALHOUN,69,177,2,-,-,-,0,5,226,60,77,308
115,2020-12-24,CAMDEN,1289,433,24,-,-,-,0,105,1610,408,439,2154
37,2020-12-24,CANDLER,318,120,3,-,-,-,0,81,393,163,130,604
106,2020-12-24,CARROLL,2898,1060,29,-,-,-,2,321,2703,1150,2115,5139
34,2020-12-24,CATOOSA,1970,65,21,-,-,-,3,68,1755,1033,1269,3092
35,2020-12-24,CHARLTON,294,181,6,-,-,-,0,105,368,343,351,824
43,2020-12-24,CHATHAM,5283,5021,253,-,-,-,18,838,9404,1910,2243,12485
39,2020-12-24,CHATTAHOOCHEE,1480,274,35,-,-,-,0,135,697,354,1311,2143
38,2020-12-24,CHATTOOGA,810,108,5,-,-,-,3,92,745,552,641,1478
132,2020-12-24,CHEROKEE,8450,630,130,-,-,-,4,1791,7193,2964,3194,12178
3,2020-12-24,CLARKE,4582,1586,292,-,-,-,6,964,5383,1746,1865,8212
134,2020-12-24,CLAY,35,82,0,-,-,-,1,5,110,25,28,143
41,2020-12-24,CLAYTON,1551,7165,413,-,-,-,9,1813,7207,3598,3716,12736
40,2020-12-24,CLINCH,261,154,3,-,-,-,1,20,401,117,115,536
42,2020-12-24,COBB,15600,8560,926,-,-,-,33,6954,19897,10147,8415,35266
10,2020-12-24,COFFEE,1561,978,11,-,-,-,2,366,2185,797,798,3349
45,2020-12-24,COLQUITT,1370,475,17,-,-,-,1,775,1402,625,311,2488
13,2020-12-24,COLUMBIA,3662,1456,178,-,-,-,4,267,4680,1666,2019,6966
101,2020-12-24,COOK,506,268,2,-,-,-,0,57,757,190,152,966
44,2020-12-24,COWETA,2778,1043,44,-,-,-,2,413,3371,1102,1185,4969
105,2020-12-24,CRAWFORD,185,102,0,-,-,-,0,4,261,57,79,344
46,2020-12-24,CRISP,344,411,9,-,-,-,1,42,682,167,208,932
48,2020-12-24,DADE,472,8,5,-,-,-,0,17,428,200,240,685
136,2020-12-24,DAWSON,1304,10,6,-,-,-,1,82,1225,264,278,1585
47,2020-12-24,DECATUR,707,631,3,-,-,-,1,137,1142,243,306,1585
120,2020-12-24,DEKALB,8145,15337,1484,-,-,-,25,4214,20551,8954,9180,33945
118,2020-12-24,DODGE,478,279,3,-,-,-,0,11,687,52,114,812
54,2020-12-24,DOOLY,192,265,2,-,-,-,0,33,414,60,72,519
52,2020-12-24,DOUGHERTY,722,2817,20,-,-,-,0,92,3246,363,584,3922
129,2020-12-24,DOUGLAS,2164,3036,109,-,-,-,3,885,4407,1275,1295,6587
53,2020-12-24,EARLY,190,404,1,-,-,-,0,6,562,102,129,697
50,2020-12-24,ECHOLS,148,8,2,-,-,-,0,134,110,153,67,311
109,2020-12-24,EFFINGHAM,1572,403,15,-,-,-,0,110,1848,385,417,2375
16,2020-12-24,ELBERT,538,387,8,-,-,-,0,52,820,188,249,1121
51,2020-12-24,EMANUEL,621,403,9,-,-,-,1,35,955,359,403,1393
49,2020-12-24,EVANS,261,147,2,-,-,-,0,92,372,173,119,583
135,2020-12-24,FANNIN,1069,2,0,-,-,-,1,49,976,171,218,1243
138,2020-12-24,FAYETTE,1582,939,68,-,-,-,8,261,2231,1012,1117,3609
137,2020-12-24,FLOYD,3348,804,41,-,-,-,9,797,3219,2282,2468,6484
59,2020-12-24,FORSYTH,5700,282,391,-,-,-,7,1189,5152,2472,2511,8852
103,2020-12-24,FRANKLIN,1144,138,12,-,-,-,0,83,1153,295,353,1589
12,2020-12-24,FULTON,16741,18641,1352,-,-,-,45,4991,31413,12356,12731,49135
56,2020-12-24,GILMER,1297,7,9,-,-,-,0,259,1040,251,265,1564
55,2020-12-24,GLASCOCK,56,14,0,-,-,-,0,0,63,15,22,85
58,2020-12-24,GLYNN,2657,1174,53,-,-,-,2,605,3441,808,648,4694
57,2020-12-24,GORDON,2316,146,51,-,-,-,10,741,1836,1411,1357,3934
61,2020-12-24,GRADY,572,328,0,-,-,-,4,241,688,135,110,1039
104,2020-12-24,GREENE,364,346,1,-,-,-,0,52,551,177,285,888
65,2020-12-24,GWINNETT,16999,8913,2839,-,-,-,55,11852,20499,20320,16775,49126
62,2020-12-24,HABERSHAM,2443,80,43,-,-,-,0,556,2044,804,770,3370
140,2020-12-24,HALL,9947,951,121,-,-,-,2,4637,8309,5786,3861,16807
113,2020-12-24,HANCOCK,94,320,0,-,-,-,0,3,378,162,195,576
63,2020-12-24,HARALSON,945,30,3,-,-,-,0,12,622,213,557,1191
141,2020-12-24,HARRIS,739,263,7,-,-,-,0,32,912,205,270,1214
108,2020-12-24,HART,652,240,12,-,-,-,1,45,838,184,206,1089
64,2020-12-24,HEARD,303,53,1,-,-,-,0,3,306,53,101,410
9,2020-12-24,HENRY,3151,4471,208,-,-,-,17,702,6562,2746,3329,10593
142,2020-12-24,HOUSTON,2336,1789,94,-,-,-,7,282,3851,1607,1700,5833
60,2020-12-24,IRWIN,270,146,1,-,-,-,0,27,409,122,103,539
130,2020-12-24,JACKSON,3209,285,98,-,-,-,8,368,2949,1230,1513,4830
139,2020-12-24,JASPER,240,83,0,-,-,-,0,7,296,65,85,388
144,2020-12-24,JEFF DAVIS,657,98,4,-,-,-,0,119,653,178,165,937
18,2020-12-24,JEFFERSON,323,653,2,-,-,-,3,26,872,138,221,1119
69,2020-12-24,JENKINS,231,239,1,-,-,-,0,24,429,42,60,513
147,2020-12-24,JOHNSON,308,207,0,-,-,-,0,7,462,22,68,537
145,2020-12-24,JONES,544,298,4,-,-,-,0,7,761,138,216,984
146,2020-12-24,LAMAR,378,206,2,-,-,-,1,9,530,171,219,758
70,2020-12-24,LANIER,168,85,0,-,-,-,0,35,244,133,107,386
67,2020-12-24,LAURENS,1391,1051,14,-,-,-,2,37,2263,189,347,2647
143,2020-12-24,LEE,518,333,5,-,-,-,1,25,777,175,230,1032
153,2020-12-24,LIBERTY,560,864,24,-,-,-,1,126,1216,324,431,1773
124,2020-12-24,LINCOLN,147,112,0,-,-,-,0,3,229,65,92,324
68,2020-12-24,LONG,236,105,2,-,-,-,0,29,305,77,86,420
6,2020-12-24,LOWNDES,2309,2116,53,-,-,-,5,355,4258,1503,1373,5986
66,2020-12-24,LUMPKIN,1472,29,5,-,-,-,1,57,1466,267,251,1774
5,2020-12-24,MACON,78,176,1,-,-,-,0,25,249,99,80,354
