,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
23,2020-11-17,APPLING,629,216,6,-,-,-,2,115,690,358,406,1211
29,2020-11-17,ATKINSON,255,61,0,-,-,-,0,152,239,187,112,503
30,2020-11-17,BACON,415,89,4,-,-,-,0,106,455,150,97,658
27,2020-11-17,BAKER,45,48,0,-,-,-,0,10,76,9,16,102
5,2020-11-17,BALDWIN,1188,711,15,-,-,-,1,61,1663,524,715,2439
26,2020-11-17,BANKS,509,19,9,-,-,-,1,41,466,119,150,657
28,2020-11-17,BARROW,1732,348,79,-,-,-,1,366,1771,731,754,2891
24,2020-11-17,BARTOW,2332,404,37,-,-,-,5,497,2017,1336,1600,4114
25,2020-11-17,BEN HILL,400,268,4,-,-,-,0,42,622,240,248,912
105,2020-11-17,BERRIEN,363,70,0,-,-,-,2,29,421,85,70,520
0,2020-11-17,BIBB,1818,3836,66,-,-,-,0,165,5221,1312,1646,7032
32,2020-11-17,BLECKLEY,337,168,3,-,-,-,0,17,456,27,62,535
35,2020-11-17,BRANTLEY,384,22,1,-,-,-,0,3,397,98,105,505
130,2020-11-17,BROOKS,185,236,1,-,-,-,0,41,368,137,150,559
125,2020-11-17,BRYAN,870,217,15,-,-,-,2,52,1014,258,296,1362
36,2020-11-17,BULLOCH,1755,735,20,-,-,-,0,130,2278,712,814,3222
123,2020-11-17,BURKE,271,517,3,-,-,-,0,31,692,167,235,958
33,2020-11-17,BUTTS,414,237,3,-,-,-,0,11,552,177,268,831
134,2020-11-17,CALHOUN,58,165,2,-,-,-,0,6,200,45,64,270
113,2020-11-17,CAMDEN,880,351,18,-,-,-,0,76,1132,336,377,1585
34,2020-11-17,CANDLER,283,114,0,-,-,-,2,82,347,169,139,568
110,2020-11-17,CARROLL,2056,823,9,-,-,-,2,255,1756,883,1762,3773
31,2020-11-17,CATOOSA,1145,51,14,-,-,-,3,50,997,567,733,1780
42,2020-11-17,CHARLTON,224,136,5,-,-,-,0,99,271,306,301,671
37,2020-11-17,CHATHAM,4125,3988,173,-,-,-,10,684,7363,1774,2023,10070
41,2020-11-17,CHATTAHOOCHEE,1316,235,32,-,-,-,0,118,631,323,1157,1906
38,2020-11-17,CHATTOOGA,557,84,4,-,-,-,4,83,498,426,494,1075
135,2020-11-17,CHEROKEE,5760,440,80,-,-,-,4,1381,4736,2016,2183,8300
3,2020-11-17,CLARKE,3572,1035,225,-,-,-,2,776,4004,1470,1524,6304
131,2020-11-17,CLAY,27,80,0,-,-,-,1,4,106,17,15,125
39,2020-11-17,CLAYTON,1077,5072,268,-,-,-,5,1328,4864,2744,2974,9166
40,2020-11-17,CLINCH,213,137,0,-,-,-,0,20,337,132,125,482
47,2020-11-17,COBB,10845,6172,628,-,-,-,20,5382,14042,6668,4909,24333
4,2020-11-17,COFFEE,1114,631,8,-,-,-,2,300,1456,707,706,2462
43,2020-11-17,COLQUITT,1208,419,12,-,-,-,1,745,1171,563,287,2203
17,2020-11-17,COLUMBIA,2529,1005,123,-,-,-,3,183,3196,1329,1610,4989
101,2020-11-17,COOK,344,172,1,-,-,-,0,50,501,173,139,690
45,2020-11-17,COWETA,1657,738,25,-,-,-,2,315,2056,840,891,3262
109,2020-11-17,CRAWFORD,102,70,0,-,-,-,0,1,155,39,55,211
48,2020-11-17,CRISP,223,321,8,-,-,-,1,36,513,146,150,699
44,2020-11-17,DADE,292,7,5,-,-,-,0,15,254,138,173,442
132,2020-11-17,DAWSON,854,9,3,-,-,-,1,61,785,128,149,995
46,2020-11-17,DECATUR,617,544,2,-,-,-,1,128,976,214,274,1378
116,2020-11-17,DEKALB,5699,10845,1187,-,-,-,15,3410,13771,6201,6766,23947
120,2020-11-17,DODGE,392,243,2,-,-,-,0,8,571,59,117,696
51,2020-11-17,DOOLY,129,209,1,-,-,-,0,32,309,57,55,396
52,2020-11-17,DOUGHERTY,611,2448,17,-,-,-,0,77,2675,298,622,3374
127,2020-11-17,DOUGLAS,1473,2099,82,-,-,-,2,661,3100,899,794,4555
53,2020-11-17,EARLY,151,361,1,-,-,-,0,6,468,77,116,590
50,2020-11-17,ECHOLS,93,7,1,-,-,-,0,117,70,150,64,251
104,2020-11-17,EFFINGHAM,1292,348,12,-,-,-,1,92,1491,329,399,1982
18,2020-11-17,ELBERT,372,337,4,-,-,-,0,47,650,139,155,852
49,2020-11-17,EMANUEL,544,364,9,-,-,-,1,33,839,345,391,1263
54,2020-11-17,EVANS,219,131,1,-,-,-,0,73,308,152,122,503
141,2020-11-17,FANNIN,782,2,0,-,-,-,0,38,717,133,162,917
137,2020-11-17,FAYETTE,1005,640,40,-,-,-,2,162,1403,716,838,2403
138,2020-11-17,FLOYD,2337,556,30,-,-,-,5,674,2155,1730,1829,4658
56,2020-11-17,FORSYTH,3685,187,214,-,-,-,4,829,3199,1387,1449,5477
99,2020-11-17,FRANKLIN,746,97,5,-,-,-,0,62,765,223,244,1071
15,2020-11-17,FULTON,11005,13686,743,-,-,-,26,3649,21324,9171,9658,34631
57,2020-11-17,GILMER,973,4,6,-,-,-,0,220,744,158,177,1141
59,2020-11-17,GLASCOCK,39,8,0,-,-,-,0,0,43,12,16,59
55,2020-11-17,GLYNN,2191,972,42,-,-,-,0,558,2791,782,638,3987
58,2020-11-17,GORDON,1615,98,29,-,-,-,7,586,1227,1076,1012,2825
60,2020-11-17,GRADY,497,280,0,-,-,-,2,232,568,122,101,901
108,2020-11-17,GREENE,246,246,0,-,-,-,0,30,384,122,200,614
61,2020-11-17,GWINNETT,12516,6095,1807,-,-,-,34,9303,13651,13485,10983,33937
64,2020-11-17,HABERSHAM,1481,51,28,-,-,-,0,419,1189,495,447,2055
139,2020-11-17,HALL,6800,681,66,-,-,-,1,3659,5583,4055,2361,11603
106,2020-11-17,HANCOCK,79,286,0,-,-,-,0,3,329,70,103,435
65,2020-11-17,HARALSON,655,19,1,-,-,-,0,6,377,121,413,796
136,2020-11-17,HARRIS,539,221,6,-,-,-,0,27,686,134,187,900
107,2020-11-17,HART,387,142,9,-,-,-,1,40,485,120,134,659
62,2020-11-17,HEARD,190,44,0,-,-,-,0,2,202,33,63,267
11,2020-11-17,HENRY,1981,3056,131,-,-,-,10,433,4120,1810,2435,6988
140,2020-11-17,HOUSTON,1538,1288,56,-,-,-,4,211,2620,1143,1198,4029
66,2020-11-17,IRWIN,168,105,1,-,-,-,0,23,263,109,97,383
128,2020-11-17,JACKSON,1969,162,60,-,-,-,3,254,1854,642,728,2836
143,2020-11-17,JASPER,157,61,0,-,-,-,0,5,197,46,62,264
144,2020-11-17,JEFF DAVIS,563,79,4,-,-,-,0,112,541,179,172,825
19,2020-11-17,JEFFERSON,245,525,1,-,-,-,3,25,688,137,198,911
67,2020-11-17,JENKINS,213,227,1,-,-,-,0,24,404,44,57,485
148,2020-11-17,JOHNSON,255,178,0,-,-,-,0,7,389,21,58,454
145,2020-11-17,JONES,403,181,2,-,-,-,0,5,515,118,184,704
142,2020-11-17,LAMAR,258,139,1,-,-,-,1,6,348,90,135,489
63,2020-11-17,LANIER,130,65,0,-,-,-,0,33,188,134,108,329
73,2020-11-17,LAURENS,1101,873,10,-,-,-,2,38,1841,156,263,2142
146,2020-11-17,LEE,403,272,5,-,-,-,0,16,601,98,161,778
147,2020-11-17,LIBERTY,417,693,23,-,-,-,1,91,981,270,332,1404
118,2020-11-17,LINCOLN,98,92,0,-,-,-,0,2,161,75,102,265
72,2020-11-17,LONG,169,86,1,-,-,-,0,22,225,38,47,294
7,2020-11-17,LOWNDES,1769,1665,30,-,-,-,3,265,3320,1375,1257,4842
68,2020-11-17,LUMPKIN,997,21,4,-,-,-,0,45,976,141,142,1163
6,2020-11-17,MACON,55,136,1,-,-,-,0,24,193,81,56,273
100,2020-11-17,MADISON,538,96,8,-,-,-,1,90,524,266,295,909
153,2020-11-17,MARION,83,79,2,-,-,-,0,23,153,50,38,214
69,2020-11-17,MCDUFFIE,255,304,2,-,-,-,0,29,463,190,259,751
129,2020-11-17,MCINTOSH,174,136,0,-,-,-,0,3,290,27,44,337
70,2020-11-17,MERIWETHER,213,355,3,-,-,-,1,3,523,50,96,622
13,2020-11-17,MILLER,177,139,0,-,-,-,0,10,301,28,33,344
152,2020-11-17,MITCHELL,328,455,3,-,-,-,0,62,643,93,174,879
14,2020-11-17,MONROE,401,279,1,-,-,-,1,16,629,161,198,843
154,2020-11-17,MONTGOMERY,262,90,0,-,-,-,0,37,315,29,29,381
158,2020-11-17,MORGAN,279,185,0,-,-,-,1,8,374,96,179,561
124,2020-11-17,MURRAY,1012,11,1,-,-,-,0,350,722,382,334,1406
71,2020-11-17,MUSCOGEE,2085,2923,72,-,-,-,8,448,4487,1578,1731,6666
149,2020-11-17,NEWTON,1037,1407,15,-,-,-,3,234,2044,695,879,3157
74,2020-11-17,OCONEE,689,47,14,-,-,-,0,63,620,199,266,949
78,2020-11-17,OGLETHORPE,248,108,1,-,-,-,0,38,313,101,107,458
79,2020-11-17,PAULDING,1908,806,21,-,-,-,9,321,1718,861,1566,3605
76,2020-11-17,PEACH,256,409,4,-,-,-,0,41,596,204,236,873
9,2020-11-17,PICKENS,820,7,2,-,-,-,0,25,724,123,203,952
119,2020-11-17,PIERCE,485,92,1,-,-,-,0,33,534,145,156,723
111,2020-11-17,PIKE,295,49,1,-,-,-,0,15,317,80,93,425
150,2020-11-17,POLK,930,179,8,-,-,-,6,345,835,772,715,1895
16,2020-11-17,PULASKI,164,175,2,-,-,-,1,5,276,19,80,361
133,2020-11-17,PUTNAM,356,298,4,-,-,-,0,78,515,212,277,870
112,2020-11-17,QUITMAN,4,33,0,-,-,-,0,0,37,6,6,43
77,2020-11-17,RABUN,394,8,0,-,-,-,0,56,339,104,111,506
12,2020-11-17,RANDOLPH,66,198,1,-,-,-,1,5,285,78,54,344
75,2020-11-17,RICHMOND,2377,4556,83,-,-,-,2,268,6365,1848,2233,8866
85,2020-11-17,ROCKDALE,577,1254,30,-,-,-,1,277,1422,507,670,2369
83,2020-11-17,SCHLEY,62,44,1,-,-,-,0,3,108,11,7,118
84,2020-11-17,SCREVEN,174,201,6,-,-,-,0,8,363,82,92,463
82,2020-11-17,SEMINOLE,245,173,0,-,-,-,0,8,397,31,44,449
80,2020-11-17,SPALDING,818,603,13,-,-,-,1,85,1168,342,524,1777
151,2020-11-17,STEPHENS,1014,139,9,-,-,-,0,28,1110,221,245,1383
81,2020-11-17,STEWART,48,130,4,-,-,-,0,299,178,386,91,568
10,2020-11-17,SUMTER,272,484,3,-,-,-,0,56,745,230,188,989
89,2020-11-17,TALBOT,53,121,0,-,-,-,0,0,168,24,30,198
90,2020-11-17,TALIAFERRO,11,19,0,-,-,-,0,1,28,3,4,33
91,2020-11-17,TATTNALL,505,147,1,-,-,-,0,133,544,335,311,988
160,2020-11-17,TAYLOR,90,123,0,-,-,-,1,4,217,40,33,254
88,2020-11-17,TELFAIR,305,129,1,-,-,-,1,32,372,76,108,512
159,2020-11-17,TERRELL,60,261,2,-,-,-,0,4,296,24,47,347
92,2020-11-17,THOMAS,776,803,9,-,-,-,2,63,1441,96,182,1686
86,2020-11-17,TIFT,958,600,12,-,-,-,1,310,1497,530,294,2101
87,2020-11-17,TOOMBS,630,282,7,-,-,-,2,165,894,661,523,1582
