,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
93,2020-11-17,TOWNS,443,4,4,-,-,-,1,16,427,64,73,516
98,2020-11-17,TREUTLEN,179,127,4,-,-,-,0,1,286,15,38,325
95,2020-11-17,TROUP,1015,1508,15,-,-,-,1,100,2102,651,988,3190
126,2020-11-17,TURNER,115,169,4,-,-,-,0,12,277,68,67,356
96,2020-11-17,TWIGGS,56,147,1,-,-,-,0,3,178,32,55,236
122,2020-11-17,UNION,893,6,2,-,-,-,0,16,845,100,140,1001
97,2020-11-17,UPSON,397,321,3,-,-,-,0,17,715,168,157,889
155,2020-11-17,WALKER,1457,107,11,-,-,-,1,71,1257,689,937,2265
22,2020-11-17,WALTON,1417,521,36,-,-,-,4,115,1704,615,774,2593
94,2020-11-17,WARE,835,559,9,-,-,-,1,75,1244,445,530,1849
114,2020-11-17,WARREN,34,113,0,-,-,-,0,1,134,31,43,178
157,2020-11-17,WASHINGTON,281,435,0,-,-,-,0,18,617,207,288,923
161,2020-11-17,WAYNE,639,171,7,-,-,-,1,50,733,521,556,1339
121,2020-11-17,WEBSTER,14,29,0,-,-,-,0,0,43,2,2,45
156,2020-11-17,WHEELER,149,71,2,-,-,-,0,6,206,148,158,370
21,2020-11-17,WHITE,982,21,1,-,-,-,0,20,934,121,171,1125
102,2020-11-17,WHITFIELD,4101,180,44,-,-,-,0,3041,2034,2458,1708,6783
8,2020-11-17,WILCOX,134,119,1,-,-,-,0,7,233,15,29,269
103,2020-11-17,WILKES,150,154,0,-,-,-,0,24,279,44,45,348
115,2020-11-17,WILKINSON,150,183,0,-,-,-,0,4,299,69,99,402
117,2020-11-17,WORTH,289,295,1,-,-,-,0,9,547,37,66,622
