,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
135,2020-12-05,FLOYD,2772,683,36,-,-,-,7,715,2606,1832,2009,5330
56,2020-12-05,FORSYTH,4443,224,290,-,-,-,5,961,3929,1692,1764,6654
101,2020-12-05,FRANKLIN,901,105,9,-,-,-,0,67,915,225,258,1240
15,2020-12-05,FULTON,13235,15499,979,-,-,-,38,4113,25286,9586,9938,39337
54,2020-12-05,GILMER,1079,4,6,-,-,-,0,225,841,176,199,1265
57,2020-12-05,GLASCOCK,43,10,0,-,-,-,0,0,48,12,17,65
60,2020-12-05,GLYNN,2369,1043,48,-,-,-,1,577,3026,754,612,4215
61,2020-12-05,GORDON,1869,120,40,-,-,-,8,653,1439,1186,1131,3223
58,2020-12-05,GRADY,518,289,0,-,-,-,2,237,596,123,99,932
107,2020-12-05,GREENE,273,268,1,-,-,-,0,39,422,133,214,675
59,2020-12-05,GWINNETT,14186,7207,2188,-,-,-,39,10238,16216,15164,12330,38784
62,2020-12-05,HABERSHAM,1844,62,35,-,-,-,0,467,1502,553,525,2494
136,2020-12-05,HALL,7808,780,92,-,-,-,0,3950,6464,4453,2719,13133
109,2020-12-05,HANCOCK,84,297,0,-,-,-,0,3,344,139,173,520
63,2020-12-05,HARALSON,773,25,2,-,-,-,0,9,468,130,453,930
140,2020-12-05,HARRIS,608,233,6,-,-,-,0,28,766,146,199,993
110,2020-12-05,HART,476,175,11,-,-,-,1,41,603,126,145,789
65,2020-12-05,HEARD,232,50,1,-,-,-,0,2,243,30,68,313
8,2020-12-05,HENRY,2369,3627,162,-,-,-,13,531,5044,1961,2557,8132
143,2020-12-05,HOUSTON,1798,1455,74,-,-,-,6,240,3047,1163,1209,4496
67,2020-12-05,IRWIN,193,124,1,-,-,-,0,24,309,111,96,429
123,2020-12-05,JACKSON,2387,198,73,-,-,-,6,297,2200,766,933,3430
146,2020-12-05,JASPER,177,71,0,-,-,-,0,5,224,53,72,301
144,2020-12-05,JEFF DAVIS,589,81,4,-,-,-,0,115,572,175,162,849
21,2020-12-05,JEFFERSON,270,584,1,-,-,-,3,26,762,126,196,984
68,2020-12-05,JENKINS,219,228,1,-,-,-,0,24,412,40,52,488
145,2020-12-05,JOHNSON,264,183,0,-,-,-,0,7,403,22,59,469
141,2020-12-05,JONES,462,208,4,-,-,-,0,6,604,104,168,778
142,2020-12-05,LAMAR,307,164,1,-,-,-,1,8,413,116,168,589
69,2020-12-05,LANIER,143,69,0,-,-,-,0,34,205,136,109,348
64,2020-12-05,LAURENS,1189,924,13,-,-,-,2,38,1968,168,290,2296
148,2020-12-05,LEE,435,288,5,-,-,-,1,18,655,115,171,844
151,2020-12-05,LIBERTY,468,761,23,-,-,-,1,99,1069,280,365,1533
120,2020-12-05,LINCOLN,121,98,0,-,-,-,0,2,191,67,93,286
66,2020-12-05,LONG,187,96,1,-,-,-,0,24,251,44,53,328
9,2020-12-05,LOWNDES,2041,1898,46,-,-,-,4,315,3785,1421,1310,5410
74,2020-12-05,LUMPKIN,1144,26,4,-,-,-,1,50,1106,170,189,1345
6,2020-12-05,MACON,68,151,1,-,-,-,0,25,219,88,64,308
102,2020-12-05,MADISON,687,122,9,-,-,-,0,103,655,298,358,1116
147,2020-12-05,MARION,87,84,2,-,-,-,0,23,163,48,35,221
73,2020-12-05,MCDUFFIE,292,353,2,-,-,-,0,33,543,166,237,813
124,2020-12-05,MCINTOSH,196,150,0,-,-,-,0,3,324,27,46,373
71,2020-12-05,MERIWETHER,231,363,3,-,-,-,1,7,546,55,100,653
16,2020-12-05,MILLER,183,144,1,-,-,-,0,11,312,30,35,358
149,2020-12-05,MITCHELL,341,480,3,-,-,-,0,62,685,92,169,916
13,2020-12-05,MONROE,476,311,3,-,-,-,3,18,735,160,200,953
150,2020-12-05,MONTGOMERY,276,93,0,-,-,-,0,38,333,32,30,401
161,2020-12-05,MORGAN,319,194,0,-,-,-,1,9,423,91,173,605
125,2020-12-05,MURRAY,1434,11,1,-,-,-,0,416,1074,472,428,1918
72,2020-12-05,MUSCOGEE,2292,3149,84,-,-,-,8,470,4896,1609,1776,7142
153,2020-12-05,NEWTON,1166,1694,17,-,-,-,3,261,2424,672,867,3552
70,2020-12-05,OCONEE,824,60,15,-,-,-,0,70,753,208,284,1107
75,2020-12-05,OGLETHORPE,297,122,1,-,-,-,0,38,369,107,120,527
78,2020-12-05,PAULDING,2342,936,23,-,-,-,9,346,2142,1004,1826,4314
76,2020-12-05,PEACH,306,457,4,-,-,-,0,49,700,216,234,983
10,2020-12-05,PICKENS,944,11,2,-,-,-,0,34,825,138,236,1095
122,2020-12-05,PIERCE,515,96,1,-,-,-,0,34,564,138,152,750
115,2020-12-05,PIKE,347,50,1,-,-,-,0,16,360,87,109,485
154,2020-12-05,POLK,1058,211,9,-,-,-,6,362,988,774,708,2058
12,2020-12-05,PULASKI,181,182,3,-,-,-,1,5,297,24,89,391
132,2020-12-05,PUTNAM,401,323,4,-,-,-,0,80,578,206,276,934
112,2020-12-05,QUITMAN,5,34,0,-,-,-,0,0,39,6,6,45
80,2020-12-05,RABUN,527,10,1,-,-,-,0,66,455,106,123,644
17,2020-12-05,RANDOLPH,68,200,1,-,-,-,1,5,290,78,53,348
81,2020-12-05,RICHMOND,2856,5220,94,-,-,-,4,310,7363,1838,2339,10012
79,2020-12-05,ROCKDALE,677,1500,36,-,-,-,4,302,1752,506,669,2723
77,2020-12-05,SCHLEY,73,48,1,-,-,-,0,3,121,13,11,135
83,2020-12-05,SCREVEN,180,205,6,-,-,-,0,8,373,81,91,472
84,2020-12-05,SEMINOLE,272,190,0,-,-,-,0,8,441,30,43,492
87,2020-12-05,SPALDING,934,683,13,-,-,-,1,91,1296,369,613,2000
156,2020-12-05,STEPHENS,1212,165,12,-,-,-,0,28,1323,236,274,1625
85,2020-12-05,STEWART,51,132,4,-,-,-,0,299,182,395,101,582
5,2020-12-05,SUMTER,291,535,3,-,-,-,0,60,808,240,201,1069
86,2020-12-05,TALBOT,55,126,0,-,-,-,0,0,178,26,29,207
82,2020-12-05,TALIAFERRO,12,25,0,-,-,-,0,1,35,2,3,39
92,2020-12-05,TATTNALL,538,153,1,-,-,-,0,147,574,351,322,1043
155,2020-12-05,TAYLOR,101,143,0,-,-,-,1,5,249,44,35,289
93,2020-12-05,TELFAIR,310,133,1,-,-,-,1,32,383,77,107,522
157,2020-12-05,TERRELL,62,269,2,-,-,-,0,5,311,25,42,358
91,2020-12-05,THOMAS,827,860,9,-,-,-,2,70,1546,113,195,1811
90,2020-12-05,TIFT,1122,730,12,-,-,-,1,351,1779,578,313,2443
88,2020-12-05,TOOMBS,695,314,7,-,-,-,2,175,978,663,528,1681
89,2020-12-05,TOWNS,511,4,4,-,-,-,1,17,491,63,75,583
98,2020-12-05,TREUTLEN,188,132,4,-,-,-,0,1,301,10,32,334
94,2020-12-05,TROUP,1134,1591,17,-,-,-,1,104,2277,635,997,3378
133,2020-12-05,TURNER,133,175,4,-,-,-,0,13,307,73,65,385
97,2020-12-05,TWIGGS,66,160,1,-,-,-,0,3,203,36,57,263
118,2020-12-05,UNION,996,6,4,-,-,-,0,18,947,115,156,1121
99,2020-12-05,UPSON,440,350,3,-,-,-,0,17,779,169,166,962
152,2020-12-05,WALKER,1763,128,13,-,-,-,2,76,1546,809,1093,2715
18,2020-12-05,WALTON,1724,626,43,-,-,-,4,133,2094,685,855,3082
95,2020-12-05,WARE,894,584,9,-,-,-,1,80,1316,434,526,1922
113,2020-12-05,WARREN,36,127,0,-,-,-,1,1,149,27,41,191
158,2020-12-05,WASHINGTON,321,497,0,-,-,-,0,18,706,187,281,1005
159,2020-12-05,WAYNE,734,204,8,-,-,-,0,52,861,567,600,1513
117,2020-12-05,WEBSTER,16,29,0,-,-,-,0,0,45,1,1,46
160,2020-12-05,WHEELER,150,71,2,-,-,-,0,7,207,147,156,370
19,2020-12-05,WHITE,1198,24,1,-,-,-,0,28,1141,172,226,1395
96,2020-12-05,WHITFIELD,4922,228,52,-,-,-,3,3457,2655,2955,2048,8160
11,2020-12-05,WILCOX,161,122,1,-,-,-,0,7,260,17,34,301
100,2020-12-05,WILKES,167,173,0,-,-,-,0,24,314,45,47,385
111,2020-12-05,WILKINSON,167,202,0,-,-,-,0,5,333,62,93,431
119,2020-12-05,WORTH,319,298,1,-,-,-,0,9,580,50,79,668
