,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
149,2020-11-22,MITCHELL,325,464,3,-,-,-,0,62,648,89,171,881
14,2020-11-22,MONROE,431,290,1,-,-,-,1,16,665,153,195,876
146,2020-11-22,MONTGOMERY,261,92,0,-,-,-,0,38,317,32,30,385
159,2020-11-22,MORGAN,289,186,0,-,-,-,1,9,383,95,179,571
125,2020-11-22,MURRAY,1164,11,1,-,-,-,0,372,844,427,387,1603
78,2020-11-22,MUSCOGEE,2140,2978,76,-,-,-,8,453,4589,1565,1725,6767
157,2020-11-22,NEWTON,1076,1483,16,-,-,-,7,242,2143,674,871,3256
77,2020-11-22,OCONEE,717,47,14,-,-,-,0,62,645,198,269,976
75,2020-11-22,OGLETHORPE,261,109,1,-,-,-,0,38,323,104,114,475
76,2020-11-22,PAULDING,2051,840,23,-,-,-,9,329,1844,903,1653,3826
74,2020-11-22,PEACH,269,427,4,-,-,-,0,42,625,202,235,902
9,2020-11-22,PICKENS,837,9,2,-,-,-,0,26,738,125,209,973
120,2020-11-22,PIERCE,496,93,1,-,-,-,0,34,545,140,151,730
114,2020-11-22,PIKE,313,49,1,-,-,-,0,15,330,84,102,447
158,2020-11-22,POLK,966,188,8,-,-,-,6,350,875,777,720,1945
15,2020-11-22,PULASKI,169,178,2,-,-,-,1,5,281,18,82,368
131,2020-11-22,PUTNAM,367,304,4,-,-,-,0,79,529,209,276,884
112,2020-11-22,QUITMAN,4,34,0,-,-,-,0,0,38,6,6,44
73,2020-11-22,RABUN,443,9,0,-,-,-,0,57,382,93,106,545
12,2020-11-22,RANDOLPH,66,198,1,-,-,-,1,5,285,78,54,344
81,2020-11-22,RICHMOND,2530,4741,88,-,-,-,2,274,6654,1805,2238,9166
82,2020-11-22,ROCKDALE,607,1306,32,-,-,-,1,283,1504,510,669,2456
83,2020-11-22,SCHLEY,65,44,1,-,-,-,0,3,110,10,7,120
84,2020-11-22,SCREVEN,179,204,6,-,-,-,0,8,369,78,90,467
80,2020-11-22,SEMINOLE,252,180,0,-,-,-,0,8,413,31,42,463
79,2020-11-22,SPALDING,854,629,13,-,-,-,1,86,1210,336,537,1833
156,2020-11-22,STEPHENS,1059,147,9,-,-,-,0,28,1160,218,245,1433
88,2020-11-22,STEWART,49,131,4,-,-,-,0,299,179,388,94,572
10,2020-11-22,SUMTER,275,490,3,-,-,-,0,56,753,233,192,1001
89,2020-11-22,TALBOT,54,121,0,-,-,-,0,0,169,23,29,198
90,2020-11-22,TALIAFERRO,11,20,0,-,-,-,0,1,29,2,3,33
87,2020-11-22,TATTNALL,514,149,1,-,-,-,0,134,554,335,311,999
154,2020-11-22,TAYLOR,94,128,0,-,-,-,1,4,226,41,34,264
86,2020-11-22,TELFAIR,307,132,1,-,-,-,1,32,377,76,108,517
155,2020-11-22,TERRELL,59,264,2,-,-,-,0,4,298,23,46,348
85,2020-11-22,THOMAS,782,812,9,-,-,-,2,64,1455,98,184,1703
96,2020-11-22,TIFT,999,621,12,-,-,-,1,319,1553,532,293,2165
93,2020-11-22,TOOMBS,646,291,7,-,-,-,2,169,913,670,534,1616
94,2020-11-22,TOWNS,456,4,4,-,-,-,1,16,440,59,68,524
95,2020-11-22,TREUTLEN,184,127,4,-,-,-,0,1,291,13,36,328
91,2020-11-22,TROUP,1056,1529,16,-,-,-,1,101,2153,643,991,3245
129,2020-11-22,TURNER,119,170,4,-,-,-,0,12,285,70,66,363
92,2020-11-22,TWIGGS,59,150,1,-,-,-,0,3,184,34,57,244
127,2020-11-22,UNION,922,6,2,-,-,-,0,17,873,100,140,1030
101,2020-11-22,UPSON,416,327,3,-,-,-,0,17,733,161,157,907
152,2020-11-22,WALKER,1574,114,11,-,-,-,2,72,1367,726,988,2427
20,2020-11-22,WALTON,1487,545,40,-,-,-,4,118,1791,618,785,2694
102,2020-11-22,WARE,862,573,9,-,-,-,1,75,1278,442,534,1887
113,2020-11-22,WARREN,35,117,0,-,-,-,1,1,140,31,43,184
160,2020-11-22,WASHINGTON,292,455,0,-,-,-,0,18,639,202,292,949
161,2020-11-22,WAYNE,679,188,7,-,-,-,1,52,789,519,553,1394
121,2020-11-22,WEBSTER,16,29,0,-,-,-,0,0,45,1,1,46
153,2020-11-22,WHEELER,149,71,2,-,-,-,0,6,207,148,157,370
23,2020-11-22,WHITE,1065,22,2,-,-,-,0,23,1013,131,184,1220
99,2020-11-22,WHITFIELD,4337,195,49,-,-,-,0,3171,2212,2630,1828,7211
8,2020-11-22,WILCOX,143,119,1,-,-,-,0,7,242,16,30,279
98,2020-11-22,WILKES,157,158,0,-,-,-,0,24,289,43,45,358
110,2020-11-22,WILKINSON,154,187,0,-,-,-,0,4,306,64,95,405
119,2020-11-22,WORTH,294,290,1,-,-,-,0,9,545,35,66,620
