,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-11-25,APPLING,662,229,6,-,-,-,2,117,729,343,396,1242
2,2020-11-25,ATKINSON,272,76,0,-,-,-,0,152,272,185,109,533
3,2020-11-25,BACON,418,93,4,-,-,-,0,107,469,152,91,667
4,2020-11-25,BAKER,48,51,0,-,-,-,0,10,81,9,17,108
5,2020-11-25,BALDWIN,1270,775,22,-,-,-,1,70,1823,477,652,2545
6,2020-11-25,BANKS,616,23,9,-,-,-,1,50,567,147,179,796
7,2020-11-25,BARROW,2004,408,101,-,-,-,1,406,2040,764,832,3278
8,2020-11-25,BARTOW,2754,463,40,-,-,-,7,560,2427,1432,1709,4696
9,2020-11-25,BEN HILL,435,286,4,-,-,-,0,46,674,227,232,952
10,2020-11-25,BERRIEN,420,74,0,-,-,-,2,39,480,94,71,590
11,2020-11-25,BIBB,2057,4256,81,-,-,-,0,181,5897,1053,1369,7447
12,2020-11-25,BLECKLEY,348,173,3,-,-,-,0,17,471,27,63,551
13,2020-11-25,BRANTLEY,434,23,1,-,-,-,0,4,440,90,104,548
14,2020-11-25,BROOKS,200,262,1,-,-,-,0,46,407,141,151,604
15,2020-11-25,BRYAN,938,231,17,-,-,-,2,59,1099,262,292,1450
16,2020-11-25,BULLOCH,1851,802,22,-,-,-,1,137,2443,641,737,3317
17,2020-11-25,BURKE,300,548,4,-,-,-,0,32,757,152,215,1004
18,2020-11-25,BUTTS,471,252,3,-,-,-,0,12,621,168,261,894
19,2020-11-25,CALHOUN,63,167,2,-,-,-,0,7,209,52,68,284
20,2020-11-25,CAMDEN,1068,379,18,-,-,-,0,86,1342,308,345,1773
21,2020-11-25,CANDLER,300,115,0,-,-,-,0,80,366,161,130,576
22,2020-11-25,CARROLL,2426,932,20,-,-,-,1,294,2182,828,1731,4207
23,2020-11-25,CATOOSA,1488,59,15,-,-,-,3,59,1322,709,893,2274
24,2020-11-25,CHARLTON,252,143,5,-,-,-,0,100,305,301,296,701
25,2020-11-25,CHATHAM,4550,4278,208,-,-,-,13,743,8066,1644,1884,10693
26,2020-11-25,CHATTAHOOCHEE,1419,255,34,-,-,-,0,132,671,336,1241,2044
27,2020-11-25,CHATTOOGA,633,88,4,-,-,-,4,85,568,415,491,1144
28,2020-11-25,CHEROKEE,6648,504,90,-,-,-,4,1537,5566,2116,2259,9362
29,2020-11-25,CLARKE,3942,1170,241,-,-,-,3,831,4463,1390,1452,6746
30,2020-11-25,CLAY,27,81,0,-,-,-,1,4,106,16,15,125
31,2020-11-25,CLAYTON,1223,5720,311,-,-,-,8,1494,5638,2808,2938,10070
32,2020-11-25,CLINCH,225,146,0,-,-,-,0,20,361,121,111,492
33,2020-11-25,COBB,12200,6811,727,-,-,-,26,5775,15743,7052,5298,26816
34,2020-11-25,COFFEE,1243,712,8,-,-,-,2,309,1644,706,718,2671
35,2020-11-25,COLQUITT,1250,429,12,-,-,-,1,756,1230,540,246,2232
36,2020-11-25,COLUMBIA,2858,1156,145,-,-,-,4,207,3649,1261,1568,5424
37,2020-11-25,COOK,404,214,1,-,-,-,0,51,598,164,134,783
38,2020-11-25,COWETA,2051,849,33,-,-,-,2,344,2523,796,864,3731
39,2020-11-25,CRAWFORD,126,77,0,-,-,-,0,2,188,35,48,238
40,2020-11-25,CRISP,257,350,8,-,-,-,1,40,561,133,148,749
41,2020-11-25,DADE,397,8,5,-,-,-,0,15,361,157,191,567
42,2020-11-25,DAWSON,1001,9,6,-,-,-,1,70,929,141,159,1158
43,2020-11-25,DECATUR,631,561,2,-,-,-,1,126,1007,198,260,1393
44,2020-11-25,DEKALB,6592,12293,1308,-,-,-,15,3657,16223,6224,6552,26432
45,2020-11-25,DODGE,422,248,2,-,-,-,0,10,610,53,105,725
46,2020-11-25,DOOLY,148,229,1,-,-,-,0,32,346,54,54,432
47,2020-11-25,DOUGHERTY,637,2512,19,-,-,-,0,79,2868,287,508,3455
48,2020-11-25,DOUGLAS,1689,2352,88,-,-,-,2,717,3519,923,818,5054
49,2020-11-25,EARLY,164,377,1,-,-,-,0,6,507,78,107,620
50,2020-11-25,ECHOLS,100,7,2,-,-,-,0,119,76,153,67,262
51,2020-11-25,EFFINGHAM,1408,374,12,-,-,-,0,103,1629,310,372,2104
52,2020-11-25,ELBERT,435,347,6,-,-,-,0,51,711,168,194,956
53,2020-11-25,EMANUEL,572,380,9,-,-,-,1,34,885,322,365,1284
54,2020-11-25,EVANS,234,135,1,-,-,-,0,85,336,151,100,521
