,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-12-07,APPLING,680,239,6,-,-,-,2,121,754,351,403,1278
2,2020-12-07,ATKINSON,278,87,0,-,-,-,0,154,288,189,112,554
3,2020-12-07,BACON,426,97,4,-,-,-,0,107,481,156,95,683
4,2020-12-07,BAKER,50,52,0,-,-,-,0,10,84,9,17,111
5,2020-12-07,BALDWIN,1293,798,22,-,-,-,2,71,1862,513,695,2628
6,2020-12-07,BANKS,679,26,9,-,-,-,1,53,622,179,219,894
7,2020-12-07,BARROW,2223,440,114,-,-,-,1,438,2257,913,996,3691
8,2020-12-07,BARTOW,3004,489,43,-,-,-,7,592,2624,1620,1947,5163
9,2020-12-07,BEN HILL,470,312,4,-,-,-,0,48,737,247,248,1033
10,2020-12-07,BERRIEN,458,84,0,-,-,-,2,42,524,99,77,643
11,2020-12-07,BIBB,2150,4527,89,-,-,-,0,184,6253,1181,1510,7947
12,2020-12-07,BLECKLEY,362,176,3,-,-,-,0,17,488,30,66,571
13,2020-12-07,BRANTLEY,458,23,1,-,-,-,0,4,461,101,118,583
14,2020-12-07,BROOKS,217,288,1,-,-,-,0,52,443,167,178,673
15,2020-12-07,BRYAN,996,242,18,-,-,-,2,65,1164,273,302,1531
16,2020-12-07,BULLOCH,1892,825,24,-,-,-,1,141,2505,677,773,3419
17,2020-12-07,BURKE,315,567,4,-,-,-,0,32,788,159,225,1045
18,2020-12-07,BUTTS,520,267,3,-,-,-,0,13,663,193,307,983
19,2020-12-07,CALHOUN,69,174,3,-,-,-,0,8,218,59,79,305
20,2020-12-07,CAMDEN,1133,398,18,-,-,-,0,93,1422,350,384,1899
21,2020-12-07,CANDLER,306,118,0,-,-,-,0,80,376,162,130,586
22,2020-12-07,CARROLL,2592,962,21,-,-,-,2,305,2303,947,1916,4524
23,2020-12-07,CATOOSA,1615,62,15,-,-,-,3,60,1420,764,979,2459
24,2020-12-07,CHARLTON,265,155,5,-,-,-,0,102,326,317,314,742
25,2020-12-07,CHATHAM,4802,4511,227,-,-,-,16,783,8492,1722,2003,11278
26,2020-12-07,CHATTAHOOCHEE,1453,261,35,-,-,-,0,132,677,345,1285,2094
27,2020-12-07,CHATTOOGA,698,92,5,-,-,-,4,89,622,454,542,1253
28,2020-12-07,CHEROKEE,7141,537,104,-,-,-,6,1646,6000,2415,2557,10203
29,2020-12-07,CLARKE,4177,1307,267,-,-,-,5,889,4794,1541,1614,7297
30,2020-12-07,CLAY,27,82,0,-,-,-,1,4,107,20,19,130
31,2020-12-07,CLAYTON,1331,6194,359,-,-,-,8,1588,6147,3084,3241,10976
32,2020-12-07,CLINCH,233,147,0,-,-,-,1,20,370,122,113,503
