,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
25,2020-12-26,APPLING,737,247,7,-,-,-,2,119,824,409,459,1402
26,2020-12-26,ATKINSON,310,110,0,-,-,-,0,163,336,201,122,621
22,2020-12-26,BACON,502,107,4,-,-,-,0,112,561,181,121,794
23,2020-12-26,BAKER,62,57,0,-,-,-,0,16,96,9,16,128
0,2020-12-26,BALDWIN,1376,856,22,-,-,-,1,75,1994,586,772,2841
28,2020-12-26,BANKS,824,29,9,-,-,-,1,62,752,234,283,1097
30,2020-12-26,BARROW,2729,527,134,-,-,-,2,526,2743,1210,1333,4602
27,2020-12-26,BARTOW,3635,577,51,-,-,-,8,651,3240,1986,2366,6257
29,2020-12-26,BEN HILL,533,359,5,-,-,-,0,61,846,282,272,1179
107,2020-12-26,BERRIEN,541,100,0,-,-,-,2,47,621,121,96,764
4,2020-12-26,BIBB,2429,5145,103,-,-,-,1,205,7066,1404,1811,9082
31,2020-12-26,BLECKLEY,408,183,2,-,-,-,0,21,536,36,72,629
32,2020-12-26,BRANTLEY,502,24,1,-,-,-,0,6,505,124,140,651
127,2020-12-26,BROOKS,249,328,1,-,-,-,0,54,504,179,199,757
121,2020-12-26,BRYAN,1111,276,20,-,-,-,3,81,1297,307,339,1717
36,2020-12-26,BULLOCH,2018,883,32,-,-,-,2,150,2719,737,803,3672
122,2020-12-26,BURKE,352,610,4,-,-,-,0,34,858,180,254,1146
33,2020-12-26,BUTTS,660,294,3,-,-,-,0,14,802,266,407,1223
133,2020-12-26,CALHOUN,69,177,2,-,-,-,0,5,226,60,77,308
115,2020-12-26,CAMDEN,1292,435,24,-,-,-,0,105,1615,408,439,2159
37,2020-12-26,CANDLER,318,120,3,-,-,-,0,81,393,164,131,605
106,2020-12-26,CARROLL,2898,1060,29,-,-,-,2,322,2703,1152,2116,5141
34,2020-12-26,CATOOSA,1971,65,21,-,-,-,3,68,1756,1033,1269,3093
35,2020-12-26,CHARLTON,295,181,6,-,-,-,0,105,369,344,352,826
43,2020-12-26,CHATHAM,5290,5029,253,-,-,-,18,838,9419,1914,2247,12504
39,2020-12-26,CHATTAHOOCHEE,1480,274,35,-,-,-,0,135,697,354,1311,2143
38,2020-12-26,CHATTOOGA,813,108,5,-,-,-,3,92,746,552,643,1481
132,2020-12-26,CHEROKEE,8476,635,130,-,-,-,6,1794,7224,2969,3198,12216
3,2020-12-26,CLARKE,4588,1594,292,-,-,-,6,964,5388,1751,1879,8231
134,2020-12-26,CLAY,35,82,0,-,-,-,1,5,110,25,28,143
40,2020-12-26,CLAYTON,1552,7183,413,-,-,-,9,1816,7225,3609,3725,12766
41,2020-12-26,CLINCH,261,155,3,-,-,-,1,20,401,117,116,537
42,2020-12-26,COBB,15640,8586,927,-,-,-,33,6962,19967,10187,8444,35373
10,2020-12-26,COFFEE,1562,980,11,-,-,-,2,366,2188,797,798,3352
45,2020-12-26,COLQUITT,1373,475,17,-,-,-,1,775,1405,629,315,2495
13,2020-12-26,COLUMBIA,3678,1461,179,-,-,-,4,269,4698,1673,2028,6995
101,2020-12-26,COOK,508,268,2,-,-,-,0,57,759,190,152,968
44,2020-12-26,COWETA,2782,1043,44,-,-,-,2,414,3375,1103,1185,4974
105,2020-12-26,CRAWFORD,185,105,0,-,-,-,0,4,263,57,80,347
46,2020-12-26,CRISP,344,412,9,-,-,-,1,42,683,167,208,933
48,2020-12-26,DADE,472,8,5,-,-,-,0,17,428,200,240,685
136,2020-12-26,DAWSON,1310,10,6,-,-,-,1,82,1231,264,278,1591
47,2020-12-26,DECATUR,707,631,3,-,-,-,1,137,1142,244,307,1586
120,2020-12-26,DEKALB,8154,15374,1484,-,-,-,26,4218,20596,9078,9302,34116
118,2020-12-26,DODGE,478,280,3,-,-,-,0,11,688,52,114,813
54,2020-12-26,DOOLY,193,265,2,-,-,-,0,33,415,60,72,520
52,2020-12-26,DOUGHERTY,723,2825,20,-,-,-,0,92,3256,366,586,3934
129,2020-12-26,DOUGLAS,2164,3039,109,-,-,-,3,886,4410,1280,1299,6595
53,2020-12-26,EARLY,190,404,1,-,-,-,0,6,562,102,129,697
50,2020-12-26,ECHOLS,148,8,2,-,-,-,0,134,110,153,67,311
109,2020-12-26,EFFINGHAM,1574,403,15,-,-,-,0,110,1852,387,417,2379
16,2020-12-26,ELBERT,538,387,8,-,-,-,0,52,820,188,249,1121
51,2020-12-26,EMANUEL,621,403,9,-,-,-,1,35,955,359,403,1393
49,2020-12-26,EVANS,261,147,2,-,-,-,0,92,372,173,119,583
135,2020-12-26,FANNIN,1072,2,0,-,-,-,1,49,979,171,218,1246
138,2020-12-26,FAYETTE,1584,940,68,-,-,-,8,261,2232,1012,1119,3612
137,2020-12-26,FLOYD,3361,806,41,-,-,-,9,797,3226,2282,2476,6499
59,2020-12-26,FORSYTH,5716,282,391,-,-,-,8,1190,5170,2487,2524,8884
