,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
19,2020-12-27,ELBERT,538,387,8,-,-,-,0,52,820,188,249,1121
49,2020-12-27,EMANUEL,612,402,9,-,-,-,1,35,945,362,406,1386
53,2020-12-27,EVANS,261,147,2,-,-,-,0,92,372,172,118,582
137,2020-12-27,FANNIN,1070,2,0,-,-,-,1,49,977,169,216,1242
134,2020-12-27,FAYETTE,1572,926,67,-,-,-,8,261,2206,1017,1123,3590
139,2020-12-27,FLOYD,3340,803,41,-,-,-,9,796,3211,2271,2457,6464
59,2020-12-27,FORSYTH,5671,282,389,-,-,-,8,1188,5121,2479,2520,8829
103,2020-12-27,FRANKLIN,1144,138,12,-,-,-,0,83,1153,295,353,1589
12,2020-12-27,FULTON,16685,18575,1349,-,-,-,45,4988,31299,12373,12740,49027
56,2020-12-27,GILMER,1292,7,9,-,-,-,0,259,1037,253,265,1561
58,2020-12-27,GLASCOCK,55,14,0,-,-,-,0,0,62,15,22,84
55,2020-12-27,GLYNN,2650,1172,53,-,-,-,2,603,3431,808,651,4685
57,2020-12-27,GORDON,2319,146,51,-,-,-,10,743,1839,1413,1357,3939
64,2020-12-27,GRADY,568,329,0,-,-,-,4,241,685,134,109,1035
104,2020-12-27,GREENE,362,348,1,-,-,-,0,52,546,176,289,887
65,2020-12-27,GWINNETT,16904,8839,2816,-,-,-,56,11819,20307,20272,16761,48887
60,2020-12-27,HABERSHAM,2440,80,43,-,-,-,0,556,2042,808,773,3371
140,2020-12-27,HALL,9933,953,121,-,-,-,2,4629,8296,5789,3873,16798
110,2020-12-27,HANCOCK,94,318,0,-,-,-,0,3,376,162,195,574
61,2020-12-27,HARALSON,944,30,3,-,-,-,0,12,621,213,557,1190
141,2020-12-27,HARRIS,734,262,7,-,-,-,0,32,907,207,271,1210
105,2020-12-27,HART,652,239,12,-,-,-,1,45,837,182,204,1086
63,2020-12-27,HEARD,304,54,1,-,-,-,0,3,308,53,101,412
10,2020-12-27,HENRY,3113,4439,207,-,-,-,17,693,6493,2726,3316,10502
138,2020-12-27,HOUSTON,2330,1787,94,-,-,-,7,282,3843,1577,1670,5795
62,2020-12-27,IRWIN,270,147,1,-,-,-,0,27,410,122,103,540
131,2020-12-27,JACKSON,3202,285,97,-,-,-,8,368,2935,1230,1519,4822
142,2020-12-27,JASPER,240,83,0,-,-,-,0,7,296,65,85,388
148,2020-12-27,JEFF DAVIS,654,97,4,-,-,-,0,119,649,182,169,937
17,2020-12-27,JEFFERSON,319,652,2,-,-,-,3,26,869,138,219,1114
69,2020-12-27,JENKINS,230,238,1,-,-,-,0,24,427,43,61,512
143,2020-12-27,JOHNSON,303,204,0,-,-,-,0,7,454,24,70,531
144,2020-12-27,JONES,543,296,4,-,-,-,0,7,760,137,213,980
146,2020-12-27,LAMAR,375,205,2,-,-,-,1,9,526,174,222,757
66,2020-12-27,LANIER,168,85,0,-,-,-,0,35,244,133,107,386
70,2020-12-27,LAURENS,1386,1046,14,-,-,-,2,37,2251,192,352,2640
147,2020-12-27,LEE,510,332,5,-,-,-,1,25,768,175,230,1023
145,2020-12-27,LIBERTY,557,863,24,-,-,-,1,126,1215,321,425,1766
124,2020-12-27,LINCOLN,146,112,0,-,-,-,0,3,228,69,96,327
68,2020-12-27,LONG,237,105,2,-,-,-,0,29,306,76,85,420
9,2020-12-27,LOWNDES,2312,2115,53,-,-,-,5,353,4263,1504,1373,5989
67,2020-12-27,LUMPKIN,1469,29,5,-,-,-,1,57,1463,272,256,1776
8,2020-12-27,MACON,77,176,1,-,-,-,0,25,248,98,79,352
101,2020-12-27,MADISON,961,177,10,-,-,-,0,115,903,364,494,1512
153,2020-12-27,MARION,98,92,2,-,-,-,0,24,183,57,42,249
72,2020-12-27,MCDUFFIE,369,404,2,-,-,-,0,39,659,181,258,956
121,2020-12-27,MCINTOSH,222,170,0,-,-,-,0,4,368,47,67,439
73,2020-12-27,MERIWETHER,295,407,3,-,-,-,1,9,641,103,159,809
15,2020-12-27,MILLER,206,164,1,-,-,-,0,14,358,58,57,429
152,2020-12-27,MITCHELL,390,568,3,-,-,-,0,70,840,126,177,1087
14,2020-12-27,MONROE,617,365,5,-,-,-,3,21,917,219,271,1209
149,2020-12-27,MONTGOMERY,320,116,0,-,-,-,0,41,400,72,67,508
157,2020-12-27,MORGAN,403,224,1,-,-,-,1,12,524,124,217,753
122,2020-12-27,MURRAY,1859,18,3,-,-,-,0,474,1460,618,564,2498
74,2020-12-27,MUSCOGEE,2698,3643,106,-,-,-,9,535,5720,2043,2244,8499
150,2020-12-27,NEWTON,1499,2115,22,-,-,-,3,298,3061,820,1100,4459
76,2020-12-27,OCONEE,1137,75,26,-,-,-,0,89,1025,322,446,1560
75,2020-12-27,OGLETHORPE,381,160,1,-,-,-,0,41,456,153,198,695
71,2020-12-27,PAULDING,3072,1121,33,-,-,-,13,415,2932,1386,2278,5625
78,2020-12-27,PEACH,381,508,4,-,-,-,0,58,816,257,276,1150
6,2020-12-27,PICKENS,1222,15,2,-,-,-,1,47,1076,183,300,1423
119,2020-12-27,PIERCE,580,108,1,-,-,-,0,36,639,173,187,862
111,2020-12-27,PIKE,423,55,1,-,-,-,0,17,441,124,145,603
151,2020-12-27,POLK,1316,249,10,-,-,-,6,386,1248,858,805,2439
16,2020-12-27,PULASKI,204,196,5,-,-,-,1,6,334,23,89,429
128,2020-12-27,PUTNAM,515,356,4,-,-,-,0,83,695,247,344,1122
114,2020-12-27,QUITMAN,8,34,0,-,-,-,0,0,42,7,7,49
81,2020-12-27,RABUN,764,13,1,-,-,-,0,87,661,199,229,977
20,2020-12-27,RANDOLPH,68,215,1,-,-,-,1,4,302,71,50,356
80,2020-12-27,RICHMOND,3467,6369,127,-,-,-,4,370,9016,2235,2816,12202
77,2020-12-27,ROCKDALE,834,1869,49,-,-,-,6,371,2233,696,850,3454
79,2020-12-27,SCHLEY,82,52,1,-,-,-,0,3,130,18,20,153
86,2020-12-27,SCREVEN,187,227,6,-,-,-,0,8,408,96,100,516
84,2020-12-27,SEMINOLE,308,207,0,-,-,-,0,9,494,38,50,553
85,2020-12-27,SPALDING,1083,799,14,-,-,-,1,105,1579,594,807,2491
156,2020-12-27,STEPHENS,1572,193,13,-,-,-,0,35,1672,307,378,2085
83,2020-12-27,STEWART,55,140,4,-,-,-,0,299,195,404,109,603
7,2020-12-27,SUMTER,379,626,5,-,-,-,1,66,968,269,246,1280
82,2020-12-27,TALBOT,60,137,0,-,-,-,0,0,194,38,41,235
87,2020-12-27,TALIAFERRO,12,30,0,-,-,-,0,2,40,3,3,45
92,2020-12-27,TATTNALL,616,182,1,-,-,-,0,155,671,427,400,1226
158,2020-12-27,TAYLOR,119,157,3,-,-,-,1,6,279,53,48,333
91,2020-12-27,TELFAIR,333,150,1,-,-,-,1,35,423,84,111,569
154,2020-12-27,TERRELL,74,327,3,-,-,-,1,5,378,36,58,441
89,2020-12-27,THOMAS,1012,1039,11,-,-,-,3,85,1889,175,266,2240
90,2020-12-27,TIFT,1317,852,14,-,-,-,1,395,2073,640,356,2824
88,2020-12-27,TOOMBS,837,390,9,-,-,-,3,186,1188,785,650,2024
96,2020-12-27,TOWNS,608,4,4,-,-,-,1,18,584,87,102,704
97,2020-12-27,TREUTLEN,198,156,4,-,-,-,0,1,334,30,53,388
93,2020-12-27,TROUP,1359,1745,17,-,-,-,4,120,2565,798,1238,3923
130,2020-12-27,TURNER,163,204,4,-,-,-,0,14,369,79,67,450
98,2020-12-27,TWIGGS,93,191,1,-,-,-,0,4,254,50,77,335
123,2020-12-27,UNION,1173,6,8,-,-,-,0,23,1120,144,188,1331
95,2020-12-27,UPSON,511,395,4,-,-,-,0,19,887,210,214,1120
155,2020-12-27,WALKER,2236,150,14,-,-,-,4,89,1995,1196,1516,3600
21,2020-12-27,WALTON,2363,799,53,-,-,-,4,171,2804,1042,1286,4261
94,2020-12-27,WARE,988,608,10,-,-,-,1,84,1431,515,607,2122
115,2020-12-27,WARREN,46,136,0,-,-,-,0,3,169,33,43,215
160,2020-12-27,WASHINGTON,373,554,0,-,-,-,0,19,810,201,299,1128
161,2020-12-27,WAYNE,861,231,9,-,-,-,0,60,1011,646,676,1747
117,2020-12-27,WEBSTER,20,40,0,-,-,-,0,0,59,1,2,61
159,2020-12-27,WHEELER,154,78,2,-,-,-,0,7,217,149,159,383
18,2020-12-27,WHITE,1592,30,2,-,-,-,0,35,1541,286,334,1910
102,2020-12-27,WHITFIELD,6178,317,71,-,-,-,4,4003,3654,3904,2817,10474
11,2020-12-27,WILCOX,186,132,1,-,-,-,0,7,295,46,63,365
100,2020-12-27,WILKES,186,213,0,-,-,-,0,26,366,51,58,450
112,2020-12-27,WILKINSON,206,225,0,-,-,-,0,5,389,77,114,508
116,2020-12-27,WORTH,388,354,2,-,-,-,0,11,706,93,120,837
