,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
25,2020-12-27,APPLING,738,251,8,-,-,-,2,122,828,409,458,1408
22,2020-12-27,ATKINSON,308,109,0,-,-,-,0,163,332,202,124,619
24,2020-12-27,BACON,495,106,4,-,-,-,0,110,554,179,120,784
26,2020-12-27,BAKER,61,57,0,-,-,-,0,16,95,9,16,127
3,2020-12-27,BALDWIN,1373,854,22,-,-,-,1,75,1989,583,769,2833
32,2020-12-27,BANKS,823,29,9,-,-,-,1,62,751,232,281,1094
27,2020-12-27,BARROW,2701,524,133,-,-,-,2,524,2717,1205,1324,4565
31,2020-12-27,BARTOW,3610,572,51,-,-,-,8,648,3212,1975,2356,6216
29,2020-12-27,BEN HILL,533,358,5,-,-,-,0,61,845,282,272,1178
106,2020-12-27,BERRIEN,541,100,0,-,-,-,2,47,621,120,95,763
1,2020-12-27,BIBB,2417,5131,103,-,-,-,1,205,7046,1394,1795,9046
30,2020-12-27,BLECKLEY,404,182,2,-,-,-,0,21,531,35,71,623
28,2020-12-27,BRANTLEY,499,24,1,-,-,-,0,6,502,121,137,645
129,2020-12-27,BROOKS,245,328,1,-,-,-,0,54,500,178,198,752
125,2020-12-27,BRYAN,1106,272,20,-,-,-,3,81,1292,308,336,1709
34,2020-12-27,BULLOCH,2003,879,27,-,-,-,2,149,2696,740,806,3651
126,2020-12-27,BURKE,352,609,4,-,-,-,0,34,857,181,255,1146
33,2020-12-27,BUTTS,655,291,3,-,-,-,0,14,795,264,404,1213
135,2020-12-27,CALHOUN,69,177,2,-,-,-,0,5,226,61,78,309
113,2020-12-27,CAMDEN,1285,433,24,-,-,-,0,104,1608,405,435,2147
35,2020-12-27,CANDLER,317,120,3,-,-,-,0,81,392,163,130,603
109,2020-12-27,CARROLL,2893,1058,29,-,-,-,2,322,2695,1136,2101,5118
37,2020-12-27,CATOOSA,1963,65,21,-,-,-,3,67,1749,1037,1273,3089
36,2020-12-27,CHARLTON,294,180,6,-,-,-,0,105,367,343,351,823
39,2020-12-27,CHATHAM,5272,5007,253,-,-,-,18,838,9384,1922,2250,12472
43,2020-12-27,CHATTAHOOCHEE,1480,274,35,-,-,-,0,135,697,353,1310,2142
41,2020-12-27,CHATTOOGA,808,107,5,-,-,-,3,92,741,550,640,1473
132,2020-12-27,CHEROKEE,8374,626,129,-,-,-,5,1788,7116,2988,3218,12122
0,2020-12-27,CLARKE,4581,1591,291,-,-,-,6,964,5376,1746,1875,8215
133,2020-12-27,CLAY,35,82,0,-,-,-,1,5,110,25,28,143
38,2020-12-27,CLAYTON,1543,7121,410,-,-,-,9,1812,7157,3598,3712,12681
40,2020-12-27,CLINCH,261,153,3,-,-,-,1,20,399,116,115,534
42,2020-12-27,COBB,15501,8513,924,-,-,-,30,6937,19773,10135,8393,35103
5,2020-12-27,COFFEE,1545,968,11,-,-,-,2,362,2163,795,796,3321
46,2020-12-27,COLQUITT,1372,475,17,-,-,-,1,775,1404,625,311,2490
13,2020-12-27,COLUMBIA,3655,1453,178,-,-,-,4,267,4673,1667,2017,6957
99,2020-12-27,COOK,507,266,2,-,-,-,0,57,756,191,153,966
45,2020-12-27,COWETA,2770,1039,44,-,-,-,2,413,3359,1106,1189,4961
107,2020-12-27,CRAWFORD,180,103,0,-,-,-,0,4,258,57,78,340
48,2020-12-27,CRISP,342,411,9,-,-,-,1,42,680,168,209,931
47,2020-12-27,DADE,469,8,5,-,-,-,0,17,425,200,240,682
136,2020-12-27,DAWSON,1301,10,6,-,-,-,1,81,1222,259,274,1577
44,2020-12-27,DECATUR,702,626,3,-,-,-,1,136,1135,248,309,1580
118,2020-12-27,DEKALB,8120,15251,1478,-,-,-,25,4208,20435,8942,9173,33816
120,2020-12-27,DODGE,476,279,3,-,-,-,0,11,685,53,115,811
52,2020-12-27,DOOLY,192,264,2,-,-,-,0,33,413,61,73,519
54,2020-12-27,DOUGHERTY,719,2807,20,-,-,-,0,91,3234,364,585,3910
127,2020-12-27,DOUGLAS,2157,3032,109,-,-,-,3,882,4401,1277,1295,6578
50,2020-12-27,EARLY,186,403,1,-,-,-,0,6,558,103,129,693
51,2020-12-27,ECHOLS,148,8,2,-,-,-,0,134,110,153,67,311
108,2020-12-27,EFFINGHAM,1573,402,15,-,-,-,0,110,1850,385,415,2375
