,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-12-04,APPLING,674,236,6,-,-,-,2,119,748,350,401,1268
2,2020-12-04,ATKINSON,275,84,0,-,-,-,0,154,284,189,110,548
3,2020-12-04,BACON,424,96,4,-,-,-,0,107,478,153,92,677
4,2020-12-04,BAKER,50,52,0,-,-,-,0,10,84,9,17,111
5,2020-12-04,BALDWIN,1290,796,22,-,-,-,2,71,1860,502,681,2612
6,2020-12-04,BANKS,670,26,9,-,-,-,1,53,615,178,216,884
7,2020-12-04,BARROW,2176,436,106,-,-,-,1,432,2203,864,948,3583
8,2020-12-04,BARTOW,2951,487,43,-,-,-,7,589,2585,1584,1898,5072
9,2020-12-04,BEN HILL,459,305,4,-,-,-,0,48,722,242,240,1010
10,2020-12-04,BERRIEN,453,82,0,-,-,-,2,41,517,98,77,635
11,2020-12-04,BIBB,2127,4467,87,-,-,-,0,183,6173,1139,1464,7820
12,2020-12-04,BLECKLEY,360,176,3,-,-,-,0,17,486,29,65,568
13,2020-12-04,BRANTLEY,452,23,1,-,-,-,0,4,456,98,114,574
14,2020-12-04,BROOKS,214,286,1,-,-,-,0,51,438,162,174,663
15,2020-12-04,BRYAN,984,241,18,-,-,-,2,65,1151,270,299,1515
16,2020-12-04,BULLOCH,1883,821,24,-,-,-,1,140,2494,665,760,3394
17,2020-12-04,BURKE,312,564,4,-,-,-,0,32,782,159,225,1039
18,2020-12-04,BUTTS,512,264,3,-,-,-,0,13,654,187,299,966
19,2020-12-04,CALHOUN,69,174,3,-,-,-,0,8,218,57,77,303
20,2020-12-04,CAMDEN,1127,396,18,-,-,-,0,92,1414,341,376,1882
21,2020-12-04,CANDLER,304,118,0,-,-,-,0,80,374,162,130,584
22,2020-12-04,CARROLL,2570,958,21,-,-,-,2,304,2282,926,1891,4477
23,2020-12-04,CATOOSA,1589,62,15,-,-,-,3,60,1398,750,961,2419
24,2020-12-04,CHARLTON,256,152,5,-,-,-,0,101,317,316,311,729
25,2020-12-04,CHATHAM,4748,4457,220,-,-,-,14,777,8392,1706,1976,11145
26,2020-12-04,CHATTAHOOCHEE,1445,260,35,-,-,-,0,132,676,343,1275,2083
27,2020-12-04,CHATTOOGA,683,90,5,-,-,-,4,89,612,444,525,1226
28,2020-12-04,CHEROKEE,7053,530,97,-,-,-,4,1627,5911,2340,2486,10024
29,2020-12-04,CLARKE,4136,1266,263,-,-,-,5,882,4722,1506,1572,7176
30,2020-12-04,CLAY,27,82,0,-,-,-,1,4,107,18,17,128
31,2020-12-04,CLAYTON,1315,6067,351,-,-,-,8,1571,6024,3009,3155,10750
32,2020-12-04,CLINCH,230,146,0,-,-,-,1,20,366,121,112,498
33,2020-12-04,COBB,13060,7242,776,-,-,-,26,6132,16703,7782,6051,28886
34,2020-12-04,COFFEE,1325,810,9,-,-,-,2,316,1816,728,742,2874
35,2020-12-04,COLQUITT,1306,448,14,-,-,-,1,763,1298,565,273,2334
36,2020-12-04,COLUMBIA,3061,1231,155,-,-,-,4,222,3911,1358,1676,5809
37,2020-12-04,COOK,429,222,1,-,-,-,0,53,632,174,141,826
38,2020-12-04,COWETA,2191,892,34,-,-,-,2,358,2688,864,937,3983
39,2020-12-04,CRAWFORD,131,83,0,-,-,-,0,2,199,43,56,257
40,2020-12-04,CRISP,269,358,8,-,-,-,1,40,580,137,153,773
41,2020-12-04,DADE,408,8,5,-,-,-,0,16,367,162,200,583
42,2020-12-04,DAWSON,1072,9,6,-,-,-,1,72,998,170,188,1258
43,2020-12-04,DECATUR,642,591,2,-,-,-,1,127,1047,207,269,1443
44,2020-12-04,DEKALB,6985,13134,1362,-,-,-,17,3790,17339,6881,7250,28379
45,2020-12-04,DODGE,428,258,2,-,-,-,0,10,624,58,112,746
46,2020-12-04,DOOLY,163,235,2,-,-,-,0,33,366,56,57,456
47,2020-12-04,DOUGHERTY,656,2563,19,-,-,-,0,80,2936,306,528,3544
48,2020-12-04,DOUGLAS,1827,2544,94,-,-,-,3,764,3790,1012,926,5480
49,2020-12-04,EARLY,172,381,1,-,-,-,0,6,519,83,112,637
50,2020-12-04,ECHOLS,124,7,2,-,-,-,0,132,87,153,67,286
51,2020-12-04,EFFINGHAM,1455,380,13,-,-,-,0,104,1687,320,377,2168
52,2020-12-04,ELBERT,451,352,6,-,-,-,0,52,727,174,204,983
53,2020-12-04,EMANUEL,579,385,9,-,-,-,1,35,895,329,373,1303
54,2020-12-04,EVANS,236,139,1,-,-,-,0,86,342,152,100,528
55,2020-12-04,FANNIN,948,1,0,-,-,-,1,46,869,145,180,1095
56,2020-12-04,FAYETTE,1272,800,50,-,-,-,5,213,1826,844,932,2971
57,2020-12-04,FLOYD,2906,717,39,-,-,-,7,737,2765,1901,2068,5570
58,2020-12-04,FORSYTH,4685,237,312,-,-,-,6,1009,4186,1758,1803,6998
59,2020-12-04,FRANKLIN,931,108,9,-,-,-,0,69,940,227,266,1275
60,2020-12-04,FULTON,13942,16110,1058,-,-,-,38,4308,26587,9663,9916,40811
61,2020-12-04,GILMER,1130,6,6,-,-,-,0,236,886,178,198,1320
62,2020-12-04,GLASCOCK,45,10,0,-,-,-,0,0,50,11,16,66
63,2020-12-04,GLYNN,2405,1059,49,-,-,-,1,577,3083,745,599,4259
64,2020-12-04,GORDON,1977,128,46,-,-,-,8,681,1535,1212,1155,3371
65,2020-12-04,GRADY,525,295,0,-,-,-,2,237,609,122,98,944
66,2020-12-04,GREENE,277,278,1,-,-,-,0,41,435,136,216,692
67,2020-12-04,GWINNETT,14709,7504,2319,-,-,-,37,10565,17011,15640,12633,40209
68,2020-12-04,HABERSHAM,1955,68,36,-,-,-,0,483,1600,570,546,2629
69,2020-12-04,HALL,8278,817,102,-,-,-,0,4098,6876,4575,2798,13772
70,2020-12-04,HANCOCK,86,299,0,-,-,-,0,3,349,138,171,523
71,2020-12-04,HARALSON,824,25,2,-,-,-,0,9,497,144,489,995
72,2020-12-04,HARRIS,627,238,6,-,-,-,0,29,790,148,200,1019
73,2020-12-04,HART,500,187,11,-,-,-,1,41,641,128,145,827
74,2020-12-04,HEARD,253,50,1,-,-,-,0,2,259,37,80,341
75,2020-12-04,HENRY,2494,3807,166,-,-,-,13,558,5388,2040,2574,8520
76,2020-12-04,HOUSTON,1895,1510,79,-,-,-,7,246,3183,1163,1225,4654
77,2020-12-04,IRWIN,199,126,1,-,-,-,0,24,319,111,94,437
78,2020-12-04,JACKSON,2526,210,81,-,-,-,6,308,2347,810,978,3633
79,2020-12-04,JASPER,186,73,0,-,-,-,0,5,239,53,68,312
80,2020-12-04,JEFF DAVIS,600,83,4,-,-,-,0,116,587,172,156,859
