,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
25,2020-12-23,APPLING,735,247,7,-,-,-,2,119,822,405,455,1396
26,2020-12-23,ATKINSON,310,110,0,-,-,-,0,163,336,201,122,621
22,2020-12-23,BACON,502,107,4,-,-,-,0,112,561,181,121,794
23,2020-12-23,BAKER,62,57,0,-,-,-,0,16,96,9,16,128
0,2020-12-23,BALDWIN,1373,854,22,-,-,-,1,75,1993,583,765,2833
28,2020-12-23,BANKS,822,29,9,-,-,-,1,62,750,232,281,1093
30,2020-12-23,BARROW,2713,523,133,-,-,-,2,526,2726,1197,1316,4568
27,2020-12-23,BARTOW,3603,577,51,-,-,-,8,649,3219,1965,2336,6204
29,2020-12-23,BEN HILL,533,359,5,-,-,-,0,61,846,281,271,1178
107,2020-12-23,BERRIEN,536,99,0,-,-,-,2,47,615,120,95,757
4,2020-12-23,BIBB,2412,5112,102,-,-,-,1,204,7036,1374,1761,9001
31,2020-12-23,BLECKLEY,406,183,2,-,-,-,0,21,534,36,72,627
32,2020-12-23,BRANTLEY,499,24,1,-,-,-,0,6,502,121,137,645
127,2020-12-23,BROOKS,248,328,1,-,-,-,0,54,503,179,199,756
121,2020-12-23,BRYAN,1104,275,20,-,-,-,3,81,1290,307,338,1709
36,2020-12-23,BULLOCH,2013,881,32,-,-,-,2,150,2711,731,798,3659
122,2020-12-23,BURKE,351,608,4,-,-,-,0,34,856,180,253,1143
33,2020-12-23,BUTTS,657,293,3,-,-,-,0,14,799,264,404,1217
133,2020-12-23,CALHOUN,69,177,2,-,-,-,0,5,226,60,77,308
115,2020-12-23,CAMDEN,1289,432,24,-,-,-,0,105,1609,405,436,2150
37,2020-12-23,CANDLER,318,120,3,-,-,-,0,81,393,163,130,604
106,2020-12-23,CARROLL,2891,1059,29,-,-,-,2,321,2697,1149,2112,5130
34,2020-12-23,CATOOSA,1967,65,20,-,-,-,3,67,1752,1032,1268,3087
35,2020-12-23,CHARLTON,294,180,6,-,-,-,0,105,368,341,348,821
43,2020-12-23,CHATHAM,5278,5013,253,-,-,-,18,838,9394,1904,2234,12466
39,2020-12-23,CHATTAHOOCHEE,1478,274,35,-,-,-,0,135,696,353,1309,2140
38,2020-12-23,CHATTOOGA,808,107,5,-,-,-,3,92,743,551,639,1474
132,2020-12-23,CHEROKEE,8429,628,130,-,-,-,4,1788,7175,2948,3176,12139
