,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
3,2020-12-23,CLARKE,4579,1582,292,-,-,-,6,964,5380,1734,1849,8193
134,2020-12-23,CLAY,35,82,0,-,-,-,1,5,110,25,28,143
41,2020-12-23,CLAYTON,1549,7155,413,-,-,-,9,1810,7198,3586,3704,12712
40,2020-12-23,CLINCH,261,153,3,-,-,-,1,20,399,116,115,534
42,2020-12-23,COBB,15568,8536,922,-,-,-,32,6944,19859,10100,8355,35158
10,2020-12-23,COFFEE,1560,978,11,-,-,-,2,366,2185,797,797,3348
45,2020-12-23,COLQUITT,1370,475,17,-,-,-,1,775,1401,624,311,2487
13,2020-12-23,COLUMBIA,3655,1454,178,-,-,-,4,267,4674,1653,2003,6944
101,2020-12-23,COOK,506,266,2,-,-,-,0,57,755,189,151,963
44,2020-12-23,COWETA,2775,1041,44,-,-,-,2,413,3369,1097,1177,4959
105,2020-12-23,CRAWFORD,184,101,0,-,-,-,0,4,259,57,79,342
46,2020-12-23,CRISP,344,411,9,-,-,-,1,42,682,167,208,932
48,2020-12-23,DADE,472,8,5,-,-,-,0,17,428,200,240,685
136,2020-12-23,DAWSON,1301,10,6,-,-,-,1,82,1222,262,276,1580
47,2020-12-23,DECATUR,706,630,3,-,-,-,1,137,1140,239,302,1579
120,2020-12-23,DEKALB,8141,15299,1478,-,-,-,25,4212,20504,8886,9113,33829
118,2020-12-23,DODGE,478,279,3,-,-,-,0,11,687,52,114,812
54,2020-12-23,DOOLY,192,265,2,-,-,-,0,33,414,60,72,519
52,2020-12-23,DOUGHERTY,722,2813,20,-,-,-,0,92,3242,362,583,3917
129,2020-12-23,DOUGLAS,2158,3033,109,-,-,-,3,884,4396,1269,1292,6572
53,2020-12-23,EARLY,190,404,1,-,-,-,0,6,562,102,129,697
50,2020-12-23,ECHOLS,147,8,2,-,-,-,0,134,109,153,67,310
109,2020-12-23,EFFINGHAM,1571,403,15,-,-,-,0,110,1846,383,416,2372
16,2020-12-23,ELBERT,536,386,8,-,-,-,0,52,817,187,248,1117
51,2020-12-23,EMANUEL,621,403,9,-,-,-,1,35,955,359,403,1393
49,2020-12-23,EVANS,261,147,2,-,-,-,0,92,372,173,119,583
135,2020-12-23,FANNIN,1069,2,0,-,-,-,1,49,976,170,217,1242
138,2020-12-23,FAYETTE,1580,938,67,-,-,-,8,261,2228,1007,1111,3600
137,2020-12-23,FLOYD,3340,801,41,-,-,-,9,794,3208,2266,2455,6457
59,2020-12-23,FORSYTH,5683,282,391,-,-,-,7,1189,5135,2464,2503,8827
103,2020-12-23,FRANKLIN,1143,138,12,-,-,-,0,82,1152,279,338,1572
12,2020-12-23,FULTON,16714,18613,1348,-,-,-,45,4986,31367,12267,12634,48987
56,2020-12-23,GILMER,1296,7,9,-,-,-,0,259,1039,251,265,1563
55,2020-12-23,GLASCOCK,56,14,0,-,-,-,0,0,63,15,22,85
58,2020-12-23,GLYNN,2655,1172,53,-,-,-,2,605,3436,805,646,4687
57,2020-12-23,GORDON,2314,144,51,-,-,-,10,741,1832,1410,1356,3929
61,2020-12-23,GRADY,569,328,0,-,-,-,4,241,685,135,110,1036
104,2020-12-23,GREENE,362,344,1,-,-,-,0,52,549,177,283,884
65,2020-12-23,GWINNETT,16963,8888,2828,-,-,-,55,11839,20435,20205,16665,48939
62,2020-12-23,HABERSHAM,2440,80,43,-,-,-,0,556,2041,793,759,3356
140,2020-12-23,HALL,9924,947,121,-,-,-,2,4632,8296,5767,3833,16761
113,2020-12-23,HANCOCK,94,318,0,-,-,-,0,3,376,162,195,574
63,2020-12-23,HARALSON,943,28,3,-,-,-,0,12,618,213,557,1187
141,2020-12-23,HARRIS,735,261,7,-,-,-,0,32,910,197,258,1200
108,2020-12-23,HART,650,240,12,-,-,-,1,45,836,177,199,1080
64,2020-12-23,HEARD,302,53,1,-,-,-,0,3,305,52,100,408
9,2020-12-23,HENRY,3146,4462,208,-,-,-,17,700,6541,2711,3303,10544
142,2020-12-23,HOUSTON,2334,1789,94,-,-,-,7,282,3851,1588,1679,5812
60,2020-12-23,IRWIN,269,146,1,-,-,-,0,27,408,122,103,538
130,2020-12-23,JACKSON,3202,283,98,-,-,-,8,368,2948,1223,1498,4814
139,2020-12-23,JASPER,239,83,0,-,-,-,0,7,295,65,85,387
144,2020-12-23,JEFF DAVIS,657,98,4,-,-,-,0,119,653,178,165,937
18,2020-12-23,JEFFERSON,321,651,2,-,-,-,3,26,870,138,219,1115
69,2020-12-23,JENKINS,230,239,1,-,-,-,0,24,428,42,60,512
147,2020-12-23,JOHNSON,308,207,0,-,-,-,0,7,462,22,68,537
145,2020-12-23,JONES,541,294,4,-,-,-,0,7,757,137,212,976
146,2020-12-23,LAMAR,378,204,2,-,-,-,1,9,528,169,217,754
70,2020-12-23,LANIER,168,85,0,-,-,-,0,35,244,133,107,386
67,2020-12-23,LAURENS,1390,1051,14,-,-,-,2,37,2262,187,345,2644
143,2020-12-23,LEE,518,333,5,-,-,-,1,25,777,169,224,1026
153,2020-12-23,LIBERTY,556,863,24,-,-,-,1,125,1216,320,423,1764
124,2020-12-23,LINCOLN,147,112,0,-,-,-,0,3,229,65,92,324
68,2020-12-23,LONG,236,105,2,-,-,-,0,29,305,77,86,420
6,2020-12-23,LOWNDES,2306,2112,53,-,-,-,5,355,4250,1493,1364,5969
66,2020-12-23,LUMPKIN,1470,29,5,-,-,-,1,57,1464,264,248,1769
5,2020-12-23,MACON,78,175,1,-,-,-,0,25,248,99,80,353
99,2020-12-23,MADISON,961,177,10,-,-,-,0,115,907,361,487,1509
149,2020-12-23,MARION,98,92,2,-,-,-,0,24,183,57,42,249
71,2020-12-23,MCDUFFIE,371,405,2,-,-,-,0,39,662,176,253,954
123,2020-12-23,MCINTOSH,222,170,0,-,-,-,0,4,369,47,66,439
75,2020-12-23,MERIWETHER,295,407,3,-,-,-,1,9,640,99,156,805
14,2020-12-23,MILLER,206,165,1,-,-,-,0,14,359,58,57,430
150,2020-12-23,MITCHELL,395,579,3,-,-,-,0,70,852,126,181,1103
11,2020-12-23,MONROE,614,365,5,-,-,-,3,21,916,220,270,1207
151,2020-12-23,MONTGOMERY,317,115,0,-,-,-,0,41,396,68,63,500
159,2020-12-23,MORGAN,405,223,1,-,-,-,1,12,527,121,212,751
126,2020-12-23,MURRAY,1860,18,3,-,-,-,0,481,1457,610,553,2491
72,2020-12-23,MUSCOGEE,2711,3654,107,-,-,-,9,537,5746,1985,2183,8466
152,2020-12-23,NEWTON,1503,2123,22,-,-,-,3,298,3075,818,1096,4469
73,2020-12-23,OCONEE,1127,74,26,-,-,-,0,89,1027,317,428,1544
74,2020-12-23,OGLETHORPE,381,159,1,-,-,-,0,41,456,150,194,691
76,2020-12-23,PAULDING,3102,1127,34,-,-,-,14,416,2965,1392,2288,5669
79,2020-12-23,PEACH,384,510,4,-,-,-,0,58,820,255,275,1153
7,2020-12-23,PICKENS,1222,15,2,-,-,-,1,47,1078,182,297,1422
119,2020-12-23,PIERCE,582,108,1,-,-,-,0,36,640,170,185,861
111,2020-12-23,PIKE,423,55,1,-,-,-,0,17,441,123,144,602
148,2020-12-23,POLK,1312,249,10,-,-,-,6,383,1247,861,808,2438
17,2020-12-23,PULASKI,203,195,5,-,-,-,1,6,332,23,89,427
128,2020-12-23,PUTNAM,508,358,4,-,-,-,0,83,696,240,331,1110
112,2020-12-23,QUITMAN,8,34,0,-,-,-,0,0,42,7,7,49
81,2020-12-23,RABUN,761,12,1,-,-,-,0,85,660,193,222,967
21,2020-12-23,RANDOLPH,69,214,1,-,-,-,1,4,302,70,49,355
80,2020-12-23,RICHMOND,3463,6364,127,-,-,-,4,371,9006,2238,2819,12196
77,2020-12-23,ROCKDALE,835,1879,49,-,-,-,6,372,2247,696,846,3465
78,2020-12-23,SCHLEY,82,52,1,-,-,-,0,3,130,18,20,153
87,2020-12-23,SCREVEN,187,228,6,-,-,-,0,8,409,95,99,516
85,2020-12-23,SEMINOLE,308,207,0,-,-,-,0,9,494,38,50,553
84,2020-12-23,SPALDING,1087,798,14,-,-,-,1,105,1582,596,809,2496
155,2020-12-23,STEPHENS,1571,192,13,-,-,-,0,35,1671,305,375,2081
82,2020-12-23,STEWART,55,141,4,-,-,-,0,299,196,404,109,604
8,2020-12-23,SUMTER,377,626,5,-,-,-,1,65,968,270,246,1279
83,2020-12-23,TALBOT,60,136,0,-,-,-,0,0,193,38,41,234
86,2020-12-23,TALIAFERRO,12,30,0,-,-,-,0,2,40,3,3,45
92,2020-12-23,TATTNALL,616,182,1,-,-,-,0,155,672,427,399,1226
154,2020-12-23,TAYLOR,119,157,3,-,-,-,1,6,279,53,48,333
91,2020-12-23,TELFAIR,333,150,1,-,-,-,1,35,423,83,110,568
156,2020-12-23,TERRELL,74,328,3,-,-,-,1,5,379,37,59,443
89,2020-12-23,THOMAS,1024,1041,11,-,-,-,3,84,1905,173,263,2252
90,2020-12-23,TIFT,1316,850,14,-,-,-,1,395,2070,637,353,2818
88,2020-12-23,TOOMBS,843,390,9,-,-,-,3,186,1194,766,631,2011
94,2020-12-23,TOWNS,609,4,4,-,-,-,1,18,585,86,101,704
98,2020-12-23,TREUTLEN,198,156,4,-,-,-,0,1,334,28,51,386
97,2020-12-23,TROUP,1356,1747,17,-,-,-,4,120,2563,794,1235,3918
131,2020-12-23,TURNER,163,204,4,-,-,-,0,14,369,80,68,451
95,2020-12-23,TWIGGS,95,193,1,-,-,-,0,4,257,51,79,340
125,2020-12-23,UNION,1174,6,8,-,-,-,0,23,1121,144,188,1332
96,2020-12-23,UPSON,517,397,4,-,-,-,0,19,896,200,203,1118
158,2020-12-23,WALKER,2240,152,15,-,-,-,4,89,1999,1195,1518,3606
19,2020-12-23,WALTON,2371,800,52,-,-,-,4,170,2822,1030,1265,4257
93,2020-12-23,WARE,989,608,10,-,-,-,1,84,1433,500,591,2108
114,2020-12-23,WARREN,46,136,0,-,-,-,0,3,169,33,43,215
160,2020-12-23,WASHINGTON,375,554,0,-,-,-,0,19,813,199,296,1128
161,2020-12-23,WAYNE,864,232,9,-,-,-,0,60,1012,643,676,1748
116,2020-12-23,WEBSTER,20,40,0,-,-,-,0,0,59,1,2,61
157,2020-12-23,WHEELER,154,78,2,-,-,-,0,7,217,149,159,383
20,2020-12-23,WHITE,1592,30,2,-,-,-,0,35,1541,280,328,1904
102,2020-12-23,WHITFIELD,6181,319,71,-,-,-,4,4008,3659,3876,2784,10451
15,2020-12-23,WILCOX,186,132,1,-,-,-,0,7,294,47,65,366
100,2020-12-23,WILKES,186,213,0,-,-,-,0,26,366,50,57,449
110,2020-12-23,WILKINSON,203,226,0,-,-,-,0,5,387,77,114,506
117,2020-12-23,WORTH,388,355,2,-,-,-,0,11,707,90,117,835
