,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
46,2020-11-23,COBB,11406,6415,657,-,-,-,23,5528,14690,6936,5219,25437
5,2020-11-23,COFFEE,1175,650,8,-,-,-,2,304,1523,698,706,2533
47,2020-11-23,COLQUITT,1221,419,12,-,-,-,1,743,1173,542,279,2195
17,2020-11-23,COLUMBIA,2697,1065,138,-,-,-,4,191,3398,1300,1615,5204
105,2020-11-23,COOK,372,187,1,-,-,-,0,51,539,166,136,726
43,2020-11-23,COWETA,1818,783,27,-,-,-,2,324,2233,824,897,3454
103,2020-11-23,CRAWFORD,107,73,0,-,-,-,0,2,163,40,55,220
42,2020-11-23,CRISP,225,321,8,-,-,-,1,36,516,145,148,700
44,2020-11-23,DADE,314,8,5,-,-,-,0,15,278,147,181,474
136,2020-11-23,DAWSON,908,9,5,-,-,-,1,62,835,132,158,1055
51,2020-11-23,DECATUR,619,550,2,-,-,-,1,126,984,204,266,1376
118,2020-11-23,DEKALB,6027,11442,1235,-,-,-,16,3514,14596,6378,6988,25098
115,2020-11-23,DODGE,404,245,2,-,-,-,0,8,588,55,110,706
52,2020-11-23,DOOLY,138,220,1,-,-,-,0,32,329,56,54,415
49,2020-11-23,DOUGHERTY,618,2466,18,-,-,-,0,78,2700,300,624,3402
122,2020-11-23,DOUGLAS,1561,2203,84,-,-,-,2,680,3253,914,831,4764
53,2020-11-23,EARLY,161,365,1,-,-,-,0,6,483,77,115,604
48,2020-11-23,ECHOLS,97,7,1,-,-,-,0,118,74,150,63,255
107,2020-11-23,EFFINGHAM,1343,357,12,-,-,-,0,94,1552,333,399,2045
21,2020-11-23,ELBERT,390,342,4,-,-,-,0,48,667,144,165,880
50,2020-11-23,EMANUEL,549,370,9,-,-,-,1,33,849,340,387,1269
57,2020-11-23,EVANS,228,134,1,-,-,-,0,79,328,154,110,517
139,2020-11-23,FANNIN,826,1,0,-,-,-,0,38,756,122,155,949
137,2020-11-23,FAYETTE,1074,693,44,-,-,-,4,167,1528,723,843,2538
138,2020-11-23,FLOYD,2466,600,30,-,-,-,5,686,2303,1746,1858,4847
58,2020-11-23,FORSYTH,3929,201,235,-,-,-,5,870,3427,1481,1554,5851
101,2020-11-23,FRANKLIN,795,98,6,-,-,-,0,64,806,221,250,1120
16,2020-11-23,FULTON,11666,14250,807,-,-,-,36,3759,22422,9214,9792,35973
56,2020-11-23,GILMER,996,4,6,-,-,-,0,222,761,172,195,1178
55,2020-11-23,GLASCOCK,41,8,0,-,-,-,0,0,45,14,18,63
54,2020-11-23,GLYNN,2255,996,44,-,-,-,2,562,2874,766,627,4063
59,2020-11-23,GORDON,1689,108,29,-,-,-,9,608,1278,1117,1066,2952
64,2020-11-23,GRADY,502,281,0,-,-,-,2,231,572,116,98,901
106,2020-11-23,GREENE,255,250,0,-,-,-,0,37,392,123,199,628
65,2020-11-23,GWINNETT,13089,6456,1924,-,-,-,37,9549,14466,13697,11188,35203
63,2020-11-23,HABERSHAM,1586,57,32,-,-,-,0,433,1276,510,476,2185
135,2020-11-23,HALL,7063,704,76,-,-,-,1,3723,5818,4097,2400,11941
110,2020-11-23,HANCOCK,81,287,0,-,-,-,0,3,331,87,121,455
66,2020-11-23,HARALSON,702,19,1,-,-,-,0,8,413,129,430,851
145,2020-11-23,HARRIS,555,227,6,-,-,-,0,27,707,141,195,929
104,2020-11-23,HART,416,150,10,-,-,-,1,40,521,121,137,698
60,2020-11-23,HEARD,203,46,0,-,-,-,0,2,215,31,63,280
8,2020-11-23,HENRY,2103,3253,142,-,-,-,12,460,4398,1812,2464,7322
144,2020-11-23,HOUSTON,1628,1339,63,-,-,-,4,216,2755,1132,1195,4166
61,2020-11-23,IRWIN,180,112,1,-,-,-,0,24,280,108,97,401
132,2020-11-23,JACKSON,2097,172,64,-,-,-,3,268,1959,656,765,2992
143,2020-11-23,JASPER,164,64,0,-,-,-,0,5,205,41,59,269
141,2020-11-23,JEFF DAVIS,573,80,4,-,-,-,0,112,554,176,167,833
22,2020-11-23,JEFFERSON,256,545,1,-,-,-,3,25,713,137,204,942
62,2020-11-23,JENKINS,215,226,1,-,-,-,0,24,405,44,57,486
142,2020-11-23,JOHNSON,259,180,0,-,-,-,0,7,395,21,58,460
140,2020-11-23,JONES,426,190,2,-,-,-,0,5,544,108,177,726
146,2020-11-23,LAMAR,271,145,1,-,-,-,1,7,368,104,147,522
67,2020-11-23,LANIER,133,67,0,-,-,-,0,33,194,133,106,333
68,2020-11-23,LAURENS,1119,891,12,-,-,-,2,38,1876,153,263,2177
148,2020-11-23,LEE,412,278,5,-,-,-,1,16,615,102,167,798
149,2020-11-23,LIBERTY,429,705,23,-,-,-,1,92,1000,279,345,1437
124,2020-11-23,LINCOLN,112,93,0,-,-,-,0,2,173,72,102,277
71,2020-11-23,LONG,171,92,1,-,-,-,0,22,235,40,47,304
7,2020-11-23,LOWNDES,1871,1757,34,-,-,-,4,281,3507,1374,1252,5040
72,2020-11-23,LUMPKIN,1046,23,4,-,-,-,0,47,1018,142,150,1215
6,2020-11-23,MACON,58,139,1,-,-,-,0,24,200,87,61,285
102,2020-11-23,MADISON,576,101,9,-,-,-,1,97,556,276,310,963
150,2020-11-23,MARION,85,80,2,-,-,-,0,23,157,47,34,214
69,2020-11-23,MCDUFFIE,270,319,2,-,-,-,0,32,489,186,256,777
127,2020-11-23,MCINTOSH,180,139,0,-,-,-,0,3,301,27,42,346
70,2020-11-23,MERIWETHER,221,357,3,-,-,-,1,3,533,48,94,630
15,2020-11-23,MILLER,179,140,0,-,-,-,0,10,303,27,33,346
151,2020-11-23,MITCHELL,326,464,3,-,-,-,0,62,649,91,173,884
12,2020-11-23,MONROE,431,290,1,-,-,-,1,16,665,154,196,877
147,2020-11-23,MONTGOMERY,261,92,0,-,-,-,0,38,317,33,31,386
161,2020-11-23,MORGAN,290,186,0,-,-,-,1,9,384,95,179,572
121,2020-11-23,MURRAY,1175,11,1,-,-,-,0,382,856,436,385,1623
73,2020-11-23,MUSCOGEE,2152,2989,76,-,-,-,8,453,4610,1558,1720,6783
153,2020-11-23,NEWTON,1084,1492,16,-,-,-,7,243,2155,670,871,3269
74,2020-11-23,OCONEE,725,48,14,-,-,-,1,62,654,195,267,983
75,2020-11-23,OGLETHORPE,264,109,1,-,-,-,0,38,328,104,112,478
76,2020-11-23,PAULDING,2055,840,23,-,-,-,9,329,1848,907,1657,3834
77,2020-11-23,PEACH,270,428,4,-,-,-,0,43,628,206,237,908
9,2020-11-23,PICKENS,840,9,2,-,-,-,0,26,741,126,210,977
120,2020-11-23,PIERCE,498,93,1,-,-,-,0,34,546,138,150,730
111,2020-11-23,PIKE,313,49,1,-,-,-,0,15,330,85,103,448
155,2020-11-23,POLK,970,188,8,-,-,-,6,351,878,777,720,1949
13,2020-11-23,PULASKI,169,178,2,-,-,-,1,5,281,18,82,368
131,2020-11-23,PUTNAM,367,304,4,-,-,-,0,79,530,213,279,888
113,2020-11-23,QUITMAN,4,34,0,-,-,-,0,0,38,6,6,44
78,2020-11-23,RABUN,446,9,0,-,-,-,0,58,384,93,106,548
14,2020-11-23,RANDOLPH,66,198,1,-,-,-,1,5,285,78,54,344
84,2020-11-23,RICHMOND,2553,4758,89,-,-,-,3,274,6685,1797,2241,9200
80,2020-11-23,ROCKDALE,607,1315,32,-,-,-,1,285,1510,514,674,2469
83,2020-11-23,SCHLEY,65,44,1,-,-,-,0,3,110,10,7,120
81,2020-11-23,SCREVEN,179,204,6,-,-,-,0,8,369,78,90,467
82,2020-11-23,SEMINOLE,253,181,0,-,-,-,0,8,415,29,40,463
79,2020-11-23,SPALDING,859,632,13,-,-,-,1,86,1212,340,547,1845
156,2020-11-23,STEPHENS,1063,147,9,-,-,-,0,28,1164,217,244,1436
88,2020-11-23,STEWART,49,131,4,-,-,-,0,299,179,389,95,573
10,2020-11-23,SUMTER,276,493,3,-,-,-,0,56,756,233,193,1005
89,2020-11-23,TALBOT,54,121,0,-,-,-,0,0,169,23,29,198
85,2020-11-23,TALIAFERRO,11,20,0,-,-,-,0,1,29,3,4,34
86,2020-11-23,TATTNALL,514,149,1,-,-,-,0,134,554,337,313,1001
157,2020-11-23,TAYLOR,94,129,0,-,-,-,1,4,227,41,34,265
87,2020-11-23,TELFAIR,307,132,1,-,-,-,1,32,377,76,108,517
152,2020-11-23,TERRELL,59,264,2,-,-,-,0,4,298,23,46,348
90,2020-11-23,THOMAS,781,812,9,-,-,-,2,64,1454,100,186,1704
93,2020-11-23,TIFT,1004,625,12,-,-,-,1,319,1562,534,295,2176
95,2020-11-23,TOOMBS,650,292,7,-,-,-,2,169,919,669,532,1620
91,2020-11-23,TOWNS,458,4,4,-,-,-,1,16,442,65,74,532
92,2020-11-23,TREUTLEN,186,127,4,-,-,-,0,1,293,11,34,328
96,2020-11-23,TROUP,1060,1533,16,-,-,-,1,101,2161,636,984,3246
130,2020-11-23,TURNER,120,170,4,-,-,-,0,12,286,70,66,364
94,2020-11-23,TWIGGS,59,150,1,-,-,-,0,3,184,34,57,244
125,2020-11-23,UNION,927,6,2,-,-,-,0,17,878,100,140,1035
100,2020-11-23,UPSON,416,327,3,-,-,-,0,17,733,166,162,912
154,2020-11-23,WALKER,1587,114,11,-,-,-,2,72,1376,731,997,2445
18,2020-11-23,WALTON,1500,548,40,-,-,-,4,119,1806,626,793,2718
97,2020-11-23,WARE,862,574,9,-,-,-,1,75,1278,442,535,1888
114,2020-11-23,WARREN,35,117,0,-,-,-,1,1,140,31,43,184
158,2020-11-23,WASHINGTON,295,456,0,-,-,-,0,18,643,201,291,952
159,2020-11-23,WAYNE,681,189,7,-,-,-,1,52,792,538,572,1416
116,2020-11-23,WEBSTER,16,29,0,-,-,-,0,0,45,1,1,46
160,2020-11-23,WHEELER,149,71,2,-,-,-,0,6,207,148,157,370
23,2020-11-23,WHITE,1069,22,2,-,-,-,0,23,1017,136,189,1229
98,2020-11-23,WHITFIELD,4360,198,49,-,-,-,0,3174,2236,2666,1863,7273
11,2020-11-23,WILCOX,143,119,1,-,-,-,0,7,242,16,30,279
99,2020-11-23,WILKES,157,158,0,-,-,-,0,24,289,43,45,358
112,2020-11-23,WILKINSON,154,187,0,-,-,-,0,4,306,65,96,406
119,2020-11-23,WORTH,293,290,1,-,-,-,0,9,544,36,67,620
