,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
38,2020-11-30,CHATHAM,4439,4221,206,-,-,-,12,728,7874,1756,2032,10634
37,2020-11-30,CHATTAHOOCHEE,1381,247,33,-,-,-,0,130,653,331,1209,1992
36,2020-11-30,CHATTOOGA,606,87,4,-,-,-,4,85,538,429,507,1130
131,2020-11-30,CHEROKEE,6356,489,84,-,-,-,5,1496,5279,2257,2416,9191
0,2020-11-30,CLARKE,3845,1138,238,-,-,-,2,817,4330,1465,1541,6688
133,2020-11-30,CLAY,27,80,0,-,-,-,1,4,106,18,16,126
43,2020-11-30,CLAYTON,1168,5513,304,-,-,-,7,1441,5338,2838,3051,9830
41,2020-11-30,CLINCH,222,143,0,-,-,-,0,20,354,125,116,490
44,2020-11-30,COBB,11830,6655,706,-,-,-,23,5679,15261,7194,5468,26408
7,2020-11-30,COFFEE,1216,694,8,-,-,-,2,307,1604,722,731,2642
45,2020-11-30,COLQUITT,1237,419,12,-,-,-,1,750,1191,543,271,2212
14,2020-11-30,COLUMBIA,2795,1126,143,-,-,-,4,206,3545,1327,1644,5395
102,2020-11-30,COOK,394,204,1,-,-,-,0,51,582,169,135,768
46,2020-11-30,COWETA,1957,815,31,-,-,-,2,333,2387,848,933,3653
112,2020-11-30,CRAWFORD,115,74,0,-,-,-,0,2,172,41,56,230
42,2020-11-30,CRISP,236,330,8,-,-,-,1,40,535,146,146,721
47,2020-11-30,DADE,330,8,5,-,-,-,0,15,295,152,185,495
134,2020-11-30,DAWSON,965,9,6,-,-,-,1,65,894,147,169,1128
48,2020-11-30,DECATUR,624,554,2,-,-,-,1,127,993,204,265,1385
114,2020-11-30,DEKALB,6302,11944,1292,-,-,-,16,3590,15429,6454,6989,26008
115,2020-11-30,DODGE,414,247,2,-,-,-,0,8,600,53,108,716
49,2020-11-30,DOOLY,145,223,1,-,-,-,0,32,338,56,55,425
50,2020-11-30,DOUGHERTY,628,2498,19,-,-,-,0,79,2758,293,601,3438
125,2020-11-30,DOUGLAS,1641,2289,86,-,-,-,2,707,3404,947,854,4965
52,2020-11-30,EARLY,162,370,1,-,-,-,0,6,491,82,118,615
51,2020-11-30,ECHOLS,97,7,2,-,-,-,0,118,74,153,67,259
103,2020-11-30,EFFINGHAM,1381,369,12,-,-,-,0,95,1614,333,386,2095
22,2020-11-30,ELBERT,420,346,5,-,-,-,0,51,693,157,184,928
54,2020-11-30,EMANUEL,565,377,9,-,-,-,1,33,874,327,372,1279
55,2020-11-30,EVANS,232,134,1,-,-,-,0,80,333,154,108,521
135,2020-11-30,FANNIN,864,1,0,-,-,-,0,38,792,127,162,992
141,2020-11-30,FAYETTE,1146,735,48,-,-,-,4,186,1631,769,885,2702
137,2020-11-30,FLOYD,2581,637,33,-,-,-,5,699,2445,1810,1922,5066
56,2020-11-30,FORSYTH,4156,211,255,-,-,-,6,916,3637,1605,1680,6233
106,2020-11-30,FRANKLIN,843,101,7,-,-,-,0,65,855,231,262,1182
12,2020-11-30,FULTON,12417,14850,867,-,-,-,39,3942,23868,9296,9659,37469
53,2020-11-30,GILMER,1037,4,6,-,-,-,0,224,800,172,195,1219
57,2020-11-30,GLASCOCK,41,8,0,-,-,-,0,0,45,14,18,63
58,2020-11-30,GLYNN,2307,1021,47,-,-,-,2,568,2946,774,637,4151
63,2020-11-30,GORDON,1767,119,34,-,-,-,9,630,1349,1157,1107,3086
60,2020-11-30,GRADY,512,286,0,-,-,-,2,232,588,118,98,918
105,2020-11-30,GREENE,261,257,1,-,-,-,0,38,406,126,201,645
61,2020-11-30,GWINNETT,13592,6783,2077,-,-,-,39,9885,15265,14263,11604,36754
62,2020-11-30,HABERSHAM,1679,59,33,-,-,-,0,448,1364,544,503,2315
138,2020-11-30,HALL,7348,731,81,-,-,-,0,3794,6074,4265,2557,12425
108,2020-11-30,HANCOCK,84,292,0,-,-,-,0,3,339,103,137,479
64,2020-11-30,HARALSON,734,21,2,-,-,-,0,8,434,132,447,889
139,2020-11-30,HARRIS,581,226,6,-,-,-,0,27,738,143,191,956
109,2020-11-30,HART,440,161,10,-,-,-,1,41,555,125,141,737
59,2020-11-30,HEARD,213,46,0,-,-,-,0,2,223,31,65,290
8,2020-11-30,HENRY,2235,3427,154,-,-,-,12,500,4716,1857,2469,7685
140,2020-11-30,HOUSTON,1718,1404,67,-,-,-,5,228,2916,1124,1174,4318
67,2020-11-30,IRWIN,183,120,1,-,-,-,0,24,293,111,98,415
128,2020-11-30,JACKSON,2229,185,64,-,-,-,5,282,2054,697,844,3180
142,2020-11-30,JASPER,172,67,0,-,-,-,0,5,214,46,66,285
147,2020-11-30,JEFF DAVIS,573,81,4,-,-,-,0,113,558,179,166,837
21,2020-11-30,JEFFERSON,260,559,1,-,-,-,3,25,732,130,196,953
65,2020-11-30,JENKINS,216,227,1,-,-,-,0,24,407,43,56,487
145,2020-11-30,JOHNSON,262,182,0,-,-,-,0,7,400,21,58,465
146,2020-11-30,JONES,452,196,3,-,-,-,0,5,576,96,166,747
143,2020-11-30,LAMAR,287,152,1,-,-,-,1,7,383,113,164,554
66,2020-11-30,LANIER,135,68,0,-,-,-,0,34,197,135,107,338
68,2020-11-30,LAURENS,1148,906,13,-,-,-,3,38,1921,160,271,2230
144,2020-11-30,LEE,424,286,5,-,-,-,1,18,639,105,164,821
148,2020-11-30,LIBERTY,442,739,23,-,-,-,1,94,1031,280,360,1485
123,2020-11-30,LINCOLN,114,95,0,-,-,-,0,2,180,73,100,282
70,2020-11-30,LONG,176,95,1,-,-,-,0,23,241,42,50,314
10,2020-11-30,LOWNDES,1952,1848,39,-,-,-,4,295,3650,1372,1270,5215
69,2020-11-30,LUMPKIN,1080,23,4,-,-,-,0,47,1045,161,176,1268
9,2020-11-30,MACON,63,145,1,-,-,-,0,23,210,85,61,294
104,2020-11-30,MADISON,616,108,9,-,-,-,0,99,590,287,331,1020
149,2020-11-30,MARION,87,84,2,-,-,-,0,23,162,47,35,220
73,2020-11-30,MCDUFFIE,280,332,2,-,-,-,0,33,510,174,245,788
130,2020-11-30,MCINTOSH,191,141,0,-,-,-,0,3,311,30,48,362
71,2020-11-30,MERIWETHER,226,359,3,-,-,-,1,3,540,47,93,636
16,2020-11-30,MILLER,181,143,1,-,-,-,0,11,308,28,34,353
154,2020-11-30,MITCHELL,331,471,3,-,-,-,0,62,662,89,170,894
11,2020-11-30,MONROE,458,300,1,-,-,-,1,16,703,155,196,915
152,2020-11-30,MONTGOMERY,268,93,0,-,-,-,0,38,325,33,31,394
158,2020-11-30,MORGAN,304,191,0,-,-,-,1,9,405,90,172,586
126,2020-11-30,MURRAY,1304,11,1,-,-,-,0,403,964,454,403,1770
72,2020-11-30,MUSCOGEE,2213,3050,83,-,-,-,8,458,4730,1584,1750,6938
150,2020-11-30,NEWTON,1116,1596,17,-,-,-,3,252,2281,666,865,3398
76,2020-11-30,OCONEE,770,55,14,-,-,-,0,67,702,205,275,1044
75,2020-11-30,OGLETHORPE,281,115,1,-,-,-,0,38,350,104,113,501
74,2020-11-30,PAULDING,2181,869,23,-,-,-,9,337,1959,949,1735,4031
81,2020-11-30,PEACH,294,449,4,-,-,-,0,46,676,199,224,946
5,2020-11-30,PICKENS,889,9,2,-,-,-,0,29,778,134,227,1034
120,2020-11-30,PIERCE,506,94,1,-,-,-,0,34,555,139,151,740
111,2020-11-30,PIKE,330,50,1,-,-,-,0,15,345,87,108,468
151,2020-11-30,POLK,1018,202,8,-,-,-,6,359,933,781,723,2015
15,2020-11-30,PULASKI,177,179,2,-,-,-,1,5,289,22,87,381
127,2020-11-30,PUTNAM,381,313,4,-,-,-,0,80,553,209,274,907
110,2020-11-30,QUITMAN,4,34,0,-,-,-,0,0,38,6,6,44
77,2020-11-30,RABUN,473,9,0,-,-,-,0,60,406,98,114,580
19,2020-11-30,RANDOLPH,67,199,1,-,-,-,1,5,287,78,54,346
78,2020-11-30,RICHMOND,2673,4957,90,-,-,-,5,292,6966,1805,2272,9530
82,2020-11-30,ROCKDALE,645,1412,34,-,-,-,4,293,1637,497,662,2592
79,2020-11-30,SCHLEY,69,45,1,-,-,-,0,3,114,10,8,125
80,2020-11-30,SCREVEN,179,204,6,-,-,-,0,8,370,80,91,469
87,2020-11-30,SEMINOLE,260,184,0,-,-,-,0,8,424,34,46,478
83,2020-11-30,SPALDING,897,661,13,-,-,-,1,89,1249,367,601,1939
153,2020-11-30,STEPHENS,1121,158,11,-,-,-,0,28,1231,224,255,1514
84,2020-11-30,STEWART,50,131,4,-,-,-,0,299,180,389,95,574
6,2020-11-30,SUMTER,283,516,3,-,-,-,0,57,785,234,194,1036
85,2020-11-30,TALBOT,54,123,0,-,-,-,0,0,173,24,28,201
86,2020-11-30,TALIAFERRO,11,24,0,-,-,-,0,1,33,2,3,37
88,2020-11-30,TATTNALL,526,151,1,-,-,-,0,142,562,339,313,1017
156,2020-11-30,TAYLOR,99,134,0,-,-,-,1,4,238,43,35,277
94,2020-11-30,TELFAIR,309,133,1,-,-,-,1,32,381,76,107,520
155,2020-11-30,TERRELL,59,266,2,-,-,-,0,4,302,24,45,351
89,2020-11-30,THOMAS,804,828,9,-,-,-,2,66,1492,102,187,1745
91,2020-11-30,TIFT,1057,682,12,-,-,-,1,327,1672,551,304,2303
92,2020-11-30,TOOMBS,666,302,7,-,-,-,2,171,941,670,535,1647
90,2020-11-30,TOWNS,480,4,4,-,-,-,1,17,462,66,76,555
93,2020-11-30,TREUTLEN,187,130,4,-,-,-,0,1,298,10,32,331
97,2020-11-30,TROUP,1093,1563,17,-,-,-,1,102,2222,631,981,3305
129,2020-11-30,TURNER,125,173,4,-,-,-,0,13,296,73,66,375
100,2020-11-30,TWIGGS,63,154,1,-,-,-,0,3,191,33,57,251
121,2020-11-30,UNION,950,6,4,-,-,-,0,17,901,115,157,1075
98,2020-11-30,UPSON,427,342,3,-,-,-,0,17,758,170,167,942
160,2020-11-30,WALKER,1671,123,12,-,-,-,2,73,1461,780,1054,2588
17,2020-11-30,WALTON,1609,588,42,-,-,-,4,126,1948,643,812,2886
99,2020-11-30,WARE,880,581,9,-,-,-,1,78,1300,439,532,1910
117,2020-11-30,WARREN,35,123,0,-,-,-,1,1,144,28,42,187
159,2020-11-30,WASHINGTON,309,478,0,-,-,-,0,18,675,195,289,982
161,2020-11-30,WAYNE,701,198,8,-,-,-,1,52,822,557,591,1465
124,2020-11-30,WEBSTER,16,29,0,-,-,-,0,0,45,1,1,46
157,2020-11-30,WHEELER,151,71,2,-,-,-,0,7,208,147,156,371
20,2020-11-30,WHITE,1124,23,1,-,-,-,0,25,1070,157,210,1305
96,2020-11-30,WHITFIELD,4617,209,48,-,-,-,1,3302,2431,2765,1907,7640
13,2020-11-30,WILCOX,150,120,1,-,-,-,0,7,248,17,33,288
95,2020-11-30,WILKES,159,165,0,-,-,-,0,24,298,43,45,367
118,2020-11-30,WILKINSON,161,195,0,-,-,-,0,4,322,58,88,414
116,2020-11-30,WORTH,310,290,1,-,-,-,0,9,563,46,75,647
