,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
23,2020-11-30,APPLING,648,222,6,-,-,-,2,117,710,355,406,1233
24,2020-11-30,ATKINSON,272,73,0,-,-,-,0,152,269,181,105,526
26,2020-11-30,BACON,420,89,4,-,-,-,0,107,464,152,94,665
25,2020-11-30,BAKER,48,50,0,-,-,-,0,10,79,9,18,107
2,2020-11-30,BALDWIN,1231,757,17,-,-,-,1,66,1751,519,708,2525
27,2020-11-30,BANKS,580,22,9,-,-,-,1,44,536,152,184,764
28,2020-11-30,BARROW,1944,390,100,-,-,-,1,392,1962,783,864,3218
29,2020-11-30,BARTOW,2589,439,38,-,-,-,5,538,2243,1438,1728,4509
30,2020-11-30,BEN HILL,425,281,4,-,-,-,0,45,657,234,242,944
107,2020-11-30,BERRIEN,414,74,0,-,-,-,2,39,471,96,76,586
4,2020-11-30,BIBB,1999,4168,77,-,-,-,1,171,5741,1119,1452,7364
34,2020-11-30,BLECKLEY,348,172,3,-,-,-,0,17,471,26,61,549
33,2020-11-30,BRANTLEY,424,22,1,-,-,-,0,4,430,102,115,549
136,2020-11-30,BROOKS,198,251,1,-,-,-,0,45,395,145,155,595
119,2020-11-30,BRYAN,913,228,15,-,-,-,2,57,1073,278,306,1436
31,2020-11-30,BULLOCH,1822,780,22,-,-,-,0,137,2391,681,777,3305
122,2020-11-30,BURKE,297,535,3,-,-,-,0,32,738,167,232,1002
32,2020-11-30,BUTTS,456,245,3,-,-,-,0,12,594,188,286,892
132,2020-11-30,CALHOUN,58,166,2,-,-,-,0,5,201,47,67,273
113,2020-11-30,CAMDEN,1011,375,18,-,-,-,1,92,1274,360,399,1765
39,2020-11-30,CANDLER,294,114,0,-,-,-,2,82,358,170,140,580
101,2020-11-30,CARROLL,2303,900,16,-,-,-,1,284,2018,903,1821,4123
40,2020-11-30,CATOOSA,1347,57,15,-,-,-,3,56,1185,639,820,2061
35,2020-11-30,CHARLTON,243,140,5,-,-,-,0,100,291,306,303,694
