,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-12-12,APPLING,683,241,7,-,-,-,2,121,760,360,412,1293
2,2020-12-12,ATKINSON,280,90,0,-,-,-,0,156,292,191,113,561
3,2020-12-12,BACON,432,98,4,-,-,-,0,108,485,158,99,692
4,2020-12-12,BAKER,51,54,0,-,-,-,0,10,87,10,18,115
5,2020-12-12,BALDWIN,1297,803,22,-,-,-,2,72,1868,518,702,2642
6,2020-12-12,BANKS,695,27,9,-,-,-,1,54,638,192,232,924
7,2020-12-12,BARROW,2276,443,117,-,-,-,1,447,2313,959,1036,3796
8,2020-12-12,BARTOW,3057,494,45,-,-,-,7,597,2670,1666,2002,5269
9,2020-12-12,BEN HILL,478,321,4,-,-,-,0,49,754,257,257,1060
10,2020-12-12,BERRIEN,464,85,0,-,-,-,2,42,531,105,83,656
11,2020-12-12,BIBB,2177,4599,91,-,-,-,0,185,6343,1224,1563,8091
12,2020-12-12,BLECKLEY,368,176,3,-,-,-,0,17,491,31,70,578
13,2020-12-12,BRANTLEY,458,23,1,-,-,-,0,4,461,107,124,589
14,2020-12-12,BROOKS,221,291,1,-,-,-,0,52,450,167,178,680
15,2020-12-12,BRYAN,1009,246,18,-,-,-,2,66,1179,284,314,1559
16,2020-12-12,BULLOCH,1897,830,24,-,-,-,2,142,2522,697,786,3450
17,2020-12-12,BURKE,322,574,4,-,-,-,0,32,797,159,230,1059
18,2020-12-12,BUTTS,540,271,3,-,-,-,0,13,685,208,324,1022
19,2020-12-12,CALHOUN,72,174,3,-,-,-,0,9,219,59,80,308
20,2020-12-12,CAMDEN,1150,401,18,-,-,-,0,96,1439,373,407,1942
21,2020-12-12,CANDLER,306,118,0,-,-,-,0,80,376,163,131,587
22,2020-12-12,CARROLL,2612,966,22,-,-,-,2,306,2322,1026,2000,4628
23,2020-12-12,CATOOSA,1630,62,15,-,-,-,3,60,1434,789,1005,2499
24,2020-12-12,CHARLTON,267,160,5,-,-,-,0,102,328,325,327,757
25,2020-12-12,CHATHAM,4864,4576,231,-,-,-,17,793,8596,1769,2068,11457
26,2020-12-12,CHATTAHOOCHEE,1456,263,35,-,-,-,0,132,680,345,1287,2099
27,2020-12-12,CHATTOOGA,708,92,5,-,-,-,4,89,630,487,577,1296
28,2020-12-12,CHEROKEE,7232,541,105,-,-,-,6,1657,6083,2536,2680,10420
29,2020-12-12,CLARKE,4237,1360,272,-,-,-,5,898,4894,1593,1675,7467
30,2020-12-12,CLAY,27,82,0,-,-,-,1,4,107,22,21,132
31,2020-12-12,CLAYTON,1364,6338,370,-,-,-,8,1633,6308,3199,3338,11279
32,2020-12-12,CLINCH,233,147,0,-,-,-,1,20,370,122,113,503
33,2020-12-12,COBB,13516,7521,802,-,-,-,28,6345,17304,8425,6643,30292
34,2020-12-12,COFFEE,1358,850,9,-,-,-,2,332,1872,745,760,2964
35,2020-12-12,COLQUITT,1324,455,14,-,-,-,1,768,1328,590,288,2384
36,2020-12-12,COLUMBIA,3216,1292,159,-,-,-,5,235,4111,1459,1785,6131
37,2020-12-12,COOK,444,234,1,-,-,-,0,53,659,178,145,857
38,2020-12-12,COWETA,2278,913,34,-,-,-,2,374,2786,938,1005,4165
39,2020-12-12,CRAWFORD,135,85,0,-,-,-,0,2,205,49,62,269
40,2020-12-12,CRISP,286,368,8,-,-,-,1,40,599,157,181,820
41,2020-12-12,DADE,412,8,5,-,-,-,0,16,369,169,209,594
42,2020-12-12,DAWSON,1116,9,6,-,-,-,1,72,1041,199,218,1331
43,2020-12-12,DECATUR,649,603,2,-,-,-,1,130,1062,218,281,1473
44,2020-12-12,DEKALB,7227,13644,1384,-,-,-,18,3852,18046,7364,7739,29637
45,2020-12-12,DODGE,437,261,2,-,-,-,0,11,632,58,115,758
46,2020-12-12,DOOLY,174,238,2,-,-,-,0,33,378,56,59,470
47,2020-12-12,DOUGHERTY,670,2621,19,-,-,-,1,83,3005,316,539,3627
48,2020-12-12,DOUGLAS,1890,2634,99,-,-,-,3,785,3928,1073,986,5699
49,2020-12-12,EARLY,174,386,1,-,-,-,0,6,526,89,118,650
50,2020-12-12,ECHOLS,132,7,2,-,-,-,0,132,95,154,68,295
51,2020-12-12,EFFINGHAM,1477,383,13,-,-,-,1,105,1719,335,385,2209
52,2020-12-12,ELBERT,473,356,6,-,-,-,0,52,749,178,212,1013
53,2020-12-12,EMANUEL,581,387,9,-,-,-,1,35,899,335,379,1313
54,2020-12-12,EVANS,240,139,1,-,-,-,0,87,345,154,102,534
55,2020-12-12,FANNIN,963,1,0,-,-,-,1,47,883,160,195,1125
56,2020-12-12,FAYETTE,1322,819,53,-,-,-,6,223,1890,903,990,3103
57,2020-12-12,FLOYD,2973,728,39,-,-,-,7,743,2808,1995,2191,5742
58,2020-12-12,FORSYTH,4856,244,328,-,-,-,6,1035,4358,1962,2003,7396
59,2020-12-12,FRANKLIN,965,111,9,-,-,-,0,73,972,247,287,1332
60,2020-12-12,FULTON,14294,16595,1097,-,-,-,41,4408,27346,10439,10712,42466
61,2020-12-12,GILMER,1164,6,7,-,-,-,0,243,912,191,213,1368
62,2020-12-12,GLASCOCK,46,11,0,-,-,-,0,0,52,12,17,69
63,2020-12-12,GLYNN,2443,1082,49,-,-,-,2,582,3138,759,615,4335
64,2020-12-12,GORDON,2017,130,46,-,-,-,8,686,1569,1263,1209,3464
65,2020-12-12,GRADY,537,299,0,-,-,-,2,237,626,124,99,962
66,2020-12-12,GREENE,288,290,1,-,-,-,0,44,449,141,227,720
67,2020-12-12,GWINNETT,15133,7799,2419,-,-,-,39,10833,17698,16910,13769,42300
68,2020-12-12,HABERSHAM,2034,69,36,-,-,-,0,491,1676,617,589,2756
69,2020-12-12,HALL,8508,835,104,-,-,-,1,4187,7092,4849,3018,14297
70,2020-12-12,HANCOCK,86,300,0,-,-,-,0,3,351,142,174,528
71,2020-12-12,HARALSON,832,26,2,-,-,-,0,10,502,171,519,1031
72,2020-12-12,HARRIS,638,241,6,-,-,-,0,29,801,159,214,1044
73,2020-12-12,HART,533,196,11,-,-,-,1,42,681,135,153,876
74,2020-12-12,HEARD,264,51,1,-,-,-,0,2,267,46,93,362
75,2020-12-12,HENRY,2590,3932,170,-,-,-,16,584,5579,2220,2765,8928
76,2020-12-12,HOUSTON,1957,1552,79,-,-,-,7,249,3265,1233,1314,4828
77,2020-12-12,IRWIN,210,130,1,-,-,-,0,26,334,114,95,455
78,2020-12-12,JACKSON,2645,221,84,-,-,-,7,316,2448,906,1099,3863
79,2020-12-12,JASPER,195,75,0,-,-,-,0,5,249,60,76,330
80,2020-12-12,JEFF DAVIS,608,85,4,-,-,-,0,117,596,177,161,874
81,2020-12-12,JEFFERSON,285,608,1,-,-,-,3,26,797,126,200,1023
82,2020-12-12,JENKINS,220,231,1,-,-,-,0,24,416,42,54,494
83,2020-12-12,JOHNSON,270,193,0,-,-,-,0,7,417,23,62,486
84,2020-12-12,JONES,491,232,4,-,-,-,0,7,655,110,175,837
85,2020-12-12,LAMAR,325,179,2,-,-,-,1,8,447,136,188,643
86,2020-12-12,LANIER,148,74,0,-,-,-,0,34,215,135,108,357
87,2020-12-12,LAURENS,1247,954,13,-,-,-,2,38,2040,174,312,2390
88,2020-12-12,LEE,458,304,5,-,-,-,1,20,695,127,180,895
89,2020-12-12,LIBERTY,503,799,23,-,-,-,1,105,1122,295,394,1621
90,2020-12-12,LINCOLN,132,100,0,-,-,-,0,3,203,67,93,299
91,2020-12-12,LONG,195,98,1,-,-,-,0,24,261,59,68,353
92,2020-12-12,LOWNDES,2141,1990,53,-,-,-,4,329,3983,1435,1311,5623
93,2020-12-12,LUMPKIN,1246,28,4,-,-,-,1,51,1221,204,211,1483
94,2020-12-12,MACON,70,165,1,-,-,-,0,25,233,93,71,329
95,2020-12-12,MADISON,782,140,9,-,-,-,0,104,737,316,406,1247
96,2020-12-12,MARION,87,86,2,-,-,-,0,23,167,48,33,223
97,2020-12-12,MCDUFFIE,329,373,2,-,-,-,0,35,600,169,238,873
98,2020-12-12,MCINTOSH,207,157,0,-,-,-,0,4,339,43,64,407
99,2020-12-12,MERIWETHER,245,372,3,-,-,-,1,7,568,71,117,692
100,2020-12-12,MILLER,185,150,1,-,-,-,0,12,322,39,41,375
101,2020-12-12,MITCHELL,358,509,3,-,-,-,0,64,747,101,160,971
102,2020-12-12,MONROE,504,325,3,-,-,-,3,18,775,196,238,1031
103,2020-12-12,MONTGOMERY,282,99,0,-,-,-,0,38,343,36,36,417
104,2020-12-12,MORGAN,339,204,0,-,-,-,1,9,446,98,187,642
105,2020-12-12,MURRAY,1579,14,2,-,-,-,0,433,1217,518,463,2113
106,2020-12-12,MUSCOGEE,2422,3343,90,-,-,-,9,490,5189,1732,1917,7596
107,2020-12-12,NEWTON,1291,1895,18,-,-,-,3,275,2672,700,960,3907
109,2020-12-12,OCONEE,891,63,16,-,-,-,0,76,819,237,312,1207
110,2020-12-12,OGLETHORPE,316,137,1,-,-,-,0,38,399,117,134,571
111,2020-12-12,PAULDING,2555,987,24,-,-,-,10,377,2365,1149,1983,4725
112,2020-12-12,PEACH,326,474,4,-,-,-,0,52,733,226,245,1030
113,2020-12-12,PICKENS,1043,12,2,-,-,-,1,41,919,155,253,1213
114,2020-12-12,PIERCE,523,103,1,-,-,-,0,34,578,148,163,775
115,2020-12-12,PIKE,372,52,1,-,-,-,0,16,388,95,116,520
116,2020-12-12,POLK,1118,217,9,-,-,-,6,371,1048,817,748,2167
117,2020-12-12,PULASKI,189,184,3,-,-,-,1,5,305,24,91,401
118,2020-12-12,PUTNAM,438,332,4,-,-,-,0,81,619,215,289,989
119,2020-12-12,QUITMAN,5,34,0,-,-,-,0,0,40,7,6,46
120,2020-12-12,RABUN,625,11,1,-,-,-,0,72,542,133,156,770
121,2020-12-12,RANDOLPH,66,210,1,-,-,-,1,4,296,69,47,347
122,2020-12-12,RICHMOND,3101,5693,108,-,-,-,4,333,8061,1972,2484,10878
123,2020-12-12,ROCKDALE,748,1649,38,-,-,-,4,346,1947,574,720,3013
124,2020-12-12,SCHLEY,77,49,1,-,-,-,0,3,124,13,13,140
125,2020-12-12,SCREVEN,184,211,6,-,-,-,0,8,387,85,91,486
126,2020-12-12,SEMINOLE,280,196,0,-,-,-,0,8,456,32,44,508
127,2020-12-12,SPALDING,991,715,14,-,-,-,1,94,1391,431,667,2152
128,2020-12-12,STEPHENS,1331,172,13,-,-,-,0,28,1434,258,312,1774
129,2020-12-12,STEWART,51,136,4,-,-,-,0,299,187,398,103,589
130,2020-12-12,SUMTER,319,573,3,-,-,-,1,63,871,249,211,1145
131,2020-12-12,TALBOT,55,131,0,-,-,-,0,0,185,31,32,217
132,2020-12-12,TALIAFERRO,12,26,0,-,-,-,0,1,36,3,4,41
133,2020-12-12,TATTNALL,563,168,1,-,-,-,0,152,609,371,342,1103
134,2020-12-12,TAYLOR,103,149,0,-,-,-,1,5,256,48,40,301
135,2020-12-12,TELFAIR,323,137,1,-,-,-,1,33,399,77,107,539
136,2020-12-12,TERRELL,71,290,2,-,-,-,0,5,337,33,54,396
137,2020-12-12,THOMAS,863,929,11,-,-,-,2,75,1652,129,207,1934
138,2020-12-12,TIFT,1197,779,13,-,-,-,1,375,1897,601,319,2591
139,2020-12-12,TOOMBS,725,346,7,-,-,-,3,179,1037,675,540,1756
140,2020-12-12,TOWNS,550,4,4,-,-,-,1,17,526,66,82,625
141,2020-12-12,TREUTLEN,190,134,4,-,-,-,0,1,306,12,33,340
142,2020-12-12,TROUP,1189,1638,17,-,-,-,2,108,2365,693,1066,3539
143,2020-12-12,TURNER,137,188,4,-,-,-,0,14,325,75,65,404
144,2020-12-12,TWIGGS,73,169,1,-,-,-,0,3,219,37,58,280
145,2020-12-12,UNION,1059,6,6,-,-,-,0,21,1011,122,161,1193
147,2020-12-12,UPSON,450,356,3,-,-,-,0,17,797,177,172,986
148,2020-12-12,WALKER,1934,134,13,-,-,-,2,80,1710,961,1254,3044
149,2020-12-12,WALTON,1923,683,49,-,-,-,4,147,2345,803,970,3462
150,2020-12-12,WARE,915,591,9,-,-,-,1,82,1339,457,552,1973
151,2020-12-12,WARREN,42,130,0,-,-,-,1,2,158,28,41,201
152,2020-12-12,WASHINGTON,342,521,0,-,-,-,0,18,752,191,284,1054
153,2020-12-12,WAYNE,772,214,9,-,-,-,0,54,905,579,615,1574
154,2020-12-12,WEBSTER,16,29,0,-,-,-,0,0,45,1,1,46
155,2020-12-12,WHEELER,151,73,2,-,-,-,0,7,210,148,157,374
156,2020-12-12,WHITE,1324,26,1,-,-,-,0,31,1268,220,272,1571
157,2020-12-12,WHITFIELD,5367,260,57,-,-,-,3,3681,2991,3356,2371,9043
158,2020-12-12,WILCOX,172,129,1,-,-,-,0,7,277,18,36,320
159,2020-12-12,WILKES,170,184,0,-,-,-,0,24,326,47,51,401
160,2020-12-12,WILKINSON,181,212,0,-,-,-,0,5,354,58,92,451
161,2020-12-12,WORTH,342,311,1,-,-,-,0,10,624,64,84,718
