,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
24,2020-11-29,APPLING,646,222,6,-,-,-,2,116,709,355,406,1231
25,2020-11-29,ATKINSON,271,72,0,-,-,-,0,152,267,181,105,524
26,2020-11-29,BACON,420,89,4,-,-,-,0,107,464,152,94,665
27,2020-11-29,BAKER,48,50,0,-,-,-,0,10,79,9,18,107
0,2020-11-29,BALDWIN,1225,748,17,-,-,-,1,66,1735,531,721,2522
23,2020-11-29,BANKS,577,21,9,-,-,-,1,44,533,150,181,758
28,2020-11-29,BARROW,1932,386,100,-,-,-,1,392,1949,787,865,3206
32,2020-11-29,BARTOW,2578,435,38,-,-,-,5,537,2227,1425,1717,4481
33,2020-11-29,BEN HILL,424,281,4,-,-,-,0,45,656,234,242,943
109,2020-11-29,BERRIEN,412,74,0,-,-,-,2,39,470,97,76,585
4,2020-11-29,BIBB,1968,4143,77,-,-,-,1,171,5679,1157,1496,7346
31,2020-11-29,BLECKLEY,346,172,3,-,-,-,0,17,469,27,62,548
29,2020-11-29,BRANTLEY,420,22,1,-,-,-,0,4,426,102,115,545
132,2020-11-29,BROOKS,198,250,1,-,-,-,0,45,395,143,152,592
120,2020-11-29,BRYAN,913,228,15,-,-,-,2,57,1073,278,306,1436
34,2020-11-29,BULLOCH,1816,780,22,-,-,-,0,136,2384,682,780,3300
121,2020-11-29,BURKE,294,534,3,-,-,-,0,32,735,165,229,996
30,2020-11-29,BUTTS,453,244,3,-,-,-,0,11,591,185,283,885
134,2020-11-29,CALHOUN,58,166,2,-,-,-,0,5,201,47,67,273
114,2020-11-29,CAMDEN,1010,375,18,-,-,-,1,92,1274,358,396,1762
36,2020-11-29,CANDLER,294,114,0,-,-,-,2,82,358,170,140,580
101,2020-11-29,CARROLL,2298,900,16,-,-,-,1,284,2003,901,1829,4116
37,2020-11-29,CATOOSA,1329,57,15,-,-,-,3,56,1167,649,830,2053
40,2020-11-29,CHARLTON,242,140,5,-,-,-,0,100,290,306,303,693
39,2020-11-29,CHATHAM,4428,4214,206,-,-,-,12,728,7858,1752,2026,10612
38,2020-11-29,CHATTAHOOCHEE,1369,244,32,-,-,-,0,127,651,329,1196,1974
35,2020-11-29,CHATTOOGA,603,87,4,-,-,-,4,85,535,428,506,1126
135,2020-11-29,CHEROKEE,6308,487,83,-,-,-,5,1488,5229,2264,2430,9147
3,2020-11-29,CLARKE,3829,1127,238,-,-,-,3,817,4300,1460,1540,6657
133,2020-11-29,CLAY,27,80,0,-,-,-,1,4,106,18,16,126
43,2020-11-29,CLAYTON,1165,5489,304,-,-,-,8,1435,5305,2839,3065,9805
44,2020-11-29,CLINCH,222,143,0,-,-,-,0,20,354,124,115,489
46,2020-11-29,COBB,11808,6643,706,-,-,-,23,5666,15222,7149,5441,26329
6,2020-11-29,COFFEE,1207,685,8,-,-,-,2,306,1587,715,724,2617
42,2020-11-29,COLQUITT,1237,419,12,-,-,-,1,750,1191,542,270,2211
16,2020-11-29,COLUMBIA,2783,1116,143,-,-,-,4,205,3526,1326,1641,5372
104,2020-11-29,COOK,394,204,1,-,-,-,0,51,582,169,135,768
45,2020-11-29,COWETA,1942,810,31,-,-,-,2,333,2370,848,930,3633
111,2020-11-29,CRAWFORD,114,73,0,-,-,-,0,2,170,41,56,228
41,2020-11-29,CRISP,236,330,8,-,-,-,1,40,535,145,145,720
49,2020-11-29,DADE,327,8,5,-,-,-,0,15,292,154,187,494
131,2020-11-29,DAWSON,956,9,6,-,-,-,1,64,886,149,171,1121
50,2020-11-29,DECATUR,624,552,2,-,-,-,1,127,991,203,264,1382
116,2020-11-29,DEKALB,6282,11901,1289,-,-,-,16,3591,15332,6446,7011,25934
118,2020-11-29,DODGE,414,247,2,-,-,-,0,8,600,52,107,715
52,2020-11-29,DOOLY,145,222,1,-,-,-,0,32,338,57,55,425
48,2020-11-29,DOUGHERTY,626,2498,19,-,-,-,0,79,2745,292,611,3435
128,2020-11-29,DOUGLAS,1639,2284,86,-,-,-,2,706,3399,945,851,4956
47,2020-11-29,EARLY,162,370,1,-,-,-,0,6,490,82,119,615
