,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
97,2020-12-25,TROUP,1359,1747,17,-,-,-,4,120,2567,800,1240,3927
131,2020-12-25,TURNER,163,204,4,-,-,-,0,14,369,80,68,451
95,2020-12-25,TWIGGS,95,193,1,-,-,-,0,4,257,51,79,340
125,2020-12-25,UNION,1180,6,8,-,-,-,0,23,1127,145,189,1339
96,2020-12-25,UPSON,518,397,4,-,-,-,0,19,897,208,211,1127
158,2020-12-25,WALKER,2244,152,15,-,-,-,4,89,2003,1198,1521,3613
19,2020-12-25,WALTON,2379,800,53,-,-,-,4,170,2828,1044,1282,4280
93,2020-12-25,WARE,989,608,10,-,-,-,1,84,1433,517,608,2125
114,2020-12-25,WARREN,46,136,0,-,-,-,0,3,169,33,43,215
160,2020-12-25,WASHINGTON,375,555,0,-,-,-,0,19,813,199,297,1129
161,2020-12-25,WAYNE,865,232,9,-,-,-,0,60,1016,652,682,1758
116,2020-12-25,WEBSTER,20,40,0,-,-,-,0,0,59,1,2,61
157,2020-12-25,WHEELER,155,78,2,-,-,-,0,7,218,150,160,385
20,2020-12-25,WHITE,1596,30,2,-,-,-,0,35,1545,283,331,1911
102,2020-12-25,WHITFIELD,6193,321,71,-,-,-,4,4010,3672,3888,2795,10477
15,2020-12-25,WILCOX,188,132,1,-,-,-,0,7,296,47,65,368
100,2020-12-25,WILKES,186,213,0,-,-,-,0,26,366,50,57,449
110,2020-12-25,WILKINSON,206,226,0,-,-,-,0,5,389,77,115,509
117,2020-12-25,WORTH,390,357,2,-,-,-,0,11,711,92,119,841
