,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
22,2020-11-04,APPLING,614,210,6,-,-,-,2,116,668,360,408,1192
20,2020-11-04,ATKINSON,243,56,0,-,-,-,0,151,227,193,114,492
29,2020-11-04,BACON,399,90,2,-,-,-,0,103,439,152,101,643
25,2020-11-04,BAKER,42,47,0,-,-,-,0,10,73,8,14,97
4,2020-11-04,BALDWIN,1149,681,15,-,-,-,1,59,1606,520,701,2366
26,2020-11-04,BANKS,458,19,6,-,-,-,1,41,426,111,128,595
30,2020-11-04,BARROW,1649,331,72,-,-,-,1,344,1684,701,726,2754
27,2020-11-04,BARTOW,2173,387,34,-,-,-,4,485,1873,1248,1488,3846
28,2020-11-04,BEN HILL,391,259,4,-,-,-,0,41,606,245,252,899
110,2020-11-04,BERRIEN,352,67,0,-,-,-,2,29,408,86,70,507
1,2020-11-04,BIBB,1742,3692,59,-,-,-,0,162,5011,1326,1646,6819
31,2020-11-04,BLECKLEY,324,166,2,-,-,-,0,17,440,25,60,517
32,2020-11-04,BRANTLEY,374,22,1,-,-,-,0,3,387,93,100,490
127,2020-11-04,BROOKS,183,233,1,-,-,-,0,40,366,137,148,554
122,2020-11-04,BRYAN,844,207,13,-,-,-,1,49,977,270,309,1335
36,2020-11-04,BULLOCH,1702,715,19,-,-,-,0,129,2213,725,819,3161
121,2020-11-04,BURKE,261,494,3,-,-,-,0,31,664,158,221,916
33,2020-11-04,BUTTS,385,226,2,-,-,-,0,11,522,164,244,777
129,2020-11-04,CALHOUN,65,165,2,-,-,-,0,10,202,46,66,278
117,2020-11-04,CAMDEN,825,342,16,-,-,-,0,72,1065,315,361,1498
34,2020-11-04,CANDLER,279,112,0,-,-,-,2,82,341,171,141,564
107,2020-11-04,CARROLL,1930,759,7,-,-,-,1,242,1633,855,1677,3552
35,2020-11-04,CATOOSA,1026,48,8,-,-,-,3,49,879,527,684,1612
37,2020-11-04,CHARLTON,215,133,5,-,-,-,0,98,262,303,296,656
