,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-12-09,APPLING,682,240,7,-,-,-,2,121,758,355,407,1286
2,2020-12-09,ATKINSON,279,89,0,-,-,-,0,156,290,191,113,559
3,2020-12-09,BACON,431,98,4,-,-,-,0,108,485,158,98,691
4,2020-12-09,BAKER,50,54,0,-,-,-,0,10,86,10,18,114
5,2020-12-09,BALDWIN,1297,800,22,-,-,-,2,72,1865,517,701,2638
6,2020-12-09,BANKS,689,27,9,-,-,-,1,54,631,189,230,915
7,2020-12-09,BARROW,2261,443,117,-,-,-,1,444,2300,945,1023,3767
8,2020-12-09,BARTOW,3035,491,45,-,-,-,7,596,2650,1651,1983,5229
9,2020-12-09,BEN HILL,476,315,4,-,-,-,0,48,746,255,256,1050
10,2020-12-09,BERRIEN,461,85,0,-,-,-,2,42,528,102,80,650
11,2020-12-09,BIBB,2170,4569,91,-,-,-,0,184,6316,1215,1545,8045
12,2020-12-09,BLECKLEY,365,176,3,-,-,-,0,17,489,31,69,575
13,2020-12-09,BRANTLEY,458,23,1,-,-,-,0,4,461,104,121,586
14,2020-12-09,BROOKS,218,288,1,-,-,-,0,52,444,167,178,674
15,2020-12-09,BRYAN,1004,243,18,-,-,-,2,66,1173,280,308,1547
16,2020-12-09,BULLOCH,1894,828,24,-,-,-,2,142,2512,688,782,3436
17,2020-12-09,BURKE,318,572,4,-,-,-,0,32,793,159,228,1053
18,2020-12-09,BUTTS,535,270,3,-,-,-,0,13,680,207,322,1015
19,2020-12-09,CALHOUN,72,174,3,-,-,-,0,9,219,59,80,308
20,2020-12-09,CAMDEN,1150,398,18,-,-,-,0,95,1436,366,401,1932
21,2020-12-09,CANDLER,306,118,0,-,-,-,0,80,376,162,130,586
22,2020-12-09,CARROLL,2607,966,22,-,-,-,2,306,2319,996,1968,4593
23,2020-12-09,CATOOSA,1629,62,15,-,-,-,3,60,1433,776,992,2485
24,2020-12-09,CHARLTON,266,157,5,-,-,-,0,102,327,321,320,749
25,2020-12-09,CHATHAM,4838,4554,230,-,-,-,17,788,8560,1744,2035,11383
26,2020-12-09,CHATTAHOOCHEE,1455,262,35,-,-,-,0,132,678,345,1287,2097
27,2020-12-09,CHATTOOGA,703,92,5,-,-,-,4,89,627,476,564,1280
