,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
27,2020-12-01,APPLING,648,222,6,-,-,-,2,117,710,356,407,1234
28,2020-12-01,ATKINSON,272,73,0,-,-,-,0,152,269,182,106,527
23,2020-12-01,BACON,418,89,4,-,-,-,0,107,464,152,92,663
25,2020-12-01,BAKER,48,50,0,-,-,-,0,10,79,9,18,107
4,2020-12-01,BALDWIN,1234,765,17,-,-,-,1,66,1762,510,699,2527
26,2020-12-01,BANKS,588,22,9,-,-,-,1,44,542,153,187,773
24,2020-12-01,BARROW,1975,397,101,-,-,-,1,398,1996,786,866,3260
29,2020-12-01,BARTOW,2614,441,38,-,-,-,6,540,2263,1445,1741,4544
33,2020-12-01,BEN HILL,427,283,4,-,-,-,0,46,660,234,242,948
112,2020-12-01,BERRIEN,420,74,0,-,-,-,2,39,477,98,78,594
0,2020-12-01,BIBB,2010,4203,78,-,-,-,2,174,5787,1118,1450,7411
34,2020-12-01,BLECKLEY,349,172,3,-,-,-,0,17,472,26,61,550
31,2020-12-01,BRANTLEY,426,22,1,-,-,-,0,4,432,101,114,550
131,2020-12-01,BROOKS,199,253,1,-,-,-,0,45,398,147,157,600
121,2020-12-01,BRYAN,914,228,15,-,-,-,2,59,1073,286,313,1445
32,2020-12-01,BULLOCH,1820,782,22,-,-,-,0,137,2390,682,779,3306
120,2020-12-01,BURKE,299,541,3,-,-,-,0,32,743,165,233,1008
30,2020-12-01,BUTTS,460,247,3,-,-,-,0,12,599,185,284,895
133,2020-12-01,CALHOUN,58,167,2,-,-,-,0,5,202,48,68,275
117,2020-12-01,CAMDEN,1014,372,18,-,-,-,1,85,1279,357,398,1762
35,2020-12-01,CANDLER,294,114,0,-,-,-,2,82,358,170,140,580
101,2020-12-01,CARROLL,2326,904,16,-,-,-,1,284,2050,891,1804,4138
36,2020-12-01,CATOOSA,1361,58,15,-,-,-,3,56,1199,646,828,2083
37,2020-12-01,CHARLTON,244,141,5,-,-,-,0,100,293,308,305,698
40,2020-12-01,CHATHAM,4462,4236,206,-,-,-,12,736,7909,1765,2036,10681
38,2020-12-01,CHATTAHOOCHEE,1385,248,33,-,-,-,0,130,660,332,1208,1998
39,2020-12-01,CHATTOOGA,614,87,4,-,-,-,4,85,546,431,509,1140
