,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
45,2020-12-28,COLQUITT,1373,475,17,-,-,-,1,775,1405,630,316,2496
13,2020-12-28,COLUMBIA,3680,1461,179,-,-,-,4,269,4699,1673,2029,6997
101,2020-12-28,COOK,511,268,2,-,-,-,0,57,762,190,152,971
44,2020-12-28,COWETA,2782,1043,44,-,-,-,2,414,3375,1103,1185,4974
107,2020-12-28,CRAWFORD,185,105,0,-,-,-,0,4,263,57,80,347
46,2020-12-28,CRISP,344,412,9,-,-,-,1,42,683,167,208,933
48,2020-12-28,DADE,472,8,5,-,-,-,0,17,428,200,240,685
136,2020-12-28,DAWSON,1311,10,6,-,-,-,1,82,1232,264,278,1592
47,2020-12-28,DECATUR,707,631,3,-,-,-,1,137,1142,244,307,1586
120,2020-12-28,DEKALB,8154,15377,1484,-,-,-,26,4220,20599,9083,9305,34124
118,2020-12-28,DODGE,478,280,3,-,-,-,0,11,688,52,114,813
54,2020-12-28,DOOLY,193,265,2,-,-,-,0,33,415,60,72,520
52,2020-12-28,DOUGHERTY,723,2825,20,-,-,-,0,92,3256,366,586,3934
129,2020-12-28,DOUGLAS,2164,3040,109,-,-,-,3,887,4412,1282,1299,6598
53,2020-12-28,EARLY,190,404,1,-,-,-,0,6,562,102,129,697
51,2020-12-28,ECHOLS,148,8,2,-,-,-,0,134,110,153,67,311
109,2020-12-28,EFFINGHAM,1574,403,15,-,-,-,0,110,1852,387,417,2379
16,2020-12-28,ELBERT,538,387,8,-,-,-,0,52,820,188,249,1121
49,2020-12-28,EMANUEL,621,403,9,-,-,-,1,35,955,359,403,1393
50,2020-12-28,EVANS,261,147,2,-,-,-,0,92,372,173,119,583
135,2020-12-28,FANNIN,1072,2,0,-,-,-,1,49,979,171,218,1246
138,2020-12-28,FAYETTE,1584,940,68,-,-,-,8,261,2232,1012,1119,3612
137,2020-12-28,FLOYD,3361,806,41,-,-,-,9,797,3226,2282,2476,6499
59,2020-12-28,FORSYTH,5717,282,391,-,-,-,8,1190,5171,2487,2524,8885
103,2020-12-28,FRANKLIN,1145,138,12,-,-,-,0,83,1154,296,354,1591
12,2020-12-28,FULTON,16767,18672,1354,-,-,-,45,4996,31474,12463,12831,49301
56,2020-12-28,GILMER,1298,7,9,-,-,-,0,259,1041,252,266,1566
55,2020-12-28,GLASCOCK,56,14,0,-,-,-,0,0,63,15,22,85
58,2020-12-28,GLYNN,2662,1179,54,-,-,-,2,606,3452,812,651,4709
57,2020-12-28,GORDON,2334,146,51,-,-,-,10,744,1853,1415,1359,3956
61,2020-12-28,GRADY,573,330,0,-,-,-,4,241,691,135,110,1042
104,2020-12-28,GREENE,366,355,1,-,-,-,0,52,551,178,297,900
65,2020-12-28,GWINNETT,17031,8927,2845,-,-,-,55,11874,20541,20531,16974,49389
62,2020-12-28,HABERSHAM,2444,80,43,-,-,-,0,556,2045,812,778,3379
140,2020-12-28,HALL,9974,953,121,-,-,-,2,4639,8329,5800,3882,16850
113,2020-12-28,HANCOCK,95,321,0,-,-,-,0,3,379,163,197,579
63,2020-12-28,HARALSON,945,30,3,-,-,-,0,12,622,213,557,1191
141,2020-12-28,HARRIS,740,263,7,-,-,-,0,32,913,205,270,1215
108,2020-12-28,HART,653,240,12,-,-,-,1,45,839,184,206,1090
64,2020-12-28,HEARD,304,54,1,-,-,-,0,3,308,53,101,412
9,2020-12-28,HENRY,3160,4481,208,-,-,-,18,706,6579,2755,3337,10622
142,2020-12-28,HOUSTON,2338,1790,94,-,-,-,7,282,3854,1612,1705,5841
60,2020-12-28,IRWIN,270,147,1,-,-,-,0,27,410,122,103,540
130,2020-12-28,JACKSON,3215,287,98,-,-,-,8,368,2952,1234,1522,4842
139,2020-12-28,JASPER,240,83,0,-,-,-,0,7,296,65,85,388
144,2020-12-28,JEFF DAVIS,657,98,4,-,-,-,0,119,653,180,167,939
18,2020-12-28,JEFFERSON,324,654,2,-,-,-,3,26,874,138,221,1121
69,2020-12-28,JENKINS,231,239,1,-,-,-,0,24,429,42,60,513
147,2020-12-28,JOHNSON,309,208,0,-,-,-,0,7,462,22,70,539
145,2020-12-28,JONES,546,298,4,-,-,-,0,7,761,138,218,986
146,2020-12-28,LAMAR,379,206,2,-,-,-,1,9,531,176,224,764
70,2020-12-28,LANIER,169,85,0,-,-,-,0,35,245,133,107,387
67,2020-12-28,LAURENS,1394,1055,14,-,-,-,2,37,2269,191,350,2656
143,2020-12-28,LEE,522,334,5,-,-,-,1,25,781,175,231,1037
153,2020-12-28,LIBERTY,561,866,24,-,-,-,1,126,1218,324,432,1776
124,2020-12-28,LINCOLN,147,112,0,-,-,-,0,3,229,68,95,327
68,2020-12-28,LONG,237,105,2,-,-,-,0,29,306,77,86,421
6,2020-12-28,LOWNDES,2318,2128,53,-,-,-,5,356,4280,1512,1380,6016
66,2020-12-28,LUMPKIN,1473,29,5,-,-,-,1,57,1467,269,253,1777
5,2020-12-28,MACON,78,176,1,-,-,-,0,25,249,99,80,354
99,2020-12-28,MADISON,967,178,10,-,-,-,0,115,909,362,493,1517
149,2020-12-28,MARION,98,92,2,-,-,-,0,24,183,57,42,249
71,2020-12-28,MCDUFFIE,373,407,2,-,-,-,0,39,665,179,257,961
123,2020-12-28,MCINTOSH,223,172,0,-,-,-,0,4,372,47,66,442
75,2020-12-28,MERIWETHER,296,408,3,-,-,-,1,9,642,106,163,814
14,2020-12-28,MILLER,206,165,1,-,-,-,0,14,359,58,57,430
150,2020-12-28,MITCHELL,397,584,3,-,-,-,0,70,859,126,181,1110
11,2020-12-28,MONROE,621,365,5,-,-,-,3,21,920,221,274,1215
151,2020-12-28,MONTGOMERY,318,116,0,-,-,-,0,41,398,74,69,508
159,2020-12-28,MORGAN,406,224,1,-,-,-,1,12,527,123,216,755
126,2020-12-28,MURRAY,1875,18,3,-,-,-,0,482,1472,614,556,2510
72,2020-12-28,MUSCOGEE,2723,3668,107,-,-,-,9,538,5770,2043,2242,8550
152,2020-12-28,NEWTON,1512,2129,22,-,-,-,3,298,3088,824,1104,4490
73,2020-12-28,OCONEE,1140,75,26,-,-,-,0,89,1028,326,450,1567
74,2020-12-28,OGLETHORPE,382,161,1,-,-,-,0,41,457,153,199,697
76,2020-12-28,PAULDING,3112,1129,34,-,-,-,14,416,2977,1399,2295,5688
79,2020-12-28,PEACH,386,513,4,-,-,-,0,58,825,258,278,1161
7,2020-12-28,PICKENS,1226,15,2,-,-,-,1,47,1081,183,299,1427
119,2020-12-28,PIERCE,583,108,1,-,-,-,0,36,641,177,192,869
111,2020-12-28,PIKE,424,55,1,-,-,-,0,17,442,126,147,606
148,2020-12-28,POLK,1326,250,10,-,-,-,6,386,1256,862,812,2454
17,2020-12-28,PULASKI,204,196,5,-,-,-,1,6,334,23,89,429
128,2020-12-28,PUTNAM,516,360,4,-,-,-,0,83,698,245,344,1125
112,2020-12-28,QUITMAN,8,34,0,-,-,-,0,0,42,7,7,49
81,2020-12-28,RABUN,765,13,1,-,-,-,0,87,662,199,229,978
21,2020-12-28,RANDOLPH,69,215,1,-,-,-,1,4,303,70,49,356
80,2020-12-28,RICHMOND,3476,6402,129,-,-,-,4,372,9050,2256,2845,12267
77,2020-12-28,ROCKDALE,837,1888,49,-,-,-,6,373,2254,699,852,3479
78,2020-12-28,SCHLEY,82,52,1,-,-,-,0,3,130,18,20,153
87,2020-12-28,SCREVEN,187,228,6,-,-,-,0,8,409,97,101,518
85,2020-12-28,SEMINOLE,308,207,0,-,-,-,0,9,494,38,50,553
84,2020-12-28,SPALDING,1087,802,14,-,-,-,1,106,1586,602,814,2506
155,2020-12-28,STEPHENS,1577,193,13,-,-,-,0,35,1676,306,378,2089
82,2020-12-28,STEWART,55,141,4,-,-,-,0,299,196,404,109,604
8,2020-12-28,SUMTER,380,629,5,-,-,-,1,66,973,272,248,1287
83,2020-12-28,TALBOT,60,137,0,-,-,-,0,0,194,38,41,235
86,2020-12-28,TALIAFERRO,12,33,0,-,-,-,0,2,40,3,6,48
92,2020-12-28,TATTNALL,617,183,1,-,-,-,0,155,672,432,406,1233
154,2020-12-28,TAYLOR,120,159,3,-,-,-,1,6,282,53,48,336
91,2020-12-28,TELFAIR,333,150,1,-,-,-,1,35,423,84,111,569
156,2020-12-28,TERRELL,74,328,3,-,-,-,1,5,379,37,59,443
89,2020-12-28,THOMAS,1029,1045,11,-,-,-,4,85,1915,177,266,2266
90,2020-12-28,TIFT,1321,853,14,-,-,-,1,395,2078,639,355,2828
88,2020-12-28,TOOMBS,843,391,9,-,-,-,3,186,1196,785,649,2031
94,2020-12-28,TOWNS,610,4,4,-,-,-,1,18,586,87,102,706
98,2020-12-28,TREUTLEN,198,156,4,-,-,-,0,1,334,29,52,387
97,2020-12-28,TROUP,1359,1749,17,-,-,-,4,120,2569,800,1240,3929
131,2020-12-28,TURNER,164,204,4,-,-,-,0,14,370,80,68,452
95,2020-12-28,TWIGGS,95,193,1,-,-,-,0,4,257,51,79,340
125,2020-12-28,UNION,1181,6,8,-,-,-,0,23,1128,145,189,1340
96,2020-12-28,UPSON,518,397,4,-,-,-,0,19,897,219,222,1138
158,2020-12-28,WALKER,2245,152,15,-,-,-,4,89,2004,1201,1524,3617
19,2020-12-28,WALTON,2384,802,54,-,-,-,4,171,2832,1050,1291,4294
93,2020-12-28,WARE,989,608,10,-,-,-,1,84,1433,527,618,2135
114,2020-12-28,WARREN,47,137,0,-,-,-,0,3,171,33,43,217
160,2020-12-28,WASHINGTON,375,555,0,-,-,-,0,19,813,199,297,1129
161,2020-12-28,WAYNE,866,233,9,-,-,-,0,60,1018,652,682,1760
116,2020-12-28,WEBSTER,20,40,0,-,-,-,0,0,59,1,2,61
157,2020-12-28,WHEELER,155,78,2,-,-,-,0,7,218,151,161,386
20,2020-12-28,WHITE,1596,30,2,-,-,-,0,35,1545,284,332,1912
102,2020-12-28,WHITFIELD,6209,322,71,-,-,-,4,4020,3679,3893,2800,10499
15,2020-12-28,WILCOX,188,132,1,-,-,-,0,7,296,47,65,368
100,2020-12-28,WILKES,186,213,0,-,-,-,0,26,366,50,57,449
110,2020-12-28,WILKINSON,206,226,0,-,-,-,0,5,389,78,116,510
117,2020-12-28,WORTH,391,357,2,-,-,-,0,11,712,92,119,842
