,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
79,2020-12-16,SPALDING,1013,741,14,-,-,-,1,95,1437,443,680,2212
155,2020-12-16,STEPHENS,1377,177,13,-,-,-,0,31,1479,269,326,1836
85,2020-12-16,STEWART,51,137,4,-,-,-,0,299,189,398,102,590
5,2020-12-16,SUMTER,337,585,5,-,-,-,1,63,903,249,211,1177
89,2020-12-16,TALBOT,55,131,0,-,-,-,0,0,185,32,33,218
90,2020-12-16,TALIAFERRO,12,27,0,-,-,-,0,1,37,3,4,42
86,2020-12-16,TATTNALL,573,169,1,-,-,-,0,153,622,379,347,1122
156,2020-12-16,TAYLOR,107,153,0,-,-,-,1,5,262,54,48,315
87,2020-12-16,TELFAIR,327,140,1,-,-,-,1,33,409,79,106,548
157,2020-12-16,TERRELL,72,297,3,-,-,-,0,5,347,35,55,407
88,2020-12-16,THOMAS,882,957,11,-,-,-,2,77,1700,141,216,1993
94,2020-12-16,TIFT,1225,789,13,-,-,-,1,380,1928,602,322,2630
91,2020-12-16,TOOMBS,737,350,7,-,-,-,2,178,1056,690,552,1786
93,2020-12-16,TOWNS,555,4,4,-,-,-,1,17,532,67,82,631
92,2020-12-16,TREUTLEN,190,137,4,-,-,-,0,1,307,14,37,345
95,2020-12-16,TROUP,1223,1658,17,-,-,-,3,110,2416,700,1075,3601
127,2020-12-16,TURNER,148,196,4,-,-,-,0,14,344,77,67,425
97,2020-12-16,TWIGGS,77,173,1,-,-,-,0,4,222,37,62,288
123,2020-12-16,UNION,1075,6,6,-,-,-,0,22,1025,123,163,1210
98,2020-12-16,UPSON,457,364,3,-,-,-,0,18,812,179,173,1003
158,2020-12-16,WALKER,2004,139,13,-,-,-,3,84,1776,1017,1316,3176
17,2020-12-16,WALTON,2018,709,49,-,-,-,4,154,2437,815,1004,3595
99,2020-12-16,WARE,924,593,9,-,-,-,1,83,1350,465,559,1992
113,2020-12-16,WARREN,44,131,0,-,-,-,1,3,161,27,39,203
160,2020-12-16,WASHINGTON,346,529,0,-,-,-,0,18,765,196,288,1071
161,2020-12-16,WAYNE,790,218,9,-,-,-,0,54,929,579,613,1596
121,2020-12-16,WEBSTER,16,31,0,-,-,-,0,0,47,1,1,48
153,2020-12-16,WHEELER,151,74,2,-,-,-,0,7,211,150,159,377
18,2020-12-16,WHITE,1370,26,2,-,-,-,0,31,1315,232,284,1630
100,2020-12-16,WHITFIELD,5550,276,58,-,-,-,3,3766,3172,3375,2324,9262
16,2020-12-16,WILCOX,174,130,1,-,-,-,0,7,281,19,36,324
101,2020-12-16,WILKES,174,186,0,-,-,-,0,24,330,46,52,406
114,2020-12-16,WILKINSON,185,215,0,-,-,-,0,5,362,60,93,460
118,2020-12-16,WORTH,355,320,1,-,-,-,0,10,645,66,87,742
