date,county_name,white,black,asian,ai/an**,nh/pi*,two_plus,other,left blank,hispanic,non_hispanic,eth_unknown,total
2020-11-05,Adams,804.0,76.0,0.0,0.0,0.0,-,0.0,1641.0,0.0,-,-,2534.0
2020-11-05,Alexander,61.0,43.0,0.0,-,-,-,0.0,54.0,0.0,-,-,160.0
2020-11-05,Bond,226.0,12.0,0.0,0.0,-,-,14.0,331.0,0.0,-,-,586.0
2020-11-05,Boone,1020.0,36.0,19.0,0.0,0.0,-,40.0,307.0,919.0,-,-,2349.0
2020-11-05,Brown,75.0,28.0,-,-,-,-,0.0,38.0,7.0,-,-,149.0
2020-11-05,Bureau,482.0,0.0,0.0,0.0,0.0,-,12.0,461.0,156.0,-,-,1118.0
2020-11-05,Calhoun,48.0,0.0,-,0.0,-,-,0.0,40.0,0.0,-,-,94.0
2020-11-05,Carroll,292.0,30.0,0.0,0.0,0.0,-,0.0,278.0,12.0,-,-,620.0
2020-11-05,Cass,251.0,25.0,0.0,0.0,0.0,-,0.0,34.0,170.0,-,-,484.0
2020-11-05,Champaign,4526.0,1033.0,379.0,0.0,6.0,-,219.0,128.0,1014.0,-,-,7308.0
2020-11-05,Christian,438.0,30.0,0.0,0.0,0.0,-,15.0,541.0,25.0,-,-,1050.0
2020-11-05,Clark,233.0,0.0,0.0,0.0,-,-,7.0,109.0,0.0,-,-,355.0
2020-11-05,Clay,323.0,0.0,0.0,0.0,0.0,-,6.0,47.0,0.0,-,-,376.0
2020-11-05,Clinton,1080.0,42.0,0.0,0.0,0.0,-,68.0,800.0,39.0,-,-,2031.0
2020-11-05,Coles,1780.0,94.0,14.0,0.0,0.0,-,47.0,317.0,64.0,-,-,2317.0
2020-11-05,Cook,23604.0,11241.0,2821.0,184.0,213.0,-,5146.0,29967.0,21049.0,-,-,94225.0
2020-11-05,Crawford,398.0,151.0,0.0,0.0,0.0,-,13.0,100.0,36.0,-,-,700.0
2020-11-05,Cumberland,251.0,0.0,0.0,-,-,-,8.0,83.0,0.0,-,-,345.0
2020-11-05,De Witt,243.0,0.0,0.0,0.0,0.0,-,0.0,73.0,0.0,-,-,327.0
2020-11-05,DeKalb,1573.0,299.0,40.0,0.0,0.0,-,36.0,420.0,655.0,-,-,3027.0
2020-11-05,Douglas,493.0,0.0,0.0,0.0,0.0,-,32.0,198.0,189.0,-,-,920.0
2020-11-05,DuPage,10774.0,1137.0,1444.0,37.0,38.0,-,914.0,7441.0,5799.0,-,-,27584.0
2020-11-05,Edgar,155.0,0.0,0.0,0.0,0.0,-,0.0,38.0,0.0,-,-,197.0
2020-11-05,Edwards,102.0,0.0,0.0,-,-,-,0.0,21.0,0.0,-,-,124.0
2020-11-05,Effingham,584.0,0.0,0.0,0.0,0.0,-,100.0,761.0,9.0,-,-,1459.0
2020-11-05,Fayette,460.0,0.0,0.0,0.0,0.0,-,38.0,302.0,0.0,-,-,804.0
2020-11-05,Ford,177.0,0.0,0.0,0.0,0.0,-,6.0,43.0,8.0,-,-,237.0
2020-11-05,Franklin,850.0,0.0,0.0,0.0,-,-,12.0,314.0,9.0,-,-,1193.0
2020-11-05,Fulton,189.0,11.0,0.0,0.0,0.0,-,6.0,534.0,0.0,-,-,744.0
2020-11-05,Gallatin,108.0,0.0,0.0,-,-,-,0.0,19.0,0.0,-,-,129.0
2020-11-05,Greene,143.0,0.0,0.0,0.0,0.0,-,7.0,221.0,0.0,-,-,371.0
2020-11-05,Grundy,784.0,14.0,0.0,0.0,0.0,-,43.0,372.0,107.0,-,-,1322.0
2020-11-05,Hamilton,102.0,0.0,0.0,-,0.0,-,0.0,54.0,0.0,-,-,159.0
2020-11-05,Hancock,173.0,0.0,0.0,0.0,0.0,-,6.0,243.0,0.0,-,-,425.0
2020-11-05,Hardin,46.0,0.0,0.0,0.0,-,-,0.0,17.0,0.0,-,-,63.0
2020-11-05,Henderson,104.0,-,-,0.0,-,-,0.0,54.0,0.0,-,-,158.0
2020-11-05,Henry,325.0,15.0,0.0,0.0,0.0,-,13.0,570.0,32.0,-,-,957.0
2020-11-05,Iroquois,484.0,10.0,0.0,0.0,0.0,-,13.0,83.0,62.0,-,-,654.0
2020-11-05,Jackson,1033.0,285.0,8.0,0.0,0.0,-,28.0,234.0,150.0,-,-,1741.0
2020-11-05,Jasper,234.0,0.0,0.0,-,-,-,0.0,70.0,0.0,-,-,310.0
2020-11-05,Jefferson,629.0,30.0,0.0,0.0,0.0,-,25.0,375.0,28.0,-,-,1092.0
2020-11-05,Jersey,293.0,7.0,0.0,0.0,0.0,-,18.0,214.0,0.0,-,-,533.0
2020-11-05,Jo Daviess,355.0,0.0,0.0,0.0,0.0,-,0.0,252.0,13.0,-,-,624.0
2020-11-05,Johnson,278.0,36.0,0.0,-,0.0,-,0.0,80.0,29.0,-,-,425.0
2020-11-05,Kane,5579.0,693.0,373.0,14.0,15.0,-,438.0,5665.0,7350.0,-,-,20127.0
2020-11-05,Kankakee,2044.0,627.0,17.0,0.0,0.0,-,112.0,848.0,644.0,-,-,4294.0
2020-11-05,Kendall,1343.0,254.0,59.0,0.0,0.0,-,83.0,737.0,946.0,-,-,3428.0
2020-11-05,Knox,723.0,120.0,0.0,0.0,0.0,-,23.0,696.0,47.0,-,-,1612.0
2020-11-05,LaSalle,1995.0,49.0,7.0,0.0,0.0,-,137.0,657.0,291.0,-,-,3136.0
2020-11-05,Lake,7508.0,1691.0,573.0,46.0,70.0,-,1040.0,3901.0,9276.0,-,-,24105.0
2020-11-05,Lawrence,293.0,8.0,0.0,0.0,-,-,0.0,98.0,0.0,-,-,403.0
