county_name,White,Black or African American,Asian,American_Indian_Alaska_Native,Native_Hawaiian_Pacific_Islander,Two_races,Other Race,Unknown,Hispanic or Latino,Not Hispanic or Latino,Not Specified,Total
Adams,677.0,7.0,1.0,-,-,-,37.0,57.0,42,558,179,779.0
Allen,5592.0,1119.0,326.0,-,-,-,1756.0,1398.0,877,5858,3456,10191.0
Bartholomew,1105.0,32.0,28.0,-,-,-,297.0,223.0,154,574,957,1685.0
Benton,89.0,0.0,0.0,-,-,-,14.0,28.0,47,66,18,131.0
Blackford,267.0,0.0,0.0,-,-,-,9.0,21.0,10,219,68,297.0
Boone,1001.0,28.0,19.0,-,-,-,216.0,233.0,23,562,912,1497.0
Brown,145.0,0.0,2.0,-,-,-,9.0,11.0,1,110,56,167.0
Carroll,265.0,3.0,0.0,-,-,-,109.0,45.0,38,217,167,422.0
Cass,1150.0,107.0,117.0,-,-,-,654.0,434.0,973,747,742,2462.0
Clark,2441.0,264.0,24.0,-,-,-,261.0,437.0,287,1736,1404,3427.0
Clay,488.0,1.0,0.0,-,-,-,9.0,80.0,1,257,320,578.0
Clinton,805.0,2.0,2.0,-,-,-,248.0,71.0,336,615,177,1128.0
Crawford,173.0,0.0,0.0,-,-,-,7.0,6.0,3,117,66,186.0
Daviess,699.0,13.0,2.0,-,-,-,105.0,237.0,23,248,785,1056.0
Dearborn,931.0,8.0,5.0,-,-,-,26.0,236.0,9,661,536,1206.0
Decatur,574.0,3.0,1.0,-,-,-,29.0,66.0,7,444,222,673.0
Dekalb,843.0,4.0,5.0,-,-,-,75.0,62.0,28,787,174,989.0
Delaware,2583.0,253.0,11.0,-,-,-,163.0,491.0,41,2073,1387,3501.0
Dubois,1312.0,20.0,2.0,-,-,-,245.0,144.0,288,1135,300,1723.0
Elkhart,5348.0,483.0,70.0,-,-,-,1874.0,3193.0,2058,2976,5934,10968.0
Fayette,843.0,15.0,1.0,-,-,-,22.0,126.0,5,632,370,1007.0
Floyd,1603.0,133.0,13.0,-,-,-,141.0,227.0,63,1058,996,2117.0
Fountain,341.0,2.0,0.0,-,-,-,27.0,58.0,6,223,199,428.0
Franklin,325.0,0.0,0.0,-,-,-,10.0,86.0,2,254,165,421.0
Fulton,375.0,2.0,1.0,-,-,-,37.0,48.0,35,270,158,463.0
Gibson,812.0,13.0,1.0,-,-,-,112.0,150.0,11,217,860,1088.0
Grant,1199.0,74.0,7.0,-,-,-,111.0,151.0,62,1004,476,1542.0
Greene,577.0,1.0,0.0,-,-,-,16.0,70.0,13,417,234,664.0
Hamilton,4872.0,275.0,162.0,-,-,-,507.0,1655.0,205,3125,4141,7471.0
Hancock,1032.0,41.0,5.0,-,-,-,137.0,234.0,27,598,824,1449.0
Harrison,834.0,2.0,5.0,-,-,-,22.0,66.0,24,640,265,929.0
Hendricks,2524.0,297.0,69.0,-,-,-,338.0,580.0,104,1872,1832,3808.0
Henry,1177.0,47.0,2.0,-,-,-,132.0,257.0,30,766,819,1615.0
