county_name,White,Black or African American,Asian,American_Indian_Alaska_Native,Native_Hawaiian_Pacific_Islander,Two_races,Other Race,Unknown,Hispanic or Latino,Not Hispanic or Latino,Not Specified,Total
Shelby,725.0,7.0,2.0,-,-,-,143.0,158.0,83,478,474,1035.0
Spencer,371.0,5.0,1.0,-,-,-,43.0,53.0,20,200,253,473.0
St. Joseph,4276.0,1174.0,81.0,-,-,-,1441.0,3815.0,630,2382,7775,10787.0
Starke,410.0,3.0,0.0,-,-,-,27.0,112.0,20,335,197,552.0
Steuben,501.0,7.0,1.0,-,-,-,87.0,166.0,30,330,402,762.0
Sullivan,392.0,3.0,0.0,-,-,-,5.0,101.0,0,174,327,501.0
Switzerland,77.0,0.0,0.0,-,-,-,7.0,28.0,1,45,66,112.0
Tippecanoe,2747.0,209.0,100.0,-,-,-,582.0,984.0,550,2221,1851,4622.0
Tipton,285.0,1.0,0.0,-,-,-,11.0,13.0,4,236,70,310.0
Union,85.0,0.0,,-,-,-,6.0,45.0,0,50,86,136.0
Vanderburgh,5121.0,623.0,40.0,-,-,-,495.0,516.0,56,920,5819,6795.0
Vermillion,259.0,1.0,0.0,-,-,-,0.0,50.0,1,182,127,310.0
Vigo,2150.0,174.0,31.0,-,-,-,74.0,691.0,60,1468,1592,3120.0
Wabash,481.0,6.0,2.0,-,-,-,50.0,64.0,18,412,173,603.0
Warren,102.0,0.0,0.0,-,-,-,2.0,12.0,1,86,29,116.0
Warrick,1887.0,32.0,10.0,-,-,-,162.0,147.0,10,279,1949,2238.0
Washington,355.0,2.0,0.0,-,-,-,37.0,39.0,6,232,195,433.0
Wayne,1246.0,72.0,9.0,-,-,-,122.0,302.0,57,927,767,1751.0
Wells,486.0,2.0,1.0,-,-,-,20.0,58.0,9,448,110,567.0
White,496.0,4.0,4.0,-,-,-,108.0,87.0,91,370,238,699.0
Whitley,477.0,3.0,1.0,-,-,-,50.0,50.0,15,419,147,581.0
