county_name,White,Black or African American,Asian,American_Indian_Alaska_Native,Native_Hawaiian_Pacific_Islander,Two_races,Other Race,Unknown,Hispanic or Latino,Not Hispanic or Latino,Not Specified,Total
Adams,440.0,6.0,1.0,-,-,-,29.0,47.0,36,359,128,523.0
Allen,4364.0,977.0,303.0,-,-,-,1573.0,1335.0,761,4676,3115,8552.0
Bartholomew,939.0,28.0,28.0,-,-,-,280.0,194.0,143,469,857,1469.0
Benton,73.0,0.0,0.0,-,-,-,13.0,24.0,45,52,13,110.0
Blackford,205.0,0.0,0.0,-,-,-,7.0,22.0,10,167,57,234.0
Boone,830.0,27.0,17.0,-,-,-,186.0,220.0,20,475,785,1280.0
Brown,123.0,0.0,2.0,-,-,-,9.0,12.0,1,90,55,146.0
Carroll,205.0,3.0,0.0,-,-,-,104.0,26.0,32,164,142,338.0
Cass,1008.0,105.0,117.0,-,-,-,647.0,408.0,968,651,666,2285.0
Clark,2118.0,239.0,21.0,-,-,-,246.0,407.0,270,1492,1269,3031.0
Clay,380.0,1.0,0.0,-,-,-,7.0,70.0,0,213,245,458.0
Clinton,645.0,1.0,1.0,-,-,-,205.0,51.0,271,478,154,903.0
Crawford,151.0,0.0,0.0,-,-,-,5.0,7.0,2,104,57,163.0
Daviess,620.0,10.0,2.0,-,-,-,86.0,195.0,20,233,660,913.0
Dearborn,767.0,6.0,5.0,-,-,-,21.0,218.0,7,560,450,1017.0
Decatur,441.0,2.0,1.0,-,-,-,28.0,53.0,7,323,195,525.0
Dekalb,645.0,4.0,3.0,-,-,-,59.0,47.0,21,581,156,758.0
Delaware,2219.0,215.0,8.0,-,-,-,144.0,490.0,38,1790,1248,3076.0
Dubois,1075.0,19.0,1.0,-,-,-,232.0,128.0,280,911,264,1455.0
Elkhart,4202.0,394.0,53.0,-,-,-,1658.0,2849.0,1777,2265,5114,9156.0
Fayette,581.0,15.0,0.0,-,-,-,17.0,126.0,4,438,297,739.0
Floyd,1407.0,120.0,12.0,-,-,-,119.0,200.0,56,920,882,1858.0
Fountain,251.0,2.0,0.0,-,-,-,21.0,45.0,5,173,141,319.0
Franklin,290.0,0.0,0.0,-,-,-,9.0,82.0,2,226,153,381.0
Fulton,285.0,2.0,1.0,-,-,-,36.0,52.0,35,206,135,376.0
Gibson,657.0,10.0,1.0,-,-,-,92.0,168.0,11,199,718,928.0
Grant,1008.0,57.0,7.0,-,-,-,94.0,144.0,53,826,431,1310.0
Greene,487.0,0.0,0.0,-,-,-,15.0,71.0,11,361,201,573.0
Hamilton,3994.0,243.0,139.0,-,-,-,446.0,1513.0,172,2447,3716,6335.0
Hancock,860.0,37.0,5.0,-,-,-,125.0,204.0,25,477,729,1231.0
Harrison,717.0,2.0,4.0,-,-,-,21.0,55.0,24,537,238,799.0
Hendricks,2184.0,276.0,64.0,-,-,-,298.0,545.0,96,1633,1638,3367.0
Henry,947.0,45.0,2.0,-,-,-,115.0,204.0,28,587,698,1313.0
Howard,1182.0,127.0,4.0,-,-,-,149.0,222.0,49,844,791,1684.0
Huntington,388.0,3.0,0.0,-,-,-,22.0,23.0,15,331,90,436.0
Jackson,778.0,6.0,6.0,-,-,-,319.0,76.0,242,552,391,1185.0
Jasper,458.0,4.0,2.0,-,-,-,93.0,108.0,35,365,265,665.0
Jay,269.0,2.0,1.0,-,-,-,25.0,34.0,20,206,105,331.0
Jefferson,290.0,5.0,2.0,-,-,-,16.0,39.0,3,210,139,352.0
Jennings,294.0,1.0,0.0,-,-,-,51.0,33.0,13,165,201,379.0
Johnson,2163.0,67.0,85.0,-,-,-,411.0,513.0,66,1676,1497,3239.0
Knox,642.0,17.0,2.0,-,-,-,30.0,122.0,18,392,403,813.0
Kosciusko,1276.0,15.0,10.0,-,-,-,217.0,466.0,169,989,826,1984.0
Lagrange,562.0,0.0,0.0,-,-,-,82.0,184.0,32,453,343,828.0
Lake,4720.0,2379.0,61.0,-,-,-,3034.0,4028.0,2047,4042,8133,14222.0
Laporte,1451.0,297.0,7.0,-,-,-,257.0,349.0,178,1366,817,2361.0
Lawrence,771.0,2.0,4.0,-,-,-,100.0,70.0,5,633,309,947.0
Madison,1654.0,170.0,5.0,-,-,-,232.0,419.0,82,1218,1180,2480.0
Marion,9675.0,5190.0,606.0,-,-,-,4668.0,5732.0,2288,8150,15433,25871.0
Marshall,871.0,7.0,2.0,-,-,-,223.0,348.0,191,405,855,1451.0
Martin,164.0,0.0,2.0,-,-,-,17.0,21.0,0,129,75,204.0
Miami,460.0,27.0,4.0,-,-,-,40.0,130.0,29,347,285,661.0
Monroe,2450.0,115.0,92.0,-,-,-,455.0,220.0,141,1544,1647,3332.0
Montgomery,345.0,5.0,0.0,-,-,-,171.0,99.0,62,288,270,620.0
Morgan,790.0,2.0,1.0,-,-,-,116.0,80.0,8,612,369,989.0
Newton,169.0,3.0,0.0,-,-,-,36.0,28.0,11,144,81,236.0
Noble,808.0,5.0,12.0,-,-,-,253.0,141.0,214,752,253,1219.0
Ohio,116.0,0.0,0.0,-,-,-,1.0,16.0,0,73,60,133.0
Orange,378.0,3.0,1.0,-,-,-,24.0,15.0,1,263,157,421.0
Owen,164.0,2.0,1.0,-,-,-,14.0,30.0,3,119,89,211.0
Parke,200.0,0.0,1.0,-,-,-,5.0,44.0,5,131,114,250.0
Perry,238.0,4.0,0.0,-,-,-,38.0,81.0,1,114,246,361.0
Pike,285.0,0.0,0.0,-,-,-,18.0,40.0,0,105,238,343.0
Porter,2222.0,172.0,21.0,-,-,-,436.0,565.0,321,1717,1378,3416.0
Posey,667.0,14.0,1.0,-,-,-,53.0,31.0,10,77,679,766.0
Pulaski,147.0,2.0,1.0,-,-,-,6.0,19.0,4,112,59,175.0
Putnam,542.0,66.0,4.0,-,-,-,58.0,96.0,10,366,390,766.0
Randolph,308.0,3.0,0.0,-,-,-,21.0,49.0,15,203,163,381.0
Ripley,390.0,1.0,1.0,-,-,-,18.0,64.0,3,331,140,474.0
Rush,174.0,1.0,0.0,-,-,-,12.0,43.0,0,120,110,230.0
Scott,438.0,2.0,0.0,-,-,-,59.0,46.0,10,314,221,545.0
Shelby,609.0,7.0,1.0,-,-,-,133.0,144.0,81,402,411,894.0
Spencer,323.0,5.0,1.0,-,-,-,32.0,51.0,19,170,223,412.0
St. Joseph,3666.0,1088.0,66.0,-,-,-,1317.0,3395.0,575,2007,6950,9532.0
Starke,332.0,3.0,0.0,-,-,-,20.0,82.0,12,253,172,437.0
Steuben,430.0,6.0,1.0,-,-,-,82.0,138.0,29,278,350,657.0
Sullivan,352.0,2.0,0.0,-,-,-,4.0,97.0,0,156,299,455.0
Switzerland,68.0,0.0,0.0,-,-,-,5.0,24.0,0,41,56,97.0
Tippecanoe,2267.0,196.0,76.0,-,-,-,500.0,879.0,491,1817,1610,3918.0
Tipton,256.0,1.0,0.0,-,-,-,11.0,14.0,4,216,62,282.0
Union,70.0,0.0,,-,-,-,5.0,39.0,0,39,75,114.0
Vanderburgh,4561.0,572.0,37.0,-,-,-,459.0,461.0,50,813,5227,6090.0
Vermillion,225.0,1.0,0.0,-,-,-,0.0,42.0,1,158,109,268.0
Vigo,1856.0,165.0,28.0,-,-,-,68.0,607.0,52,1272,1400,2724.0
Wabash,334.0,6.0,1.0,-,-,-,43.0,54.0,16,282,140,438.0
Warren,77.0,0.0,0.0,-,-,-,2.0,10.0,1,63,25,89.0
Warrick,1711.0,30.0,8.0,-,-,-,147.0,119.0,9,253,1753,2015.0
Washington,316.0,2.0,0.0,-,-,-,33.0,35.0,5,204,177,386.0
Wayne,953.0,60.0,6.0,-,-,-,105.0,255.0,48,678,653,1379.0
Wells,381.0,2.0,1.0,-,-,-,15.0,50.0,8,347,94,449.0
White,425.0,4.0,4.0,-,-,-,97.0,80.0,89,310,211,610.0
Whitley,385.0,3.0,1.0,-,-,-,45.0,45.0,14,336,129,479.0
